log10(Pd),log10(Pv),log10(Pa),log10(IV2),log10(CAV),log10(Ia),log10(AAS),log10(AVS),log10(ADS),log10(tc),log10(Tva),log10(TP),log10(Epi),M
-2.44213042,-1.721840312,-0.394425937,-1.968553125,0.335618609,-2.389643991,2.336673341,1.140664609,1.460111958,-0.662247696,-0.529234506,-3.104378116,1.462549843,4.2
-2.364613267,-1.465281855,-0.238651387,-3.289620372,-0.075286756,-3.513631975,1.925072267,0.643451869,1.174064446,-0.456624566,-0.4284506,-2.821237832,1.905670826,4.6
-3.336406272,-3.063246797,-1.802575523,-5.818492855,-1.396525661,-6.205414296,0.604109262,-0.603236944,0.083527716,0.138524706,-0.462491406,-3.197881565,1.551444525,3.1
-2.988440032,-2.247416495,-1.133708673,-4.425591224,-0.871957984,-5.120055096,1.129605348,0.067200591,0.554218109,-0.189778272,-0.315527953,-3.178218304,1.547853496,3.8
-3.253537643,-2.574458009,-1.436734004,-5.124829404,-1.217268676,-5.811968464,0.784030335,-0.25382259,0.181909154,-0.186339606,-0.339544137,-3.43987725,1.542799533,3.5
-3.242854549,-2.726623161,-1.574557081,-5.250665388,-1.208732219,-5.799068742,0.791994965,-0.319871428,0.432125805,-0.336138668,-0.353886211,-3.578993217,1.541216454,3.8
-2.891473897,-2.179383167,-1.201914824,-4.322820834,-0.831059294,-5.03036905,1.16904092,0.123401674,0.513325168,-0.261753317,-0.179288474,-3.153227214,1.552960758,3.9
-3.110539162,-2.400498395,-1.334661011,-4.775916784,-0.985355856,-5.350458446,1.015380766,-0.087017982,0.521820498,-0.163484755,-0.267657515,-3.274023917,1.614541298,3.6
-2.268964453,-1.328037022,-0.282782094,-2.74327618,0.000810321,-3.382543305,2.001544593,0.913068294,1.043042176,-0.079365213,-0.24707506,-2.348329666,1.744154903,4.6
-2.960756707,-2.015095166,-0.931705294,-4.184571047,-0.643396674,-4.683697601,1.357092046,0.191252121,0.452627273,-0.139577144,-0.285210004,-3.100333852,1.742780694,3.9
-2.868981889,-2.111474717,-1.04082076,-3.963927736,-0.84049569,-4.761078885,1.161720873,0.094065534,0.564218299,-0.260713728,-0.272474089,-3.129695617,1.52796806,4.2
-2.749095967,-2.079358078,-0.752786841,-3.945205454,-0.490414769,-4.308003732,1.510788885,0.313467558,0.777319735,-0.261972327,-0.528391368,-3.011068294,1.921572359,4.6
-2.571864656,-1.833117918,-0.663724891,-3.36554963,-0.367638239,-4.081434448,1.632775107,0.607871542,0.743893606,-0.022203819,-0.371213158,-2.594068476,1.880803539,4.6
-2.525523417,-1.819591483,-0.851063983,-3.128026814,-0.303241264,-3.715145058,1.69752719,0.589380384,0.947174289,-0.187330913,-0.170347631,-2.71285433,1.45868742,3.5
-2.355338901,-1.616793506,-0.434102264,-2.515818571,0.047026348,-3.099869222,2.048344308,0.957358833,1.240108223,-0.013010661,-0.384511373,-2.368349562,1.403505297,4.4
-2.686346595,-1.94145555,-0.977516009,-3.509039503,-0.404648051,-3.968858906,1.595914718,0.406379485,0.785771868,-0.120731414,-0.165759672,-2.807078008,1.463069459,3.4
-2.358258846,-1.378503811,-0.392763432,-2.454713739,0.067018924,-2.9551578,2.067769717,0.923928761,1.20084524,-0.104665088,-0.187560511,-2.462923934,1.477773436,3.9
-2.892318026,-1.975858019,-0.767541183,-3.375960093,-0.40510808,-3.699848626,1.595774081,0.358318978,0.940803662,-0.674629464,-0.410136968,-3.566947489,1.483196685,3.6
-2.421930672,-1.712984059,-0.739622268,-3.243481937,-0.348962306,-4.078741355,1.651752112,0.68190982,0.925690906,-0.100564366,-0.175181922,-2.522495038,1.649680279,4.6
-3.127389455,-2.477829277,-1.299527839,-4.671574432,-0.835187053,-5.053869019,1.165467343,-0.035618686,0.461668322,-0.145157216,-0.38012157,-3.272546671,1.655680312,3.6
-3.341186654,-2.685491575,-1.576957158,-5.280590369,-1.413824245,-5.90968691,0.587534589,-0.417737271,-0.00675071,0.097836394,-0.310354548,-3.24335026,1.515356787,3.5
-1.437185681,-0.646999484,0.465805138,-0.446026562,1.149790122,-1.04890536,3.150173309,2.037525017,2.280967384,-0.209480752,-0.314624754,-1.646666433,1.139754525,4.6
-2.197247369,-1.255823657,-0.135757751,-1.822256733,0.537313301,-2.236326473,2.537769656,1.340931809,1.723878764,-0.462438507,-0.321886037,-2.659685876,1.129067841,3.9
-2.390416127,-1.413171099,-0.194204423,-2.484105252,0.234781294,-2.859106698,2.235678466,1.03278859,1.395597158,-0.240817274,-0.420786807,-2.6312334,1.543651272,4.2
-3.668603629,-3.238796386,-2.011979743,-5.48163751,-1.226070891,-5.840939044,0.774657671,-0.422307288,0.233870223,-0.50479028,-0.428636775,-4.173393909,2.042133786,3.5
-2.71574387,-1.969945279,-0.771170472,-3.346282314,-0.189953331,-3.760726675,1.810306454,0.620896982,0.824277734,-0.086478599,-0.400594939,-2.802222469,1.828542451,4.6
-1.969242399,-1.258202221,-0.194792916,-2.404849833,0.034998088,-3.255984436,2.035821972,1.073371503,1.164111513,0.086322371,-0.265229437,-1.882920028,1.446670092,4.9
-2.29701169,-1.429275779,-0.263460346,-2.871250389,-0.010440058,-3.365685211,1.990071322,0.837487827,0.999623651,-0.212050474,-0.367635565,-2.509062165,1.673462931,4.6
-2.422550989,-1.616874238,-0.385391702,-3.208044627,-0.206330287,-3.770623812,1.793947102,0.677776485,0.835914287,-0.127328997,-0.433302668,-2.549879986,1.522148582,4.1
-3.079427378,-2.262327321,-1.115729555,-4.117457404,-0.649726227,-4.65276561,1.350959577,0.220044642,0.55272252,-0.375442164,-0.348417897,-3.454869541,1.949727994,4.4
-3.261213472,-2.613581079,-1.46522415,-4.885490089,-1.038764629,-5.465518241,0.962112411,-0.136077084,0.308067,-0.283401185,-0.350177061,-3.544614657,1.937151559,4.2
-2.718019919,-1.706887695,-0.534342788,-3.635936669,-0.370853032,-3.868972067,1.629599796,0.34501484,0.846688146,-0.439290026,-0.374365039,-3.157309944,1.436159412,3.4
-1.671547687,-1.270588084,-0.661600992,-2.519095177,-0.523679025,-4.232889263,1.477529929,0.970302012,1.025302166,0.601747012,0.189192776,-1.069800675,2.503770265,7
-3.188084966,-2.401112765,-1.137920462,-4.145923232,-0.689651744,-4.445526702,1.310750801,0.055988817,0.663573524,-0.556037267,-0.465012435,-3.744122233,1.367383122,3
-1.937625206,-0.91658297,0.231128827,-1.640257552,0.511921595,-2.076696053,2.512994725,1.380350323,1.618694673,-0.201943942,-0.349531928,-2.139569148,1.457662143,4.9
-3.107987088,-2.055656962,-0.861547755,-3.956241956,-0.65971955,-4.207132663,1.341967021,0.078908734,0.572434685,-0.374389066,-0.395929339,-3.482376154,1.48684408,3
-2.204760281,-1.177990257,-0.020745162,-2.519899408,0.14020262,-2.852782516,2.140679894,0.924059006,1.299991211,-0.368801633,-0.359065226,-2.573561914,1.332155813,3.8
-2.597706398,-1.574376972,-0.421897285,-2.581949542,0.141695243,-2.843261259,2.142785872,0.90214954,1.319722615,-0.39004843,-0.354299818,-2.987754828,1.41599507,3.7
-3.160891007,-2.343478808,-0.997008728,-3.969372956,-0.607459874,-4.221135589,1.393909109,0.13146014,0.846083484,-0.687925416,-0.548290212,-3.848816423,1.380315377,3
-2.785607792,-1.769157596,-0.535572123,-3.404658024,-0.398521305,-3.638149982,1.602415732,0.331327512,0.939524388,-0.483317404,-0.435405605,-3.268925196,1.487961491,3.6
-1.398373248,-0.484422233,0.654869694,-0.829524514,0.856476729,-1.387475252,2.857046313,1.736082421,2.079434538,-0.248853711,-0.341112059,-1.647226959,1.357204295,4.6
-2.326296105,-1.205086261,-0.045607305,-2.662244886,0.041228396,-2.998723081,2.042038507,0.816356549,1.141830954,-0.32156958,-0.361299087,-2.647865686,1.361661723,3.6
-2.229720456,-1.276530484,-0.107180809,-2.318539579,0.173079183,-2.695959154,2.173446537,0.969456111,1.407166781,-0.419103221,-0.371169806,-2.648823677,1.391540627,3.9
-2.530309921,-1.615181179,-0.541186357,-2.904533268,-0.082267682,-3.299337677,1.920011818,0.758443109,1.25395157,-0.375253742,-0.275814954,-2.905563663,1.446855455,4.1
-2.299792974,-1.201985719,-0.066070504,-2.437594472,0.199378106,-2.902192568,2.199960995,1.038378026,1.336310693,-0.381372074,-0.337735346,-2.681165048,1.454270807,4.1
-3.439611201,-2.54746762,-1.361386928,-4.645026525,-0.758182137,-4.906409821,1.241977367,-0.018925969,0.481437459,-0.524949022,-0.387900824,-3.964560222,1.988285446,4
-2.324114721,-1.386762017,-0.135798168,-2.649087944,-0.003587533,-2.944234172,1.996926716,0.757972345,1.447933655,-0.58809777,-0.45278398,-2.912212491,1.398572477,3.8
-3.039270409,-2.318050426,-1.115452775,-4.212339516,-0.726970075,-4.566236354,1.273301466,0.060741788,0.682722115,-0.211169348,-0.404417783,-3.250439757,1.335380641,3
-3.285779434,-2.658450793,-1.428573261,-5.010212093,-1.086518578,-5.230769286,0.914676495,-0.334055866,0.480631266,-0.475507679,-0.431697663,-3.761287113,1.429398237,3.1
-2.172262146,-1.263455566,-0.236068452,-2.074763913,0.273755248,-2.834961707,2.274159892,1.264104056,1.350888795,-0.113348936,-0.229207246,-2.285611082,1.400760395,4.4
-2.799381683,-1.865883472,-0.663654061,-3.617886594,-0.443073862,-3.908154014,1.557777721,0.328704235,0.986263661,-0.697672506,-0.404049542,-3.497054189,1.396989994,3.4
-2.446138068,-1.561677479,-0.372479908,-2.763611898,0.039525777,-2.968599633,2.040866383,0.753232335,1.582737606,-0.820447201,-0.391017703,-3.26658527,1.389688858,3.9
-2.58240318,-1.680776192,-0.434796165,-2.765992606,0.043950686,-3.249703602,2.044424089,0.902925566,1.422607048,-0.39592169,-0.447800159,-2.97832487,1.251499838,3.5
-2.773795623,-1.85486865,-0.699651478,-3.267356825,-0.214359094,-3.829567325,1.786251916,0.672970121,0.879178022,-0.264071063,-0.357037303,-3.037866686,1.780365708,4.6
-2.964429015,-2.425498861,-1.539148451,-4.670833566,-1.153700224,-5.114629251,0.855480185,-0.232555511,0.410046571,0.022883996,-0.088170541,-2.941545019,1.568043582,3.4
-2.130175274,-1.174842137,0.120788096,-1.998030666,0.39976911,-2.290334585,2.400355305,1.152208366,1.806856496,-0.696693703,-0.497450365,-2.826868977,1.394082653,4.2
-2.377096681,-1.778176237,-0.725920628,-3.115553155,-0.373395406,-4.091482373,1.626880536,0.73092471,0.805257689,0.103338357,-0.254075741,-2.273758324,1.886518081,5.2
-1.989719596,-1.491243277,-0.302887666,-2.348521096,0.089975685,-2.910805494,2.091192047,1.056655768,1.251218527,0.19747036,-0.390175742,-1.792249236,1.48192392,4.9
-2.640809614,-2.008234849,-0.944267186,-3.148269921,-0.24393456,-3.724549845,1.756756555,0.648546496,1.049479293,-0.198606365,-0.265787794,-2.839415979,1.079208243,3.8
-2.872941378,-1.976201368,-0.777113451,-3.610728478,-0.610623779,-4.041867732,1.392794883,0.28015688,0.707913511,-0.326281041,-0.400908049,-3.199222419,1.456558845,3.7
-1.566778395,-0.835969862,0.362870057,-0.987833428,0.967160999,-1.388665451,2.967560005,1.778288912,2.122489144,-0.25571016,-0.40066005,-1.822488555,1.085322581,4.6
-2.876680934,-2.027651692,-0.829301799,-3.551765806,-0.336903929,-3.980366285,1.663774368,0.464148714,0.95636034,-0.453909897,-0.400170025,-3.330590831,1.089825809,3.6
-2.746562575,-1.921346746,-0.687777991,-3.284707044,-0.21244673,-3.727295027,1.787691104,0.605010338,0.841423058,-0.266185243,-0.435388887,-3.012747818,1.085322581,3.4
-2.240451749,-1.332421918,-0.11465859,-2.082199865,0.331193391,-2.524191351,2.332034434,1.171245091,1.43411062,-0.331246633,-0.41958346,-2.571698382,1.136011428,3.9
-3.200486062,-2.787809258,-1.693626121,-5.379826653,-1.268301947,-5.93316832,0.732691636,-0.418363717,0.14688035,-0.024740738,-0.296003269,-3.2252268,1.616842815,3.5
-3.298236311,-2.396107644,-1.169537993,-4.493419094,-0.871500747,-4.808015506,1.12906611,-0.100836598,0.718501196,-0.348346692,-0.428389783,-3.646583003,1.321552929,3
-2.316348643,-1.6964666,-0.542153185,-3.064752528,-0.322685985,-3.679594052,1.67803752,0.661471029,0.851503632,0.036383853,-0.356133546,-2.279964789,1.421475936,4.1
-2.576492792,-1.624495514,-0.400730094,-2.653217163,-0.098449995,-3.208579435,1.902504134,0.798688327,0.942238965,-0.228420033,-0.425585552,-2.804912824,1.432944695,4.1
-3.283255293,-2.537437769,-1.384777706,-5.14206508,-1.112245308,-5.624972535,0.888852679,-0.268701775,0.103013809,-0.132554224,-0.354480195,-3.415809517,1.618185529,3.8
-2.777966531,-1.983282221,-0.790150237,-3.651148901,-0.355772622,-4.028682294,1.644617353,0.436830813,0.91657904,-0.309208019,-0.394952116,-3.08717455,1.3120729,3.8
-3.195117723,-2.646188437,-1.526813161,-4.917102221,-1.030430189,-5.293730863,0.97009529,-0.249052763,0.585800505,-0.036899366,-0.321195408,-3.232017089,1.264628836,3.1
-2.998789906,-2.589869303,-1.47373566,-5.123134673,-1.121660454,-5.587006392,0.879657819,-0.314946546,0.275109345,-0.441396775,-0.317953775,-3.440186681,1.603623534,3.9
-3.07222002,-2.604332689,-1.423901939,-4.91651781,-0.972785481,-5.340505406,1.028101747,-0.160573933,0.322972381,-0.174618558,-0.382250881,-3.246838578,1.617358189,4.2
-2.023130574,-1.471602043,-0.560647958,-2.76047121,-0.252329268,-3.865010003,1.748091818,0.908239749,0.972491078,0.191366951,-0.112774217,-1.831763623,1.916183919,5.2
-0.731020581,-0.049052756,1.063534648,0.642639375,1.652518508,0.025605796,3.652893536,2.575341294,2.700887432,0.090122277,-0.314407535,-0.640898304,0.752428016,4.9
-2.350316639,-1.391097914,-0.290325306,-2.101911314,0.387409064,-2.536469692,2.387661906,1.222081583,1.482731996,-0.293228982,-0.302592739,-2.643545621,0.737067052,3
-2.80311762,-1.837170414,-0.667996194,-2.85114921,-0.017866917,-3.364322777,1.982764763,0.845161577,1.071665105,-0.297284388,-0.370994352,-3.100402008,0.836171928,3
-1.485844048,-0.760941597,0.51723257,-0.789534172,0.982427756,-1.285156003,2.983110112,1.845606952,2.138360386,-0.311968194,-0.479994298,-1.797812243,0.837038266,3.7
-2.713210973,-1.840949643,-0.636571711,-2.818533038,0.033920914,-3.226725116,2.034455843,0.837510509,1.188108248,-0.375334866,-0.406198063,-3.088545839,1.09510789,3.6
-1.952287549,-1.074886856,-0.083147138,-1.879755628,0.31771788,-2.572380402,2.318217034,1.278802374,1.442858014,0.028921745,-0.193559849,-1.923365804,1.425245609,4.6
-2.907478372,-2.244752622,-0.988595257,-3.938306621,-0.520043682,-4.330727692,1.480883263,0.274064495,0.706331699,-0.220208766,-0.457977496,-3.127687138,1.239031131,3.1
-1.800154424,-1.14075027,-0.104950952,-1.671691274,0.408389201,-2.415181195,2.409168241,1.398394587,1.664225924,-0.054783077,-0.237619449,-1.854937501,1.055753254,4.1
-1.631070336,-0.683788264,0.382619482,-1.130526066,0.796228472,-1.794969654,2.796794194,1.716365228,1.838878607,-0.03842371,-0.268227878,-1.669494046,1.032057388,4.1
-3.269743627,-2.58529397,-1.539482187,-4.987715252,-1.108999958,-5.582741137,0.891687873,-0.1856819,0.099079027,0.003220114,-0.247631915,-3.266523513,1.7247916,3.8
-2.309333562,-1.524894159,-0.446360979,-2.279743287,0.253156454,-2.668675434,2.253569923,1.074413644,1.345740186,-0.279369711,-0.280353312,-2.588703273,1.239561363,3.8
-2.424304425,-1.578212742,-0.388152529,-2.732404425,0.045143901,-3.204446302,2.045428453,0.885676627,1.230970095,-0.343485299,-0.391880345,-2.767789724,0.988690538,3.3
-3.017632677,-1.987656397,-0.838110299,-3.987689622,-0.448960961,-4.307883539,1.551419292,0.314906536,0.616804952,-0.37505885,-0.35136623,-3.392691527,1.675557893,4.2
-2.239917617,-1.53029676,-0.526120281,-2.853164654,-0.163301419,-3.684884612,1.837532451,0.849649549,0.935130608,0.112436073,-0.205996611,-2.127481544,1.848905464,5.2
-2.104130396,-1.289363572,-0.104202553,-1.808416444,0.608411551,-2.159418343,2.608876958,1.39680585,1.786521117,-0.445357534,-0.386981151,-2.549487931,0.528695553,3.4
-2.525246608,-1.728112253,-0.438222556,-2.266644118,0.289699322,-2.528719214,2.289869414,1.028117925,1.469834825,-0.65093614,-0.491709829,-3.176182748,0.858712227,3
-1.462022498,-0.503052706,0.550801035,-0.738927131,0.942742336,-1.257442612,2.94343838,1.814985415,2.08860916,-0.054816098,-0.255673872,-1.516838596,1.159847753,4.9
-2.873707432,-2.081024014,-0.867282405,-3.50093508,-0.353026931,-3.873391639,1.647336995,0.44893507,0.786381353,-0.215199293,-0.41556174,-3.088906725,1.150123755,3
-2.159824085,-1.245976563,0.000881242,-1.76901509,0.473907358,-2.195498684,2.474453425,1.299511793,1.626984048,-0.421181779,-0.448677937,-2.581005864,1.142707197,3.7
-2.551780775,-1.504166376,-0.208653567,-2.214317045,0.373601673,-2.472164685,2.37373566,1.115168475,1.517319458,-0.511645895,-0.49733294,-3.06342667,1.002996429,3.6
-0.923779894,-0.140228874,1.027179887,0.741231208,1.71479478,0.32059865,3.715023765,2.546957329,2.724201062,-0.260942745,-0.369228892,-1.184722639,0.834380408,4.6
-1.801840059,-0.962017034,0.339336899,-0.994886437,0.876285618,-1.34546031,2.876503528,1.668584078,1.962421614,-0.514707422,-0.503174065,-2.316547482,0.835965787,3.6
-1.950884451,-1.079289204,0.192167138,-1.105994209,0.858136707,-1.384897917,2.858347201,1.604218522,1.944202008,-0.566256799,-0.473276473,-2.51714125,0.834380408,3.4
-1.675210213,-0.75234181,0.415459217,-0.578850851,0.979203768,-1.183279532,2.979386967,1.882876743,2.050315047,-0.350395648,-0.369621159,-2.025605861,0.822758344,3.9
-2.577333203,-1.603387145,-0.423489611,-2.49539273,0.255355622,-2.830946995,2.255780524,1.021116226,1.52921695,-0.647130415,-0.381717665,-3.224463618,0.568026016,3
-3.39253739,-2.662559266,-1.362886266,-4.518453755,-0.820517962,-4.679480343,1.180705097,-0.123677398,0.636871427,-0.677500889,-0.501493132,-4.070038279,1.350980365,3.1
-1.708069036,-0.891466309,0.338052376,-0.920166044,0.879759689,-1.39885454,2.880124774,1.736278656,1.930605844,-0.218044104,-0.431338816,-1.92611314,0.961270231,4.1
-2.858374288,-2.042992842,-0.826686608,-3.174130838,-0.226148764,-3.60800215,1.773951595,0.594410723,1.07949541,-0.393471551,-0.418126365,-3.251845839,1.149026567,3.2
-3.370343646,-2.748852177,-1.489646495,-5.251797894,-1.169256038,-5.710838875,0.831178556,-0.340706371,0.165068977,-0.175845203,-0.461025814,-3.546188849,1.704103639,3.8
-1.641982321,-0.664912032,0.624950633,-0.664669465,1.14896739,-0.989536443,3.149217486,1.917975811,2.275086179,-0.537072167,-0.491682797,-2.179054489,0.446563828,3.8
-2.006295665,-1.188713883,0.162287559,-1.600081301,0.679551886,-1.871955005,2.679687438,1.424546712,1.863486574,-0.617984918,-0.552821574,-2.624280583,0.419312027,3.2
