log10(Pd),log10(Pv),log10(Pa),log10(IV2),log10(CAV),log10(Ia),log10(AAS),log10(AVS),log10(ADS),log10(tc),log10(Tva),log10(TP),log10(Epi),M
-2.244308317,-2.416195249,-1.926415903,-5.051440422,-2.081202087,-6.880377321,-0.076168287,-0.530127527,-0.472631868,0.918376944,0.308400522,-1.325931372,1.954720982,3.6
-2.499382192,-1.729455259,-0.689657296,-3.300936375,-0.75686302,-4.054623819,1.24969551,0.235656388,0.358882836,-0.023663706,-0.241618094,-2.523045898,2.117688217,5.5
-2.137455601,-1.699993499,-0.751553571,-2.666859555,-0.458489151,-3.587069546,1.549556963,0.655256082,0.68746753,0.254669773,-0.15026006,-1.882785828,2.384549194,5.9
-2.181251818,-1.197141211,0.065075898,-2.271448476,0.029464901,-2.65183588,2.034369731,0.825888873,1.012995868,-0.520325706,-0.464037241,-2.701577525,2.161211249,4.8
-3.441429425,-3.294484529,-1.97017147,-6.295593095,-2.097862615,-6.768703071,-0.095254711,-1.181402106,-0.437738648,-0.126092484,-0.526133191,-3.567521909,2.006798037,3.6
-3.785060593,-2.984386957,-1.83657684,-5.726899587,-1.817552349,-6.22743347,0.185231303,-0.952855805,-0.547390908,-0.597365043,-0.349630249,-4.382425636,1.901416294,3.5
-3.901641511,-3.240310775,-2.21665284,-6.254555612,-2.017156587,-6.674754457,-0.012383253,-1.196287175,-0.717246993,-0.371362557,-0.225478067,-4.273004068,1.949732545,3.3
-3.240868866,-3.381523785,-2.248378801,-6.327674192,-2.104756119,-6.864568612,-0.099746266,-1.224722472,-0.76017411,0.630254696,-0.334965116,-2.61061417,1.968385573,3.4
-2.694641903,-1.993690915,-1.232113142,-4.217957819,-1.375347033,-5.342470678,0.626730364,-0.182710786,-0.082410554,0.116067194,0.036602095,-2.578574709,2.290895729,6.7
-1.29147931,-0.823132004,-0.137729316,-1.726310917,-0.284274735,-3.306738523,1.720668809,1.070257468,1.132120072,0.287391367,0.11277718,-1.004087943,2.334622343,6.7
-2.798977916,-1.689020202,-0.560577102,-2.706800267,-0.267234859,-3.219811166,1.735420504,0.593954458,0.678024114,-0.379358347,-0.330263232,-3.178336263,2.119784057,4.5
-3.697969864,-3.037148065,-1.884565908,-6.387505549,-1.964201512,-6.645665189,0.039427444,-1.229353896,-0.662820474,-0.335297141,-0.354402288,-4.033267005,1.559118739,3.1
-3.568434877,-2.908048978,-1.76932763,-5.964669683,-1.948381124,-6.579443803,0.055715251,-1.011849469,-0.178838151,-0.853670292,-0.34054148,-4.422105168,1.542743896,3.8
-3.36205795,-2.937112399,-1.7257396,-6.127820447,-1.899339692,-6.524460394,0.104549546,-1.107935276,-0.398068749,-0.453713884,-0.41319293,-3.815771835,1.557161776,3.3
-3.471979441,-2.862363189,-1.614368383,-6.212499395,-1.92407591,-6.525078163,0.079266374,-1.155775376,-0.535359244,-0.383962719,-0.449814938,-3.85594216,1.541569033,3.8
-3.102729483,-2.195592141,-1.242481988,-4.678860572,-1.375979633,-5.451183394,0.626560305,-0.394915863,-0.2444731,-0.233026801,-0.154930285,-3.335756284,1.578078247,4.4
-3.465142721,-2.840549639,-1.581216523,-5.967764797,-1.790551065,-6.299434799,0.213699882,-1.03036713,-0.547810169,-0.327603289,-0.461153247,-3.79274601,1.56637976,3.4
-3.176652998,-2.387269422,-1.156438348,-5.05499591,-1.363602648,-5.442390003,0.640224143,-0.573452599,-0.086802607,-0.50210567,-0.432651205,-3.678758667,1.576770816,3.9
-3.802084526,-3.138582994,-1.865259693,-6.466562245,-2.020061908,-6.765428319,-0.017812783,-1.265761161,-0.54472608,-0.695473697,-0.475143433,-4.497558223,1.598443343,3.6
-2.919188885,-2.226158177,-1.188304823,-4.633134835,-1.440617626,-5.571425484,0.563190387,-0.356253715,-0.113492073,-0.292563192,-0.239673486,-3.211752077,1.6489948,4.6
-3.825619747,-2.937954542,-1.816182371,-6.232732014,-1.98493129,-6.659234665,0.017129174,-1.155217672,-0.729379721,-0.600682361,-0.323592303,-4.426302107,1.653859725,3.6
-2.027356317,-1.212924087,-0.011010627,-2.819057438,-0.297582119,-3.236466457,1.705316973,0.511772601,1.079035846,-0.572633243,-0.403733592,-2.59998956,1.186404644,4.6
-2.710644143,-2.108287731,-0.842679515,-4.578636906,-1.096709442,-4.868047344,0.906362424,-0.354147746,0.439056585,-0.812561569,-0.467428348,-3.523205711,1.18451082,3.9
-2.823695602,-1.980229581,-0.71499361,-4.302495162,-0.9946478,-4.686159283,1.008261416,-0.186502711,0.235640348,-0.489672421,-0.467056103,-3.313368024,1.619843743,4.2
-2.357698894,-1.803754408,-1.519912685,-3.941488342,-1.517846577,-5.767510695,0.485977264,-0.001274066,0.073494914,0.272002969,0.514338145,-2.085695925,2.567711278,7
-3.286356115,-2.488785427,-1.487929882,-5.712467099,-1.869417112,-6.39214894,0.133635224,-0.91576658,-0.658812361,-0.300282398,-0.202675676,-3.586638513,1.878393432,4.9
-3.419542725,-2.963220696,-1.841726097,-6.073565983,-2.028331994,-6.754285703,-0.023934239,-1.08520806,-0.487901344,-0.377883162,-0.323314731,-3.797425887,1.384459972,3.8
-3.510355507,-3.032572256,-1.908274671,-6.540304414,-2.208551697,-7.066889029,-0.202964349,-1.320754121,-0.341161784,-0.704927292,-0.326117717,-4.215282799,1.378897739,3.8
-2.862107788,-2.119381483,-0.922529028,-4.592832563,-1.210885914,-5.051026661,0.79403839,-0.361078389,-0.062585126,-0.265773898,-0.398672587,-3.127881686,1.550118719,4.4
-3.181832885,-2.59002033,-1.405754668,-5.486284092,-1.692491507,-6.073139195,0.311037301,-0.799621104,-0.089880503,-0.645729842,-0.386085793,-3.827562727,1.424989117,3.9
-2.919756344,-2.301296195,-1.027567792,-4.794256313,-1.217201928,-5.123463834,0.786846449,-0.441613585,0.143725491,-0.79101377,-0.475548534,-3.710770114,1.481911533,3.6
-1.958928283,-1.020568818,0.133204141,-2.599878774,-0.151959964,-2.921808015,1.852142351,0.617113614,0.878287482,-0.290068282,-0.355593091,-2.248996565,1.475487225,4.6
-2.722596237,-1.723552876,-0.543500311,-3.888316256,-0.806103776,-4.240561118,1.195402309,-0.02510609,0.271245641,-0.454348775,-0.381872697,-3.176945012,1.472653282,3.9
-3.469189505,-2.864347084,-1.749985686,-6.07763045,-1.867154558,-6.470088399,0.136130316,-1.071461722,-0.502451459,-0.344906017,-0.316181529,-3.814095521,1.454274209,3.2
-2.67523756,-1.870210787,-0.691832234,-4.089754228,-0.897644623,-4.469307505,1.105795666,-0.103106807,0.318569575,-0.512257918,-0.380198685,-3.187495477,1.462549843,4.2
-2.364613267,-1.465281855,-0.238651387,-3.844581654,-0.822767748,-4.088187471,1.180800824,-0.091250583,0.398952871,-0.551932789,-0.4284506,-2.916546056,1.905670826,4.6
-3.336406272,-3.152878736,-1.802575523,-6.631193811,-2.141535688,-6.957069001,-0.140173773,-1.351137698,-0.504590918,0.017299494,-0.552123345,-3.319106777,1.551444525,3.1
-3.156097,-2.467150956,-1.395207687,-5.598849591,-1.788404984,-6.205404667,0.213976249,-0.901252295,-0.278411538,-0.458196723,-0.2737634,-3.614293723,1.547853496,3.8
-3.542250903,-2.819375832,-1.610155976,-6.146951193,-2.085251286,-6.817713629,-0.081946558,-1.095842318,-0.62992129,-0.407871059,-0.411039987,-3.950121963,1.542799533,3.5
-3.306581141,-3.05981611,-1.802176017,-6.52562811,-2.171854419,-6.979293364,-0.170067887,-1.282688495,-0.424890626,-0.175194918,-0.459460225,-3.481776059,1.541216454,3.8
-3.311017664,-2.371623211,-1.233147278,-5.334578159,-1.68361801,-5.946866872,0.317690274,-0.753514099,-0.354927247,-0.399125413,-0.340296065,-3.710143078,1.552960758,3.9
-3.12712055,-2.57249803,-1.466922264,-5.603284379,-1.839659827,-6.359754144,0.161909344,-0.839512393,-0.319046274,-0.22068792,-0.307395898,-3.34780847,1.614541298,3.6
-2.353793473,-1.328037022,-0.282782094,-3.360050075,-0.698344394,-3.960488261,1.302791115,0.188139501,0.300913195,-0.173426777,-0.24707506,-2.52722025,1.744154903,4.6
-3.021324234,-2.015095166,-0.931705294,-4.742676061,-1.340575889,-5.260673043,0.66087084,-0.49267005,-0.307955383,-0.224704564,-0.285210004,-3.246028798,1.742780694,3.9
-3.326769826,-2.515378163,-1.457708295,-5.515151174,-1.825124889,-6.313418002,0.175747496,-0.819837731,-0.452979013,-0.315958531,-0.25949,-3.642728357,1.52796806,4.2
-2.969165401,-2.417925963,-1.24245777,-5.388532183,-1.688141657,-5.974843875,0.312674875,-0.754218245,-0.141670907,-0.400872741,-0.377288324,-3.370038142,1.921572359,4.6
-2.846553121,-1.862396624,-0.931670968,-4.388618859,-1.309521631,-5.249107138,0.691421694,-0.293307055,-0.166935713,-0.101559351,-0.132545787,-2.948112472,1.880803539,4.6
-2.853438912,-2.0488297,-0.950936515,-4.663164711,-1.261450894,-5.191588186,0.743515423,-0.405464611,0.082914004,-0.413249485,-0.299713316,-3.266688396,1.45868742,3.5
-2.722538929,-2.053226889,-0.894708113,-4.392130232,-1.263655399,-5.119587625,0.739568584,-0.263270547,-0.004124588,-0.137820026,-0.360338907,-2.860358955,1.403505297,4.4
-2.931434651,-2.270214192,-0.981151893,-4.974215933,-1.28332128,-5.253823935,0.720128232,-0.540289864,-0.12433505,-0.344262388,-0.49088243,-3.275697039,1.463069459,3.4
-2.639591389,-1.757697424,-0.487779013,-4.064161456,-0.910029143,-4.469643346,1.09401674,-0.120593336,0.280440144,-0.41097907,-0.471738542,-3.050570459,1.477773436,3.9
-3.704784227,-2.895207755,-1.717956908,-6.223804922,-1.872890146,-6.461470125,0.130541481,-1.14611637,-0.346378722,-0.874820612,-0.379070978,-4.579604839,1.483196685,3.6
-2.662568054,-1.975277499,-0.969485066,-4.330736627,-1.361188253,-5.394395887,0.64494153,-0.225097332,-0.0380472,-0.116319304,-0.207612565,-2.778887359,1.649680279,4.6
-3.176958954,-2.769894894,-1.668457398,-5.977279699,-1.877207266,-6.452001726,0.127139385,-1.03198536,-0.498004686,0.03039135,-0.303257627,-3.146567604,1.655680312,3.6
-3.560561683,-3.406223999,-3.109288152,-6.655391754,-3.044819686,-8.818133247,-1.041913259,-1.332562706,-1.112300597,0.33487786,0.501244022,-3.225683824,1.515356787,3.5
-1.437185681,-0.646999484,0.465805138,-1.790886267,0.161873857,-2.336495798,2.165079403,1.043065329,1.364348655,-0.306649668,-0.314624754,-1.743835349,1.139754525,4.6
-2.197247369,-1.414388076,-0.135757751,-3.253212184,-0.461370121,-3.600846161,1.541723105,0.3085781,0.7552199,-0.546197136,-0.480450457,-2.743444505,1.129067841,3.9
-2.390416127,-1.413171099,-0.194204423,-3.365400049,-0.482134561,-3.657028692,1.521309996,0.248080784,0.675308218,-0.448163826,-0.420786807,-2.838579953,1.543651272,4.2
-3.668603629,-3.247791602,-2.084936355,-6.314007906,-2.022114758,-6.786830801,-0.018351871,-1.171659587,-0.598057929,0.006660878,-0.364675379,-3.661942751,2.042133786,3.5
-2.71574387,-2.047665861,-0.771170472,-4.751962733,-1.354124795,-5.175696113,0.647945036,-0.525317212,-0.173491192,-0.321308994,-0.47831552,-3.037052863,1.828542451,4.6
-2.319869461,-1.592230421,-0.517703726,-3.845939125,-0.996634459,-4.581908057,1.004513565,-0.008924869,0.136416704,0.034935476,-0.276346826,-2.284933984,1.446670092,4.9
-2.30747625,-1.536485062,-0.341697771,-3.792829862,-0.913739732,-4.286322375,1.087790685,-0.071465806,0.074103052,-0.165723231,-0.396607422,-2.473199481,1.673462931,4.6
-2.422550989,-1.616874238,-0.385391702,-3.904733034,-0.943758288,-4.416517613,1.057856974,-0.096566898,0.101564367,-0.262511917,-0.433302668,-2.685062906,1.522148582,4.1
-3.504517168,-2.600788285,-1.457127361,-6.270147743,-2.190742307,-6.666627889,-0.178517924,-1.275069808,-0.820951553,-0.245149624,-0.345481055,-3.749666792,1.949727994,4.4
-3.784483373,-3.06660109,-1.990666704,-6.150580797,-2.155567148,-7.035620701,-0.150062879,-1.083976145,-0.920958772,-0.304262435,-0.277754518,-4.088745807,1.937151559,4.2
-3.279535473,-2.690385583,-1.448796987,-5.594377221,-1.563488127,-5.794131408,0.438069266,-0.837445503,-0.154453762,-0.626160714,-0.443408727,-3.905696187,1.436159412,3.4
-2.637237606,-2.357141817,-2.004224791,-5.107544863,-2.157106003,-6.941227637,-0.152920284,-0.691156529,-0.516008089,0.342144113,0.445262843,-2.295093492,2.503770265,7
-3.7927914,-3.342009281,-2.130330105,-6.851863441,-2.232389251,-7.16542862,-0.231183046,-1.459779024,-0.704929744,-0.464799995,-0.413499307,-4.257591395,1.367383122,3
-2.310102904,-1.610872024,-0.455472216,-3.43291411,-0.71867746,-4.054138492,1.285850524,0.200483158,0.621856421,-0.389543046,-0.357219941,-2.69964595,1.457662143,4.9
-3.455995898,-3.196846029,-1.925331665,-6.577912718,-2.070307149,-6.807652744,-0.066904396,-1.33863348,-0.606479697,-0.296286545,-0.473334495,-3.752282443,1.48684408,3
-2.988301872,-2.245141276,-1.126179302,-4.609435001,-1.255066546,-5.143363089,0.750644724,-0.370741474,-0.054096079,-0.292219073,-0.320782106,-3.280520945,1.332155813,3.8
-2.878715511,-2.087338326,-0.892588765,-4.517912245,-1.14207559,-4.924521751,0.862585538,-0.326206972,0.206033718,-0.516103067,-0.396569693,-3.394818577,1.41599507,3.7
-3.718358394,-3.580610444,-2.383155692,-7.372510375,-2.505463325,-7.696380606,-0.500733661,-1.716387741,-0.597874229,-0.318942989,-0.399274883,-4.037301383,1.380315377,3
-3.32800677,-2.926084401,-1.72561029,-6.066858675,-1.815444217,-6.29374628,0.18573134,-1.083202297,-0.47983687,-0.050833504,-0.402294242,-3.378840274,1.487961491,3.6
-2.314606373,-1.564760991,-0.356841005,-3.400693938,-0.60373595,-3.785994246,1.398846836,0.222264325,0.816243745,-0.51892867,-0.409740118,-2.833535044,1.357204295,4.6
-3.376829686,-2.574547082,-1.453180178,-5.365766554,-1.608301882,-5.86245169,0.396062122,-0.759001224,-0.324543948,-0.417676557,-0.323187035,-3.794506243,1.361661723,3.6
-3.041728945,-2.448236085,-1.168676282,-5.021748493,-1.309048989,-5.235213222,0.695920294,-0.578882146,-0.044069203,-0.302250814,-0.481379935,-3.343979758,1.391540627,3.9
-2.872545789,-2.044330476,-0.983115428,-4.440718088,-1.267158399,-5.116764911,0.736546686,-0.281320437,0.110697357,-0.387604753,-0.263035179,-3.260150542,1.446855455,4.1
-2.565620686,-1.758576398,-0.566907429,-3.676052416,-0.823336049,-4.298860684,1.180600317,0.097215547,0.417910162,-0.417994099,-0.393489101,-2.983614785,1.454270807,4.1
-3.533246243,-2.821351208,-1.714343929,-6.001899347,-1.931325452,-6.431186879,0.07233136,-1.090934989,-0.5992602,-0.481749778,-0.30882741,-4.01499602,1.988285446,4
-3.355317662,-2.781554974,-1.616937101,-6.150088525,-1.925127707,-6.485168174,0.079461344,-1.126781046,-0.426960299,-0.288974016,-0.366438004,-3.644291678,1.398572477,3.8
-3.459740257,-3.030755916,-1.824017614,-6.658540602,-2.181307228,-7.011920181,-0.175738207,-1.394753314,-0.667188593,0.088348079,-0.408558433,-3.371392177,1.335380641,3
-3.592391042,-3.637475591,-2.371827258,-7.624147326,-2.587114964,-7.868561074,-0.582925297,-1.846561127,-0.704726482,-0.076975633,-0.467468464,-3.669366675,1.429398237,3.1
-2.354625688,-1.469774507,-0.548585539,-3.668183201,-0.978224693,-4.524050732,1.024481841,0.063549121,0.219061494,-0.196072863,-0.1230091,-2.550698551,1.400760395,4.4
-3.58039961,-3.342299943,-1.871364866,-7.078680348,-2.212677981,-7.059353286,-0.209149789,-1.573235338,-0.256292264,-0.843787538,-0.672755209,-4.424187147,1.396989994,3.4
-3.030039873,-2.766656281,-1.401740307,-5.947894747,-1.615603348,-5.900613088,0.389034329,-1.039154029,0.258664375,-0.695578733,-0.566736106,-3.725618606,1.389688858,3.9
-2.782322773,-1.85043647,-0.760675299,-4.009632214,-0.974621279,-4.606102269,1.02899567,-0.068951058,0.242792594,-0.344622365,-0.291581302,-3.126945137,1.251499838,3.5
-2.807807363,-1.880324819,-0.699651478,-4.007760664,-1.051278394,-4.715565687,0.954978159,-0.075043335,0.073335047,-0.291878619,-0.382493472,-3.099685981,1.780365708,4.6
-3.469799505,-3.076311533,-2.182832841,-6.420093956,-2.32738026,-7.343387117,-0.324121139,-1.26945784,-0.485995351,-0.286989135,-0.095298823,-3.75678864,1.568043582,3.4
-2.617104638,-2.010654237,-0.703101299,-4.453433769,-0.997303741,-4.660415944,1.007873465,-0.304004745,0.775890761,-0.963128884,-0.50937307,-3.580233522,1.394082653,4.2
-3.155484996,-2.298244862,-1.321856748,-5.11186742,-1.570892936,-5.842858654,0.43089774,-0.629532351,-0.384844131,-0.087552369,-0.178208245,-3.243037365,1.886518081,5.2
-2.720797839,-1.860917763,-0.668685414,-4.194382857,-1.024334055,-4.712555413,0.977921501,-0.181587162,0.011908459,-0.2525154,-0.39405248,-2.973313239,1.48192392,4.9
-3.190123389,-2.501430894,-1.337240276,-5.391307775,-1.620082064,-5.926981774,0.380939039,-0.748367886,-0.28728634,-0.269064227,-0.36601075,-3.459187616,1.079208243,3.8
-3.119033543,-2.650439834,-1.746167712,-6.066459426,-2.15006917,-6.85915479,-0.144446116,-1.159951645,-0.734475383,0.295564449,-0.106092253,-2.823469093,1.456558845,3.7
-1.652986625,-0.835969862,0.321039261,-2.235512696,-0.102394121,-2.820747401,1.901260535,0.805892741,1.098014658,-0.303881967,-0.358829254,-1.956868593,1.085322581,4.6
-3.223684678,-2.641971612,-1.386199185,-5.6799804,-1.722574071,-6.132835908,0.28099863,-0.883518664,-0.278794522,-0.402086651,-0.457592559,-3.62577133,1.089825809,3.6
-2.776099681,-1.921346746,-0.687777991,-4.372324545,-1.051102008,-4.791243571,0.949763277,-0.252726748,0.003450025,-0.364685079,-0.435388887,-3.14078476,1.085322581,3.4
-2.560658181,-1.812632462,-0.693044989,-4.0553687,-1.072158342,-4.811294316,0.929518134,-0.085402168,0.166333213,-0.190283484,-0.321407605,-2.750941665,1.136011428,3.9
-3.531115611,-2.899975614,-1.731273514,-6.361716209,-2.108965141,-6.900861334,-0.106320136,-1.236481072,-0.459326485,-0.409234129,-0.370522231,-3.940349741,1.616842815,3.5
-3.396778623,-3.287109719,-2.162529717,-7.121085693,-2.391608104,-7.483829087,-0.388806249,-1.587426985,-0.616665196,0.05402169,-0.326400134,-3.342756933,1.321552929,3
-3.159937433,-2.297608504,-1.148987575,-5.113908537,-1.57453863,-5.755353588,0.427873157,-0.618017085,-0.36357244,-0.291712117,-0.35044106,-3.45164955,1.421475936,4.1
-2.914694285,-2.223501236,-1.10019974,-4.899917618,-1.398712727,-5.479097927,0.602616788,-0.502783719,-0.286324363,-0.123277315,-0.325121627,-3.0379716,1.432944695,4.1
-3.293726838,-2.789699136,-1.615555535,-5.988555951,-1.873387176,-6.442850179,0.129223271,-1.03984477,-0.800671387,0.221051563,-0.375963732,-3.072675275,1.618185529,3.8
-2.81553646,-2.045556401,-0.790150237,-4.603582464,-1.139677026,-4.983987851,0.862275724,-0.353407894,-0.003513042,-0.400433706,-0.457226296,-3.215970165,1.3120729,3.8
-3.195117723,-3.003128193,-1.849641612,-6.549923676,-2.164773434,-7.059484179,-0.162125243,-1.302383125,-0.529145028,0.286724147,-0.355306713,-2.908393576,1.264628836,3.1
-3.749025305,-3.12989462,-1.92904706,-6.694710519,-2.235407786,-7.152644182,-0.231220557,-1.380541367,-0.633453769,-0.509610739,-0.402667692,-4.258636044,1.603623534,3.9
-3.710275197,-2.702093352,-1.553532109,-6.017542213,-1.923860024,-6.490979589,0.07780518,-1.077250082,-0.64968108,-0.496234646,-0.350381374,-4.206509842,1.617358189,4.2
-2.540287009,-1.968590874,-1.069842388,-4.315883421,-1.428842575,-5.502021968,0.573255338,-0.223362379,-0.139079281,0.206087715,-0.100568618,-2.334199294,1.916183919,5.2
-1.319783753,-0.574336825,0.501550889,-1.567376732,0.103884495,-2.41834059,2.108774911,1.141118714,1.415900745,-0.196101306,-0.277707845,-1.515885059,0.752428016,4.9
-2.645872045,-1.828098439,-0.731320393,-4.023251992,-1.115066814,-4.901495034,0.890849751,-0.049507381,0.499470738,-0.555151053,-0.298598178,-3.201023098,0.737067052,3
-2.99087365,-2.211885527,-0.981762002,-4.799221854,-1.325501794,-5.310255665,0.676427958,-0.448650564,0.052084433,-0.282494317,-0.431943657,-3.273367967,0.836171928,3
-2.086453671,-1.341198256,-0.147106227,-3.185541522,-0.621274579,-3.839346438,1.381344946,0.322524786,0.816410531,-0.360470886,-0.39591216,-2.446924556,0.837038266,3.7
-2.88529299,-2.093928013,-0.933594474,-4.638136948,-1.204792606,-5.111020913,0.797129775,-0.361998798,-0.004718915,-0.273437241,-0.362153671,-3.158730232,1.09510789,3.6
-2.258928052,-1.495863199,-0.329577365,-3.602817084,-0.951649875,-4.325852875,1.051281935,0.045706975,0.189814003,-0.121627547,-0.368105966,-2.380555599,1.425245609,4.6
-3.15021627,-2.575012178,-1.33246149,-5.61453906,-1.668508353,-6.021198478,0.332702127,-0.86819621,-0.469393649,-0.001781383,-0.444370819,-3.151997653,1.239031131,3.1
-2.863848927,-2.132176653,-0.918137603,-4.737297071,-1.359551782,-5.278814781,0.64445933,-0.472262631,0.109869053,-0.42268746,-0.415859182,-3.286536386,1.055753254,4.1
-1.704015752,-0.928461219,0.265089302,-2.314860303,-0.13602921,-2.910727087,1.86726137,0.778229853,0.972141014,-0.109779507,-0.395370653,-1.813795259,1.032057388,4.1
-3.308527531,-2.719776413,-1.620522676,-5.97127723,-2.161774755,-6.805037996,-0.156972037,-1.058175418,-0.940029599,0.154535392,-0.301073869,-3.153992139,1.7247916,3.8
-3.08932311,-2.345624009,-1.134636533,-5.161168987,-1.527117651,-5.71451899,0.474539284,-0.624078929,-0.192731245,-0.244270223,-0.412807608,-3.333593333,1.239561363,3.8
-2.849462902,-2.019520843,-0.762270703,-4.860244392,-1.312535864,-5.20521755,0.695388119,-0.517697231,0.208083042,-0.467447659,-0.459070271,-3.316910562,0.988690538,3.3
-3.017632677,-1.987656397,-0.838110299,-4.730117072,-1.252192777,-5.115635278,0.749047326,-0.460498984,-0.15382313,-0.40704936,-0.35136623,-3.424682037,1.675557893,4.2
-2.677391603,-1.932194902,-0.943769794,-4.442253487,-1.307384477,-5.248589015,0.694642498,-0.300927465,-0.16778858,0.125951175,-0.19024524,-2.551440428,1.848905464,5.2
-2.104130396,-1.289363572,-0.157612834,-2.97136993,-0.41908014,-3.489771779,1.581806938,0.436397192,0.911457365,-0.426378898,-0.33357087,-2.530509294,0.528695553,3.4
-3.085819547,-2.576174508,-1.181465965,-5.416506598,-1.505229894,-5.692132101,0.496058008,-0.760890527,0.262950251,-0.889385913,-0.596528675,-3.97520546,0.858712227,3
-2.499391476,-1.772399538,-0.714567074,-3.981606142,-1.101504437,-4.798965698,0.903842019,-0.107504343,0.228314401,-0.291646665,-0.259652596,-2.791038141,1.159847753,4.9
-3.244899957,-3.007637591,-1.828482361,-6.384560254,-2.113333361,-6.932988853,-0.10959171,-1.226472242,-0.749641582,0.263837731,-0.380975362,-2.981062226,1.150123755,3
-2.70967689,-1.974026202,-0.77386844,-4.477815611,-1.154396492,-4.981102479,0.847712669,-0.310567467,0.244192555,-0.511470023,-0.401977894,-3.221146913,1.142707197,3.7
-2.700733056,-1.928854189,-0.738864514,-4.303166603,-0.997925017,-4.679328152,1.004150466,-0.216443003,0.365292712,-0.468627417,-0.391809807,-3.169360472,1.002996429,3.6
-1.972347669,-1.260659505,-0.138239857,-2.392132209,-0.464556281,-3.585573132,1.540944681,0.707679321,1.125857174,-0.543351416,-0.324239779,-2.515699085,0.834380408,4.6
-2.328126981,-1.621044609,-0.370155159,-3.555894814,-0.670376402,-4.038001138,1.332115184,0.162641411,0.672736827,-0.630681016,-0.452709583,-2.958807998,0.835965787,3.6
-2.465245316,-1.864965757,-0.595041063,-4.065729113,-0.885081764,-4.45231579,1.117738554,-0.086484185,0.639919584,-0.774243083,-0.471744826,-3.239488398,0.834380408,3.4
-2.607884854,-1.798175312,-0.600684913,-3.580338441,-0.924995922,-4.516844645,1.076671762,0.151322446,0.638173981,-0.765301902,-0.399310531,-3.373186756,0.822758344,3.9
-2.625450994,-1.799897788,-0.686531543,-4.065953428,-0.866586074,-4.415237477,1.135433925,-0.1145896,0.571981434,-0.740475434,-0.315186377,-3.365926428,0.568026016,3
-3.895758025,-3.419073324,-2.183984828,-7.063780373,-2.447463577,-7.604874735,-0.444678917,-1.554462025,-0.571634375,-0.676409706,-0.436908628,-4.572167731,1.350980365,3.1
-2.335847511,-1.556304381,-0.481076723,-3.629577552,-0.966892081,-4.499849663,1.036978425,0.100185527,0.330049767,-0.180346862,-0.277047789,-2.516194373,0.961270231,4.1
-3.256968531,-2.668915236,-1.575995505,-5.700894971,-1.81710381,-6.327280402,0.185159049,-0.893281924,-0.42800852,-0.205916921,-0.294739863,-3.462885452,1.149026567,3.2
