log10(IA-C),log10(B),log10(C),log10(CAV-C),log10(IV2-C),log10(Pd),log10(Pv),log10(Pa),log10(AAS-C),log10(AVS-C),log10(ADS-C),log10(tc),log10(TP),log10(Tva),Epi/km
-7.752989251,-1.487079757,-2.822539552,-2.301142665,-8.570464958,-8.489296341,-4.143346922,-2.476548078,-0.592631313,-4.241748671,-6.623581795,-0.520325706,-2.701577525,-0.464037241,144.9476734
-7.749998664,-1.844817528,-1.706661236,-2.085132853,-9.39682779,-8.320146433,-4.292333587,-2.346810703,-0.217624001,-3.967020612,-6.555597962,-0.126092484,-3.567521909,-0.526133191,101.577621
-7.150407946,-1.594975033,-1.997557168,-1.983173807,-8.844446356,-8.022904315,-4.075825026,-2.01730608,-0.422395179,-3.756705782,-6.29656748,-0.597365043,-4.382425636,-0.349630249,79.69228775
-7.766961396,-1.744814272,-2.169788729,-2.322154211,-9.39689249,-8.335038459,-4.407954493,-2.385414076,-0.670730713,-3.985760839,-6.587357292,-0.371362557,-4.273004068,-0.225478067,89.07022413
-7.949930448,-1.836106589,-2.105828296,-2.340339577,-9.685427224,-8.31000586,-4.507824692,-2.416278865,-0.654324687,-4.074947609,-6.678888086,0.630254696,-2.61061417,-0.334965116,92.97915029
-9.815207551,-1.842957947,-3.308516442,-3.285393965,-12.17970414,-9.179362354,-5.561274951,-3.352895227,-1.387077961,-4.537289032,-7.388222263,0.116067194,-2.578574709,0.036602095,195.3870288
-9.307530662,-1.831532471,-4.166578793,-3.159232354,-10.01512001,-9.049300273,-4.855271161,-3.122774038,-1.407353248,-4.484175828,-7.250529708,0.287391367,-1.004087943,0.11277718,216.083867
-7.630977401,-1.588061239,-2.613979821,-2.27674655,-8.764650791,-8.538803853,-4.432149641,-2.524069719,-0.589449268,-4.064472616,-6.555954697,-0.379358347,-3.178336263,-0.330263232,131.7601427
-8.004238322,-1.644768813,-1.900911176,-2.247336853,-10.07003944,-8.115755125,-4.162875884,-2.192782802,-0.46330267,-4.014235724,-6.650083774,-0.335297141,-4.033267005,-0.354402288,36.23420519
-7.229057986,-1.650709482,-1.719070889,-2.086364883,-8.717307438,-7.730968481,-3.820332984,-1.87113897,-0.618149926,-3.968990638,-6.396310368,-0.853670292,-4.422105168,-0.34054148,34.89344879
-7.26278366,-1.314336712,-1.659288792,-2.00499668,-8.793405029,-7.987584319,-3.885726919,-1.940834275,-0.354858542,-3.875984249,-6.351466797,-0.453713884,-3.815771835,-0.41319293,36.07129847
-7.731936767,-1.585296321,-1.923834281,-2.169986225,-9.371870636,-8.091435552,-4.028182535,-2.018182341,-0.429964214,-3.995934716,-6.568299358,-0.383962719,-3.85594216,-0.449814938,34.79918184
-7.519987986,-1.790972631,-1.92317658,-2.242543857,-9.086233489,-7.952520436,-3.80127316,-1.823313229,-0.80443714,-4.025528138,-6.523648535,-0.233026801,-3.335756284,-0.154930285,37.8510775
-8.2109049,-1.81982953,-2.13620261,-2.464132365,-9.856873567,-8.256022086,-4.177066704,-2.242580301,-0.653057719,-4.1162108,-6.758457255,-0.327603289,-3.79274601,-0.461153247,36.8451017
-7.148459922,-1.591717451,-1.551672457,-1.923911166,-8.888966308,-7.929445728,-3.944847503,-1.973440877,-0.243904262,-3.818588846,-6.305339982,-0.50210567,-3.678758667,-0.432651205,37.73729931
-7.578830185,-1.797454853,-1.505894008,-2.095617797,-9.345709313,-7.972166326,-3.88377391,-1.957954127,-0.322910921,-3.963731215,-6.524364509,-0.695473697,-4.497558223,-0.475143433,39.66827749
-7.04079222,-2.025204053,-1.639602739,-2.089000585,-8.620311689,-7.443117519,-3.379755221,-1.430303648,-0.508608542,-3.927654046,-6.38411073,-0.292563192,-3.211752077,-0.239673486,44.56509126
-7.714085005,-2.094540451,-1.69354427,-2.38401603,-9.536117499,-7.773085788,-3.839855111,-1.810444958,-0.740668846,-4.099334636,-6.690055265,-0.600682361,-4.426302107,-0.323592303,45.0671116
-4.463383637,-0.296073532,0.03506646,-0.534278338,-6.145078394,-6.380679208,-2.405431498,-0.421515392,1.363867451,-2.162438025,-4.825128406,-0.572633243,-2.59998956,-0.403733592,15.36047493
-5.164991242,-0.501201561,-0.368655141,-0.888292949,-6.923544525,-6.681139219,-2.796051696,-0.707835025,1.008036445,-2.459706574,-5.183070821,-0.812561569,-3.523205711,-0.467428348,15.29363847
-6.518983777,-1.258243169,-1.556256159,-1.680146695,-8.062327848,-7.563319304,-3.449923574,-1.443552305,-0.236407449,-3.608477299,-6.023570755,-0.489672421,-3.313368024,-0.467056103,41.67194228
-10.14757136,-1.88680675,-5.068265666,-3.263561913,-12.20217693,-9.406583636,-5.50041662,-3.558471532,-1.286823548,-4.82146321,-7.611354885,0.272002969,-2.085695925,0.514338145,369.5823975
-7.688171321,-1.485228961,-2.017132158,-2.178372976,-9.633946828,-8.064380791,-4.107934299,-2.060473349,-0.546437924,-4.114809059,-6.589486878,-0.300282398,-3.586638513,-0.202675676,75.57765835
-6.731498955,-1.234838541,-1.737536491,-1.730034964,-8.652750952,-7.707278213,-3.731287431,-1.689522846,-0.22892196,-3.627582839,-6.100440294,-0.377883162,-3.797425887,-0.323314731,24.23594576
-6.263331379,-0.999870537,-1.032814732,-1.446127457,-8.143853128,-7.249154069,-3.269889778,-1.229568463,0.36112966,-3.309604781,-5.888051258,-0.704927292,-4.215282799,-0.326117717,23.92752281
-7.645545722,-1.706111473,-1.968008357,-2.230292888,-9.191115048,-8.001301702,-4.024569092,-2.020220982,-0.723076881,-4.114812299,-6.57907506,-0.265773898,-3.127881686,-0.398672587,35.49103946
-5.663903442,-0.80134162,-0.753132514,-1.109232889,-7.670005118,-7.170777509,-3.190041616,-1.148955745,0.629738429,-3.022309408,-5.539022931,-0.645729842,-3.827562727,-0.386085793,26.60658388
-5.917213299,-0.580242387,-1.249961311,-1.270426439,-7.78399316,-7.214208458,-3.222207009,-1.091661631,0.384035932,-3.204563098,-5.68645461,-0.79101377,-3.710770114,-0.475548534,30.33273232
-5.5175707,-1.210514447,-0.954339221,-1.143960482,-7.406686808,-6.990192108,-2.965681544,-0.888109056,0.364444918,-3.086653073,-5.534978026,-0.290068282,-2.248996565,-0.355593091,29.88733731
-6.336635686,-1.315506794,-1.624262808,-1.596297076,-8.144093703,-7.41925762,-3.42844607,-1.328835342,-0.148058885,-3.559485317,-5.968892901,-0.454348775,-3.176945012,-0.381872697,29.69294555
-7.677877838,-1.215206906,-1.989533473,-2.217946459,-9.333971669,-8.07193082,-4.11928274,-2.026552218,-0.581159983,-4.008635904,-6.557963596,-0.344906017,-3.814095521,-0.316181529,28.4625764
-5.794897636,-1.080803335,-0.877965448,-1.179971402,-7.69457539,-7.146018289,-3.094304954,-1.087521327,0.528223671,-3.118003577,-5.638328999,-0.512257918,-3.187495477,-0.380198685,29.01014122
-7.289395931,-1.973846747,-2.018571113,-2.238605967,-8.410347765,-7.920103849,-3.548242991,-1.801907212,-0.757559132,-4.141975068,-6.516907922,-0.551932789,-2.916546056,-0.4284506,80.47682345
-7.894736297,-1.354680605,-1.982487101,-2.189613997,-9.694261842,-8.156686447,-4.111290904,-2.160393049,-0.320064188,-4.024337891,-6.617082376,0.017299494,-3.319106777,-0.552123345,35.59955141
-7.050047213,-1.587174362,-1.45746458,-1.888079881,-8.952821216,-7.612935037,-3.714678066,-1.69414758,-0.214784781,-3.642126068,-6.227512675,-0.458196723,-3.614293723,-0.2737634,35.30640475
-6.802472681,-1.435060237,-1.204171784,-1.722935232,-8.834254214,-7.534717657,-3.67708672,-1.51037113,0.089036167,-3.464997776,-6.100928777,-0.407871059,-3.950121963,-0.411039987,34.89791922
-7.134062718,-1.688599072,-1.398707311,-1.895706183,-9.03883996,-7.766357733,-3.914656011,-1.845969262,-0.101578657,-3.708468924,-6.272147218,-0.175194918,-3.481776059,-0.459460225,34.77094176
-6.967921833,-1.445024086,-1.434631702,-1.822665941,-8.864107931,-7.456997367,-3.765927245,-1.45590558,-0.169600572,-3.684330859,-6.208770636,-0.399125413,-3.710143078,-0.340296065,35.72405568
-6.055047594,-1.421255398,-1.325822325,-1.478457313,-7.93282024,-7.328771466,-3.313845639,-1.270063242,0.022774601,-3.442152652,-5.839052951,-0.22068792,-3.34780847,-0.307395898,41.16624909
-6.111730616,-1.923491862,-0.932785365,-1.503228198,-8.050686328,-7.127122155,-3.231036577,-1.089426043,0.059048839,-3.408721083,-5.899179764,-0.173426777,-2.52722025,-0.24707506,55.48235705
-7.164475943,-1.851660398,-1.496692373,-1.964261813,-8.965755791,-7.841678253,-3.753610193,-1.77432026,-0.295852966,-3.808922803,-6.351793562,-0.224704564,-3.246028798,-0.285210004,55.30707541
-6.691288554,-1.446165336,-1.245821355,-1.686960342,-8.72028569,-7.539520623,-3.545711862,-1.496787438,-0.034800791,-3.482782508,-6.059804062,-0.315958531,-3.642728357,-0.25949,33.72625037
-8.647996123,-1.958738573,-2.632521977,-2.808977983,-9.67825628,-8.478081393,-4.372285396,-2.489373583,-1.223691659,-4.62232053,-7.124226874,-0.400872741,-3.370038142,-0.377288324,83.47806214
-8.303787488,-2.042907243,-2.259536854,-2.668279138,-9.722273556,-8.141217251,-4.109631947,-2.106873523,-1.083088636,-4.45245453,-6.969767351,-0.101559351,-2.948112472,-0.132545787,75.99824077
-6.083155713,-1.021185585,-0.983922591,-1.367939862,-7.955777907,-7.312238013,-3.302899706,-1.275273034,0.35674756,-3.14505024,-5.720611332,-0.413249485,-3.266688396,-0.299713316,28.75328173
-7.979328497,-1.9607656,-2.187997529,-2.474013526,-9.499983088,-7.997692777,-3.912375616,-1.948224714,-0.923079682,-4.282691,-6.798137338,-0.137820026,-2.860358955,-0.360338907,25.32242522
-7.354071043,-1.369479062,-1.877488225,-1.988814151,-9.017506097,-8.000071763,-3.913151296,-1.963681255,-0.210571407,-3.867804345,-6.385617831,-0.344262388,-3.275697039,-0.49088243,29.04487148
-6.473959571,-1.182148519,-1.336088284,-1.550903325,-8.240082755,-7.489210287,-3.508196784,-1.590299476,0.227358107,-3.310468015,-5.913071139,-0.41097907,-3.050570459,-0.471738542,30.04508492
-7.827027065,-1.391306229,-2.34312293,-2.368089609,-9.24637125,-8.113048205,-3.982173272,-2.106441948,-0.72447859,-4.206755402,-6.659318196,-0.874820612,-4.579604839,-0.379070978,30.42262508
-7.065844017,-1.820092088,-1.60002811,-1.962024248,-8.715743035,-7.664654816,-3.663907525,-1.590767729,-0.34961717,-3.765194899,-6.301904108,-0.116319304,-2.778887359,-0.207612565,44.63548713
-7.637142763,-1.486307735,-2.248883224,-2.182666909,-9.304509811,-8.104288756,-4.078466671,-1.987781555,-0.588987609,-4.070780941,-6.552990585,0.03039135,-3.146567604,-0.303257627,45.2564321
-8.784022005,-1.791459031,-2.542577576,-2.687589409,-10.6772275,-8.643169427,-4.651107672,-2.677596045,-0.833603626,-4.128087823,-6.873366873,0.33487786,-3.225683824,0.501244022,32.76097267
-4.218364003,-0.094254766,-0.337979956,-0.510560638,-5.746063202,-6.437898945,-2.258635863,-0.326861862,1.250450321,-2.327761067,-4.843274652,-0.306649668,-1.743835349,-0.314624754,13.79604256
-5.344956946,-0.183467873,-0.976780821,-1.056749011,-6.9856036,-6.867916619,-2.849246578,-0.843475864,0.703518524,-2.645134551,-5.296214823,-0.546197136,-2.743444505,-0.480450457,13.46070606
-6.196777544,-0.963146756,-1.361707339,-1.516314437,-7.692208259,-7.390865457,-3.288220786,-1.244640571,0.048420265,-3.378309307,-5.834910789,-0.448163826,-2.838579953,-0.420786807,34.96642821
-7.434634013,-1.501801317,-1.446098218,-1.85579839,-9.693819142,-7.890606034,-4.111533739,-2.053502223,0.085511469,-3.606270377,-6.282286232,0.006660878,-3.661942751,-0.364675379,110.1878695
-8.138044416,-2.025945424,-1.976921322,-2.539898973,-9.89432372,-8.028557006,-4.229842244,-2.112448206,-0.937001594,-4.114452232,-6.800885377,-0.321308994,-3.037052863,-0.47831552,67.3817756
-6.778298725,-1.167185315,-1.959949984,-1.522454901,-8.872243583,-7.604058137,-3.874820774,-1.734623397,0.444480672,-3.224141477,-5.915087148,0.034935476,-2.284933984,-0.276346826,27.96855904
-7.535018113,-1.812030667,-1.940526527,-2.184569257,-9.227949924,-7.912012004,-4.001861468,-2.050860607,-0.526402856,-3.700692728,-6.394224834,-0.165723231,-2.473199481,-0.396607422,47.14796269
-6.694320638,-1.659543578,-1.373120538,-1.630375768,-8.711121186,-7.627984115,-3.764922932,-1.675927164,0.150522358,-3.372669291,-6.019927936,-0.262511917,-2.685062906,-0.433302668,33.27733833
-8.945700893,-2.01111996,-2.61205571,-2.968423915,-10.70441727,-8.530035016,-4.553293855,-2.47295666,-1.247158553,-4.641706491,-7.263960894,-0.245149624,-3.749666792,-0.345481055,89.06929065
-9.286479166,-1.891770368,-2.705157643,-3.049664833,-10.79556772,-8.733704356,-4.731460397,-2.801665734,-1.364432985,-4.707202625,-7.339230934,-0.304262435,-4.088745807,-0.277754518,86.5269825
-7.160590316,-1.297189039,-1.848638245,-1.887380987,-8.954809574,-7.775316214,-3.783425047,-1.657321562,-0.220466454,-3.721410986,-6.288840037,-0.626160714,-3.905696187,-0.443408727,27.29979667
-10.18626297,-1.878537551,-3.726938292,-3.258157185,-12.69376407,-9.524272851,-5.968090522,-3.720714253,-1.26997363,-4.792676954,-7.565287402,0.342144113,-2.295093492,0.445262843,318.9850031
-7.818314058,-1.514268245,-2.081969198,-2.178295302,-9.658825915,-8.13601362,-4.246139287,-2.131508932,-0.345768153,-3.886580172,-6.535115391,-0.464799995,-4.257591395,-0.413499307,23.3014594
-5.889829827,-1.44446492,-1.11373993,-1.34240875,-7.505001383,-7.165664113,-3.169481454,-1.113477817,0.302559915,-3.116681268,-5.67529781,-0.389543046,-2.69964595,-0.357219941,28.6854814
-7.134120066,-1.518910696,-1.770157991,-1.842247079,-9.146532159,-7.823945572,-3.852935463,-1.789334045,-0.254161736,-3.732329142,-6.278241075,-0.296286545,-3.752282443,-0.473334495,30.67920347
-6.905923527,-1.291561895,-1.603216597,-1.818635949,-8.733391871,-7.665107962,-3.712817346,-1.586200353,-0.16304689,-3.551925973,-6.161866246,-0.292219073,-3.280520945,-0.320782106,21.48601195
-6.555016789,-1.391519258,-1.347789779,-1.67763624,-8.356833496,-7.486847257,-3.567899913,-1.457147768,-0.080571284,-3.516643259,-6.040115662,-0.516103067,-3.394818577,-0.396569693,26.06123964
-7.951947589,-1.386070939,-2.096140056,-2.302167136,-9.562067896,-8.274688236,-4.245949291,-2.256946846,-0.585964598,-3.94208632,-6.595688186,-0.318942989,-4.037301383,-0.399274883,24.00575542
-6.367872008,-1.406640287,-0.881174602,-1.390796435,-8.619510579,-7.308160556,-3.389290856,-1.307176106,0.480679682,-3.164341124,-5.823798265,-0.050833504,-3.378840274,-0.402294242,30.7582407
-5.176773257,-1.327669707,-0.202163907,-0.774575504,-7.26028541,-6.718830707,-2.8032487,-0.754554374,1.128477238,-2.629551251,-5.248382371,-0.51892867,-2.833535044,-0.409740118,22.76167904
-6.980395499,-1.30360042,-1.297481594,-1.654258928,-8.985192167,-7.653152568,-3.784604414,-1.6832112,0.240639734,-3.460281236,-6.096755288,-0.417676557,-3.794506243,-0.323187035,22.99649896
-6.739724395,-1.433955283,-1.238104643,-1.601475694,-8.845817647,-7.54802039,-3.772524736,-1.641162363,0.225351652,-3.282689576,-5.936527523,-0.302250814,-3.343979758,-0.481379935,24.63432275
-6.571890831,-1.3596264,-0.996108409,-1.511685393,-8.495434781,-7.414356659,-3.472658584,-1.44416429,0.351141114,-3.353674372,-5.956945631,-0.387604753,-3.260150542,-0.263035179,27.98049897
-5.711149256,-1.381836536,-0.704975812,-1.135774336,-7.712696596,-7.049243501,-3.063453696,-1.078915841,0.601636343,-2.968565007,-5.554346479,-0.417994099,-2.983614785,-0.393489101,28.46235339
-8.924703116,-1.986712826,-2.622839134,-2.964230431,-10.25814223,-8.598303089,-4.355873075,-2.462372686,-1.316611791,-4.671212086,-7.242172271,-0.481749778,-4.01499602,-0.30882741,97.33867845
-7.026093589,-1.437057261,-1.318635374,-1.817661305,-9.013141319,-7.63922663,-3.725600947,-1.641730592,-0.006162545,-3.559644095,-6.169756473,-0.288974016,-3.644291678,-0.366438004,25.03643431
-7.581326912,-1.510143364,-1.61163681,-2.059199995,-9.622451932,-7.933360563,-4.051884866,-2.029850995,-0.233234465,-3.802756513,-6.449186196,0.088348079,-3.371392177,-0.408558433,21.64614888
-7.280160378,-1.669482807,-1.35241873,-1.878336439,-9.579050683,-7.711440637,-4.043555862,-1.898736799,0.03783393,-3.374919665,-6.107948444,-0.076975633,-3.669366675,-0.467468464,26.87807967
-7.365313995,-1.740554744,-1.514763333,-2.013735995,-9.485808944,-7.704946902,-3.908907732,-1.927595655,-0.178329379,-3.541990217,-6.247287507,-0.196072863,-2.550698551,-0.1230091,25.1628828
-7.081235438,-1.786195753,-1.276578656,-1.869927655,-9.022814504,-7.680022718,-3.86396857,-1.771756479,-0.114585741,-3.507255351,-6.183986012,-0.843787538,-4.424187147,-0.672755209,24.94537251
-6.382679093,-1.211833649,-1.007986715,-1.44851298,-8.131384077,-7.328472831,-3.487753587,-1.421076832,0.458412275,-2.994575922,-5.705659934,-0.695578733,-3.725618606,-0.566736106,24.52950918
-6.7760697,-0.879953106,-1.396689369,-1.652986196,-8.626071249,-7.61612443,-3.620331946,-1.53671294,0.074548089,-3.543633641,-6.088477575,-0.344622365,-3.126945137,-0.291581302,17.84431322
-7.337848144,-1.925420193,-1.612243933,-2.077248347,-9.139468244,-7.635428075,-3.887735761,-1.783769667,-0.422769483,-3.750258941,-6.389632961,-0.291878619,-3.099685981,-0.382493472,60.30671989
-7.014479515,-1.636056469,-1.363516283,-1.740797679,-8.997651227,-7.685948424,-3.714667354,-1.752607666,0.045423547,-3.625972089,-6.191483057,-0.286989135,-3.75678864,-0.095298823,36.9865294
-5.370406532,-0.711512057,-1.221919482,-1.183278314,-6.716370166,-6.968568113,-2.899236697,-1.00341046,0.269554695,-2.71545008,-5.346281578,-0.963128884,-3.580233522,-0.50937307,24.77893595
-8.215264345,-1.739195923,-2.0556499,-2.483143798,-10.02311115,-8.236293709,-4.143211274,-2.185945505,-0.696853442,-4.223312765,-6.819569585,-0.087552369,-3.243037365,-0.178208245,77.00485034
-6.333847182,-1.669266023,-1.054178196,-1.533999353,-8.520594029,-7.168769334,-3.467617089,-1.251291722,0.221457551,-3.183027765,-5.827086465,-0.2525154,-2.973313239,-0.39405248,30.33359755
-6.040805279,-1.320721249,-0.669251115,-1.268030668,-8.110366453,-7.145560796,-3.312023543,-1.173090147,0.632757101,-3.063246844,-5.67965926,-0.269064227,-3.459187616,-0.36601075,12.00074599
-7.154051847,-1.802696445,-1.543776392,-1.975585532,-9.06963333,-7.893404002,-3.963327831,-1.876027687,-0.275875002,-3.750031484,-6.302087077,0.295564449,-2.823469093,-0.106092253,28.61270023
-4.275980541,-0.603886042,-0.404522165,-0.524399251,-6.161816769,-6.445972748,-2.581922681,-0.432696222,1.10443494,-2.224004106,-4.808154635,-0.303881967,-1.956868593,-0.358829254,12.17089683
-5.864472239,-0.625609169,-0.852220383,-1.194638018,-8.156054786,-7.005732584,-3.336618983,-1.152039461,0.735199878,-2.639222327,-5.389796417,-0.402086651,-3.62577133,-0.457592559,12.29775423
-5.446975408,-0.55683211,-0.428047887,-0.913996352,-7.909931521,-6.729715795,-3.096633123,-0.880450238,1.081480182,-2.417799862,-5.152209911,-0.364685079,-3.14078476,-0.435388887,12.17089683
-5.836393767,-1.205713773,-0.69762478,-1.182121161,-7.974439549,-6.978028063,-3.22255438,-1.193899083,0.704229528,-2.841883541,-5.495151089,-0.190283484,-2.750941665,-0.321407605,13.67764816
-6.990730275,-1.205985306,-1.493544601,-1.818660021,-8.745666198,-7.885223578,-3.914611388,-1.862701882,0.040380372,-3.656514082,-6.191438811,-0.409234129,-3.940349741,-0.370522231,41.3849862
-6.313496107,-1.516323371,-1.277528086,-1.514368443,-8.380715267,-7.346813509,-3.521403727,-1.350488875,0.07863891,-3.288827828,-5.859656938,0.05402169,-3.342756933,-0.326400134,20.96780305
-6.366838367,-1.497626121,-1.493162353,-1.486102139,-8.430111658,-7.468978907,-3.555469361,-1.45095442,-0.019316171,-3.400699812,-5.900922989,-0.291712117,-3.45164955,-0.35044106,26.39222083
-5.353258856,-1.41385032,-1.072967984,-1.00377984,-7.457358341,-7.027188542,-3.076447314,-0.973400458,0.501765875,-2.944140201,-5.429315819,-0.123277315,-3.0379716,-0.325121627,27.09846529
-7.501759149,-1.665355777,-2.112451042,-2.071473781,-9.544758725,-7.8671208,-3.993376522,-1.882261811,-0.48688248,-3.76860335,-6.415607381,0.221051563,-3.072675275,-0.375963732,41.51313474
-6.106608273,-1.082299629,-1.133277385,-1.383914733,-8.167248307,-7.160920033,-3.467397187,-1.226396329,0.33184261,-3.044740496,-5.684828991,-0.400433706,-3.215970165,-0.457226296,20.51506514
-6.853099954,-1.17667106,-1.908043565,-1.784330853,-8.713679388,-7.875071737,-3.884300474,-1.825615087,-0.245312695,-3.604626974,-6.12561063,0.286724147,-2.908393576,-0.355306713,18.39199483
-6.197006796,-1.385383063,-1.436039124,-1.462397337,-8.255279663,-7.300536178,-3.443146868,-1.292173982,-0.050485627,-3.374438079,-5.845654051,-0.509610739,-4.258636044,-0.402667692,40.14426715
-7.070601007,-1.329761692,-1.651003086,-1.847286928,-9.05831958,-7.7785919,-3.850075388,-1.783032185,-0.17275309,-3.593935054,-6.199373915,-0.496234646,-4.206509842,-0.350381374,41.43412659
-8.344560359,-1.831699188,-2.765288439,-2.612452808,-9.892745959,-8.393104265,-4.379342454,-2.319491527,-0.972148657,-4.371964587,-6.90829924,0.206087715,-2.334199294,-0.100568618,82.44872026
-4.022629028,-0.325164155,-0.311905902,-0.369544457,-5.938299051,-6.137397139,-2.229116542,-0.115745819,1.302771282,-2.021746702,-4.672509776,-0.196101306,-1.515885059,-0.277707845,5.654940188
-5.438479027,-0.614750113,-0.96425883,-1.032165027,-7.312277052,-7.047194317,-3.122161993,-0.986260165,0.541859918,-2.907850188,-5.418843959,-0.555151053,-3.201023098,-0.298598178,5.458421289
-5.961171977,-0.956756936,-1.413224365,-1.305653793,-7.81386669,-7.285684026,-3.301040284,-1.201829107,0.223565991,-3.122106793,-5.687334418,-0.282494317,-3.273367967,-0.431943657,6.857596507
-4.683669387,-0.662781806,-0.223869988,-0.635623829,-6.463125731,-6.578840587,-2.721266259,-0.731981406,1.129508312,-2.355308985,-4.986841874,-0.360470886,-2.446924556,-0.39591216,6.87128981
-6.951283107,-1.193404979,-1.635420323,-1.787577619,-8.72927617,-7.590124142,-3.782262792,-1.651965631,-0.17106856,-3.582566795,-6.160779906,-0.273437241,-3.158730232,-0.362153671,12.4482382
-6.520425676,-1.670440255,-1.309314857,-1.609142602,-8.548595945,-7.533889535,-3.442908597,-1.429812732,0.040770466,-3.4283851,-5.993658804,-0.121627547,-2.380555599,-0.368105966,26.6223022
-7.665053003,-1.564263682,-1.80284224,-2.105097424,-9.508904377,-8.183644163,-4.199805264,-2.185572678,-0.358800527,-3.994873285,-6.53424828,-0.001781383,-3.151997653,-0.444370819,17.33928285
-6.430660847,-1.490954045,-1.280293047,-1.622372478,-8.294487986,-7.35867406,-3.388178702,-1.30478484,0.083557554,-3.196325475,-5.858575883,-0.42268746,-3.286536386,-0.415859182,11.36981122
-5.771384957,-1.101342744,-0.908637036,-1.230913142,-7.527775833,-7.225152855,-3.294441052,-1.130676239,0.484845959,-3.081641534,-5.607550438,-0.109779507,-1.813795259,-0.395370653,10.76607468
-8.734043194,-1.931536788,-2.225358523,-2.666766694,-10.87634368,-8.396577845,-4.516787548,-2.281469816,-0.79914327,-4.197810555,-6.900628189,0.154535392,-3.153992139,-0.301073869,53.06297564
-7.026280709,-1.335165268,-1.856665695,-1.87171722,-8.855429291,-7.835574891,-3.924706021,-1.778198361,-0.318819042,-3.757713612,-6.242131165,-0.244270223,-3.333593333,-0.412807608,17.36046539
-6.432956922,-1.179889779,-1.273856213,-1.581104911,-8.033041507,-7.413872412,-3.513739556,-1.51113033,0.224832833,-3.225148042,-5.86675497,-0.467447659,-3.316910562,-0.459070271,9.742951432
