log10(IA-C),log10(B),log10(C),log10(CAV-C),log10(IV2-C),log10(Pd),log10(Pv),log10(Pa),log10(AAS-C),log10(AVS-C),log10(ADS-C),log10(tc),log10(TP),log10(Tva),Epi/km
-7.62377727,-2.126106752,-2.889895734,-2.219279126,-9.045159448,-8.302464023,-4.211211956,-2.253857642,-0.617277593,-4.088019763,-6.545628855,0.081962057,-2.928085863,-0.196392971,102.9601331
-6.600893415,-1.802135931,-1.656936873,-1.48184221,-8.471448582,-7.508928363,-3.589075769,-1.49498558,0.443340488,-3.336226015,-5.941556854,-0.181363665,-2.542484728,-0.313662991,122.5751046
-8.885470274,-2.379413061,-3.850980139,-2.863917019,-9.463635223,-8.967730191,-4.642075038,-3.004155505,-1.015959713,-4.445903927,-7.101572571,0.192922022,-1.755350367,-0.271093295,243.9786372
-7.289299142,-1.643707899,-2.254910445,-1.772814085,-9.41418447,-7.757348721,-3.893035683,-1.806768623,0.216975935,-3.505996496,-6.196246943,0.819838058,-1.420599,0.213150999,90.09920972
-6.952047177,-2.16458291,-2.263401606,-1.863319062,-8.375428381,-7.845802423,-3.867175249,-1.796644899,-0.096841212,-3.764484863,-6.222159525,-0.027169008,-2.5265512,-0.241618094,131.1258199
-8.765922691,-2.415032107,-4.217132964,-2.864384965,-9.603868747,-8.946392943,-4.66071554,-2.878195402,-1.218937189,-4.73357406,-7.149275064,0.259092953,-1.714169242,-0.175320418,242.4092536
-7.273636257,-1.973841917,-3.265823927,-2.10242297,-8.32088383,-8.374127214,-4.06179514,-2.250376031,-0.494412544,-4.086987432,-6.406886827,-0.475955003,-2.657206821,-0.464037241,144.9476734
-7.42693781,-2.007168786,-2.546032949,-1.890826609,-9.192642536,-8.087370599,-4.132267424,-2.134080872,0.034539396,-3.727044161,-6.341172117,-0.337065286,-3.778494711,-0.457917192,101.577621
-7.049252369,-1.700577207,-2.127985035,-1.741534564,-9.001404732,-7.886146907,-3.993692052,-1.940782627,0.143559393,-3.505195173,-6.137381548,-0.147314491,-3.712667335,-0.39507753,79.69228775
-7.636034811,-1.986580557,-2.589668063,-2.04690608,-9.521557492,-8.088889253,-4.330269965,-2.149495295,-0.157093234,-3.827768446,-6.448825075,0.11917534,-3.404869854,-0.281544016,89.07022413
-7.938822967,-2.052069676,-2.801061777,-2.234758883,-9.702598671,-8.26932101,-4.406349356,-2.324023849,-0.406251678,-3.970250071,-6.603179738,0.337713039,-2.903155827,-0.190820667,92.97915029
-9.172292143,-2.45216539,-4.116821298,-3.059217731,-10.31797233,-8.797099442,-4.523175039,-2.656474274,-1.232594029,-4.475624492,-7.231005799,0.322665063,-1.709470189,-0.075818945,195.3870288
-8.810236027,-2.331011029,-4.619389442,-2.927817495,-9.137041787,-8.994351763,-4.684839657,-3.082982382,-1.351087224,-4.487825531,-7.121404367,0.285766964,-1.005712346,-0.056646079,216.083867
-7.691733923,-2.002780228,-3.260756016,-2.296047581,-8.916179884,-8.462285547,-4.417636632,-2.507547256,-0.620413907,-4.104976909,-6.589188998,-0.264555182,-3.063533098,-0.330263232,131.7601427
-7.916462176,-1.917166573,-2.407524728,-2.208834564,-9.702916566,-8.086389016,-4.061181898,-2.04590803,-0.334713929,-3.93500067,-6.580047888,-0.586276074,-4.284245938,-0.354402288,36.23420519
-7.051082279,-1.698172832,-2.209452223,-1.86779963,-8.619317774,-7.704000332,-3.666601229,-1.625985341,-0.055494475,-3.56205361,-6.191604409,-0.57907121,-3.85906363,-0.354114117,34.89344879
-7.445096191,-1.561319322,-2.295468539,-1.994759045,-9.123087284,-7.851921429,-3.885726919,-1.913048924,-0.121584016,-3.682333394,-6.335276847,-0.309287723,-3.669792925,-0.41319293,36.07129847
-7.280994146,-1.682749119,-2.113409371,-1.905981093,-8.957016312,-7.610572452,-3.791255226,-1.807647175,-0.009801618,-3.656350258,-6.281912027,-0.635181928,-4.107161369,-0.400049177,34.79918184
-6.97868326,-1.715275037,-2.164113156,-1.858656811,-8.530550805,-7.689164989,-3.62744817,-1.632476541,-0.081442185,-3.651345357,-6.201007144,-0.376191812,-3.478921296,-0.193482598,37.8510775
-7.660505589,-2.05486149,-2.267940765,-2.077554395,-9.39005693,-7.872240887,-3.880373696,-1.898680038,-0.154535358,-3.788232642,-6.443977395,-0.387052566,-3.852195287,-0.461153247,36.8451017
-6.880615301,-1.72738803,-1.990295984,-1.723679379,-8.602275889,-7.635734634,-3.656602643,-1.602191269,0.126941984,-3.429186774,-6.067130576,-0.584784238,-3.761437236,-0.432651205,37.73729931
-7.46087834,-1.779427021,-2.259919314,-1.966725703,-9.173184996,-7.91779369,-3.88377391,-1.938998669,-0.07390885,-3.723184533,-6.352569145,-0.799417895,-4.601502422,-0.430127984,39.66827749
-6.176686351,-1.62431777,-1.486650462,-1.371494609,-7.967783674,-7.196124015,-3.3432531,-1.266114763,0.498727477,-3.055666375,-5.725629556,-0.328652526,-3.14744494,-0.197709214,44.56509126
-7.206916986,-1.890759345,-1.942973812,-1.847886411,-9.053538462,-7.684055304,-3.834024863,-1.762930078,0.076655432,-3.539920454,-6.220194699,-0.679226648,-4.452053071,-0.498625032,45.0671116
-4.460191537,-0.213343594,-0.970615527,-0.484743112,-5.955077277,-6.380679208,-2.405431498,-0.377118694,1.388667838,-2.105086631,-4.790605398,-0.355095509,-1.899907241,-0.336208828,15.36047493
-5.062696215,-0.468427031,-1.439959624,-0.79486748,-6.626863646,-6.681139219,-2.796051696,-0.707835025,1.060929322,-2.491614682,-5.148623889,-0.756553708,-3.226716315,-0.330407181,15.29363847
-6.581600595,-1.229409883,-1.947824694,-1.609381216,-8.141049503,-7.484741172,-3.449923574,-1.443552305,0.207152028,-3.38922496,-5.969908167,-0.216518283,-3.040213885,-0.467056103,41.67194228
-10.11921129,-2.464991066,-3.901288448,-3.277204863,-11.25745557,-9.055064681,-5.07131841,-3.214055737,-1.310849248,-4.818233812,-7.590168255,0.532065326,-1.144082022,0.100265025,369.5823975
-7.082516197,-1.700761768,-2.426780825,-1.878313236,-8.881620337,-7.799153278,-3.758527649,-1.746984132,-0.172965334,-3.777469362,-6.275379161,0.09210004,-2.563636511,-0.326636089,75.57765835
-6.16041632,-1.482779705,-1.497646713,-1.36866549,-7.978311108,-7.175345758,-3.206254618,-1.181852189,0.42920851,-3.23207634,-5.781270012,-0.720201309,-3.679134452,-0.428458182,24.23594576
-6.212545853,-0.976804206,-2.082006817,-1.40596848,-8.099319072,-7.150408614,-3.249129721,-1.127292415,0.324060452,-3.29449951,-5.845200863,-0.710625768,-3.885868817,-0.525005661,23.92752281
-7.358117795,-1.774295988,-2.581429187,-1.99469078,-9.128190696,-7.978393071,-3.964263025,-1.921276355,-0.269011741,-3.821320857,-6.378014739,-0.168022939,-2.77499096,-0.404514812,35.49103946
-5.735646323,-0.911103662,-1.687805076,-1.181293689,-7.672642552,-7.062767054,-3.07401661,-1.02361828,0.469557933,-3.112000474,-5.598424908,-0.63753534,-3.382037818,-0.511415838,26.60658388
-6.448697869,-0.758775606,-2.332988904,-1.56735027,-8.308908726,-7.214208458,-3.222207009,-1.091661631,0.142668886,-3.491928652,-5.975655025,-0.645787074,-3.565543417,-0.424841081,30.33273232
-5.890613717,-0.819871641,-1.790122139,-1.249872413,-7.789595588,-6.990192108,-2.965681544,-0.888109056,0.482703301,-3.174014574,-5.674533643,-0.240953715,-2.199881999,-0.355593091,29.88733731
-6.735995508,-1.15138472,-2.040832832,-1.685023115,-8.598110132,-7.41925762,-3.42844607,-1.328835342,0.02117012,-3.607122188,-6.106907437,-0.462956999,-3.185553236,-0.381872697,29.69294555
-7.575554939,-1.6039574,-2.275450844,-2.090672607,-9.333311108,-7.982044679,-4.006852512,-1.946056063,-0.339821983,-3.998499651,-6.507393853,-0.470290759,-3.823726868,-0.340966395,28.4625764
-5.829296643,-0.970596856,-1.76957327,-1.239633887,-7.590229561,-6.973934984,-2.871999955,-0.826215578,0.481158834,-3.168866894,-5.654877416,-0.582642358,-3.063499054,-0.330217404,29.01014122
-7.198968494,-1.725768298,-2.414616673,-2.024696971,-8.347493959,-7.805718702,-3.548242991,-1.758283353,-0.329548544,-3.918076979,-6.35961499,-0.512158243,-2.87677151,-0.4284506,80.47682345
-7.847201785,-1.734136164,-2.880588521,-2.214705298,-9.679920554,-7.87823553,-3.907774925,-1.792906463,-0.396293032,-3.998717058,-6.598397303,0.197210844,-3.139195427,-0.462491406,35.59955141
-6.985230939,-1.543733458,-1.975418001,-1.707405925,-8.873864079,-7.612935037,-3.706209979,-1.69414758,0.22867929,-3.493123284,-6.115978496,-0.205130388,-3.19357042,-0.223949542,35.30640475
-7.153082806,-1.342254485,-2.042675237,-1.869906564,-9.09237492,-7.534717657,-3.67708672,-1.51037113,0.041606114,-3.591306007,-6.229448788,-0.13250727,-3.453966824,-0.233579133,34.89791922
-7.067547239,-1.65895484,-2.050952309,-1.775842737,-9.011534496,-7.630543641,-3.671014924,-1.565607247,0.092933218,-3.545112563,-6.17382346,-0.323168215,-3.629749357,-0.353886211,34.77094176
-6.714495257,-1.425924833,-1.813837494,-1.589726993,-8.681957657,-7.456997367,-3.564058116,-1.45590558,0.279865267,-3.421635688,-6.019508327,-0.251470538,-3.275594826,-0.224836604,35.72405568
-6.712646577,-1.151688313,-2.227939509,-1.749153305,-8.560869884,-7.328771466,-3.313845639,-1.270063242,0.01401711,-3.638310011,-6.14055551,-0.177879997,-3.305000548,-0.307395898,41.16624909
-6.350234168,-1.288125763,-1.626435342,-1.466304689,-8.21820606,-7.127122155,-3.231036577,-1.089426043,0.377468667,-3.33695235,-5.89398696,-0.094364833,-2.363329286,-0.24707506,55.48235705
-7.348348802,-1.646689359,-2.352369026,-1.98484058,-9.129099208,-7.841678253,-3.753610193,-1.77432026,-0.173220918,-3.783447436,-6.372829713,-0.139129664,-3.099886371,-0.285210004,55.30707541
-6.491723794,-1.399372519,-1.879638422,-1.52926848,-8.474615272,-7.399395028,-3.396814848,-1.301226951,0.284839,-3.366171773,-5.942750063,-0.333021404,-3.500163636,-0.207640924,33.72625037
-8.190974228,-2.181602911,-2.593255061,-2.393085096,-9.484519416,-8.251633231,-4.189586967,-2.18912747,-0.608168848,-4.266220582,-6.800095535,-0.306310248,-3.092246297,-0.528391368,83.47806214
-7.714545149,-2.011582551,-2.437158798,-2.117229445,-9.311086371,-7.987990217,-3.972426635,-1.943924166,-0.260835947,-4.044998419,-6.569508105,-0.077238614,-2.64910327,-0.371213158,75.99824077
-6.679156863,-1.02749658,-1.89005562,-1.658527196,-8.407085967,-7.312238013,-3.302899706,-1.275273034,0.188808768,-3.405356237,-6.016394771,-0.343037618,-3.114939177,-0.299713316,28.75328173
-7.236530685,-1.910871031,-2.591440374,-1.985244641,-8.662474529,-7.804453978,-3.797246756,-1.803951676,-0.255195369,-3.645901074,-6.281952073,0.067232015,-2.288106885,-0.252725191,25.32242522
-7.45959528,-1.620255237,-2.508578307,-2.017629152,-9.13217962,-7.704452449,-3.838498062,-1.747179929,-0.178043831,-3.679779157,-6.341894456,-0.324658738,-3.256093388,-0.468369665,29.04487148
-6.63032703,-1.311947469,-2.154493685,-1.594271926,-8.319625058,-7.287117754,-3.324587941,-1.236033404,0.239454035,-3.350131546,-5.96749525,-0.23109814,-2.796231329,-0.471738542,30.04508492
-7.513411759,-1.810021685,-2.620988803,-2.141632334,-8.83539362,-7.817334721,-3.732716247,-1.792893985,-0.364404107,-3.907805898,-6.456879926,-0.776626527,-3.932818013,-0.441845258,30.42262508
-6.771536136,-1.582256465,-2.416382148,-1.75039424,-8.249131031,-7.664654816,-3.541881441,-1.5810813,-0.038006574,-3.51515729,-6.075592558,-0.226551986,-2.889120041,-0.190656957,44.63548713
-7.693269337,-1.663416543,-2.433709401,-2.139293189,-9.268571496,-8.104288756,-4.078466671,-1.987781555,-0.307625964,-3.926511677,-6.514177317,-0.136321061,-3.263710516,-0.38012157,45.2564321
-8.178249351,-2.292801186,-2.712604231,-2.340840113,-10.12374937,-8.189451324,-4.186566351,-2.259283695,-0.464500123,-3.962210158,-6.662370554,0.255391868,-3.085794786,-0.264882855,32.76097267
-4.659687552,-0.078035287,-1.22728557,-0.666114005,-6.105979909,-6.437898945,-2.258635863,-0.326861862,1.13768558,-2.427911349,-5.016726403,-0.226719117,-1.663904798,-0.314624754,13.79604256
-5.513985609,-0.472564812,-1.687382005,-1.084409363,-7.139681536,-6.867916619,-2.849246578,-0.843475864,0.681175355,-2.723433713,-5.37033813,-0.51015605,-2.707403419,-0.480450457,13.46070606
-6.511566932,-0.99571616,-2.18045376,-1.655335958,-7.84729827,-7.390865457,-3.288220786,-1.244640571,0.086642058,-3.397712465,-5.952869399,-0.35908959,-2.749505716,-0.420786807,34.96642821
-7.145451734,-1.731191041,-2.274510085,-1.683397538,-9.286500028,-7.890606034,-4.086882644,-2.028887316,0.316527212,-3.436559585,-6.127712674,-0.405769598,-4.074373227,-0.407990467,110.1878695
-7.531770987,-1.981984481,-2.326804427,-2.066256924,-9.296613686,-7.702669613,-4.095746936,-1.979659343,-0.151942023,-3.525663065,-6.267181156,-0.126973357,-2.842717227,-0.400594939,67.3817756
-6.533816246,-1.389954281,-2.917493958,-1.526188514,-8.414904532,-7.545269952,-3.693010932,-1.560885424,0.383546672,-3.0488195,-5.759241782,0.153795101,-1.815447298,-0.223579137,27.96855904
-7.063469872,-1.838559087,-2.327178942,-1.787541877,-9.088736557,-7.811485679,-4.001861468,-2.001529104,0.157625964,-3.250472138,-5.981227296,-0.208051262,-2.505062952,-0.367635565,47.14796269
-6.911786383,-1.526419003,-2.12474819,-1.685417748,-8.972856877,-7.627984115,-3.764922932,-1.675927164,0.265374056,-3.287246299,-5.993202351,-0.10716892,-2.529719909,-0.433302668,33.27733833
-7.576862355,-2.125096205,-2.265701375,-2.091373338,-9.149320908,-7.973430571,-3.971927138,-1.920500839,-0.227281463,-3.824709611,-6.447381746,-0.392904517,-3.649118421,-0.285314832,89.06929065
-8.317814984,-2.288057132,-2.700233639,-2.503756058,-9.732933735,-8.318391316,-4.307716953,-2.355185472,-0.664793516,-4.191724525,-6.819389868,-0.412250696,-3.908120087,-0.334068815,86.5269825
-7.339048623,-1.363056056,-2.659905692,-1.919162746,-9.224553322,-7.775316214,-3.783425047,-1.657321562,-0.107347456,-3.67743602,-6.30770923,-0.407610601,-3.248799,-0.245284762,27.29979667
-10.30277221,-2.459127868,-4.733278765,-3.345738898,-12.26815964,-9.506828307,-5.506597264,-3.589945389,-1.355578532,-4.824273971,-7.606461652,0.804326729,-0.867220958,0.232321109,318.9850031
-7.578899773,-1.793112934,-2.466177932,-2.095366545,-9.11951688,-7.818454859,-4.002355451,-1.865831899,-0.289453908,-3.72831683,-6.404979504,-0.561004764,-3.796186201,-0.429197406,23.3014594
-5.472468421,-1.035193931,-1.396864629,-1.040219948,-7.339187428,-6.981483422,-2.99407254,-0.924682011,0.690451234,-2.772078527,-5.380757715,-0.054713108,-2.181637993,-0.229290443,28.6854814
-7.529549124,-1.530182549,-2.649798104,-2.034710706,-9.473985707,-7.823945572,-3.852935463,-1.789334045,-0.275908771,-3.756979816,-6.394283213,-0.220502023,-3.676497921,-0.403366789,30.67920347
-6.635763264,-1.389404298,-2.039296046,-1.676506677,-8.097106485,-7.344501697,-3.311513094,-1.338564059,0.124025938,-3.393477388,-6.01462807,-0.387210431,-2.591970712,-0.359065226,21.48601195
-6.767045771,-1.304827976,-2.108869189,-1.700417,-8.526361247,-7.466104747,-3.566026611,-1.457147768,0.06720355,-3.424941262,-6.053217722,-0.386885393,-2.984591791,-0.558881743,26.06123964
-7.401786819,-1.911437761,-2.121954347,-2.023315512,-8.879638598,-7.798872722,-3.82332057,-1.706578421,-0.121657925,-3.675209472,-6.345691322,-0.685530293,-3.8464213,-0.439973654,24.00575542
-6.731531636,-1.158593221,-1.927299851,-1.563313059,-8.808023065,-7.308160556,-3.389290856,-1.307176106,0.331567022,-3.296155742,-5.961454965,-0.227419959,-3.443578001,-0.500218693,30.7582407
-5.322999131,-0.775228224,-1.147841756,-0.885652861,-6.852542673,-6.718830707,-2.756705417,-0.751034522,1.035305328,-2.560494474,-5.244843295,-0.318804133,-1.717177381,-0.341112059,22.76167904
-6.564308143,-1.525600644,-1.653245003,-1.50952216,-8.549657347,-7.187658073,-3.46544863,-1.293995194,0.390124312,-3.229346689,-5.893498188,-0.333403684,-2.659699789,-0.361299087,22.99649896
-6.429947685,-1.503259651,-1.716590815,-1.459665179,-8.25756462,-7.140288406,-3.373208082,-1.284636508,0.460657512,-3.050394055,-5.750894736,-0.385041244,-2.614761699,-0.409544577,24.63432275
-6.335712943,-1.30767938,-1.753860691,-1.365599646,-8.364859616,-7.195729649,-3.387732288,-1.334406519,0.549084906,-3.060825978,-5.74099937,-0.34413252,-3.198696955,-0.300220956,27.98049897
-6.102671733,-1.011614473,-1.671351184,-1.274904005,-7.963508069,-7.049243501,-3.063453696,-1.078915841,0.56848106,-3.047517828,-5.680991758,-0.401304594,-2.96692528,-0.360748529,28.46235339
-8.257667249,-2.205611582,-2.58413773,-2.456574051,-9.632948684,-8.232977126,-4.283275432,-2.272401071,-0.60417536,-4.27588899,-6.828997906,-0.517369315,-3.956980515,-0.402934865,97.33867845
-6.402254378,-1.504531402,-1.708867592,-1.45782549,-7.942726034,-7.38265853,-3.325088324,-1.361095933,0.405718847,-3.174835272,-5.825222359,-0.572283236,-2.896397957,0.014910729,25.03643431
-6.919871507,-1.811923748,-1.877692132,-1.711426822,-8.921461627,-7.493310224,-3.618672972,-1.496457254,0.1672695,-3.365164384,-6.053261669,-0.276060936,-3.315331345,-0.234240915,21.64614888
-7.447563849,-1.714864784,-2.129525075,-1.953792708,-9.410528672,-7.54642848,-3.640618426,-1.572901461,-0.013215767,-3.544007525,-6.269944905,-0.45769951,-3.743478944,-0.406335138,26.87807967
-7.245109406,-1.764106541,-2.27507606,-1.873305797,-9.074042881,-7.583521069,-3.775842677,-1.658743122,0.011760317,-3.408909035,-6.131288823,-0.181127289,-2.353389435,-0.229207246,25.1628828
-6.272813786,-1.848630238,-1.253599644,-1.471277854,-8.341677053,-6.843682951,-2.964605053,-0.981856025,0.434904259,-3.096713194,-5.806067838,-0.818700912,-3.791157648,-0.389368531,24.94537251
-5.536450706,-1.40925037,-1.047476112,-1.159939565,-7.323081844,-6.542570255,-2.480999443,-0.542914632,0.68570806,-2.826199398,-5.499282361,-0.867506979,-3.313645048,-0.31337982,24.52950918
-6.472979423,-1.193609649,-1.818633545,-1.502310448,-7.933626109,-7.346036419,-3.404663238,-1.377220575,0.346326738,-3.2480181,-5.878355747,-0.385125438,-2.967528618,-0.447800159,17.84431322
-6.924809578,-1.733170653,-1.816244409,-1.686585588,-8.783935166,-7.494167437,-3.666612952,-1.634281144,0.22211074,-3.368176797,-6.054240613,-0.259840515,-3.067647878,-0.357037303,60.30671989
-7.238938465,-1.546993659,-2.17423848,-1.798938988,-9.26161128,-7.685948424,-3.714667354,-1.752607666,0.118245449,-3.629228527,-6.253913547,0.060487601,-3.090342749,-0.196803254,36.9865294
-5.585236575,-0.812295343,-1.46159293,-1.237710696,-7.082815881,-6.67857421,-2.591818704,-0.638907385,0.473335389,-2.872391656,-5.522897959,-0.731983347,-2.882503581,-0.504416902,24.77893595
-6.880621382,-2.03109628,-2.018343833,-1.772581441,-8.736762575,-7.666043501,-3.73566485,-1.63778778,-0.012897904,-3.584043242,-6.14196161,0.097455207,-2.279641473,-0.254075741,77.00485034
-5.738239341,-1.330614432,-1.326724647,-1.089129358,-7.766996392,-7.116529596,-3.174094774,-1.153421684,0.759134262,-2.930414734,-5.516132513,0.15710621,-1.967531203,-0.156152259,30.33359755
-5.578149266,-1.094406982,-1.443754156,-1.026056492,-7.338418751,-7.071903857,-3.196605895,-1.117910415,0.860001373,-2.82630899,-5.434509801,-0.171788312,-2.812597927,-0.265787794,12.00074599
-6.957587688,-1.733928415,-2.109566426,-1.753199914,-8.902972352,-7.689122095,-3.827243629,-1.743143814,0.080185831,-3.584057811,-6.145288373,-0.104194197,-3.223227739,-0.536945979,28.61270023
-3.964926132,-0.339345807,-0.641392844,-0.318445078,-5.595342309,-6.311500406,-2.304970782,-0.246549493,1.485731746,-2.110859087,-4.677730303,-0.319021502,-1.885799897,-0.40066005,12.17089683
-5.387072657,-0.880447215,-1.107595619,-0.960568865,-7.440008967,-6.781016691,-2.994009101,-0.863403642,0.955763418,-2.507460036,-5.213307604,-0.438358444,-3.315039377,-0.400170025,12.29775423
-5.821241377,-0.606029571,-1.504298125,-1.171250958,-7.932529002,-6.729715795,-3.096633123,-0.880450238,0.75363668,-2.728521488,-5.434700503,-0.283046818,-3.029609394,-0.435388887,12.17089683
-5.115893415,-1.125724018,-1.036609321,-0.824301716,-6.957886409,-6.77624384,-2.716001483,-0.728858432,1.033951495,-2.608887203,-5.219709932,-0.340185774,-2.580637523,-0.41958346,13.67764816
-7.437776015,-1.476725873,-2.453712243,-2.026223252,-9.267097019,-7.885223578,-3.914611388,-1.862701882,-0.176999081,-3.769334331,-6.37352364,0.060500079,-3.261748384,-0.335130771,41.3849862
-6.25047933,-1.283669292,-1.919769585,-1.440116521,-8.060798076,-7.2532025,-3.395795227,-1.350488875,0.300769791,-3.154121942,-5.768350468,-0.371850761,-3.741172792,-0.428389783,20.96780305
-6.117574543,-1.311359748,-1.708114912,-1.324861504,-8.119473206,-7.311462112,-3.427019926,-1.322536102,0.430938553,-3.124486514,-5.712138153,0.038749654,-2.277598989,0.041085103,26.39222083
-5.81889632,-0.939444771,-1.842155165,-1.189651739,-7.862817885,-7.027188542,-3.076447314,-0.973400458,0.572642128,-3.037273625,-5.600198048,-0.257320817,-2.833813608,-0.492925161,27.09846529
-7.003880265,-1.740311551,-2.395060774,-1.824261979,-9.008296312,-7.67183292,-3.738898799,-1.673956104,-0.2673097,-3.614707864,-6.186396638,-0.007082408,-3.300809246,-0.36261958,41.51313474
-6.009720446,-1.050265119,-1.767639177,-1.257457394,-8.009955397,-7.160920033,-3.437862808,-1.22480565,0.594743635,-2.951203629,-5.598666845,-0.299594795,-3.077561326,-0.394952116,20.51506514
-6.631916491,-1.553945628,-2.306897617,-1.707490549,-8.279742718,-7.5573097,-3.524050161,-1.451652938,0.005723097,-3.474160181,-6.028378333,-0.023923598,-3.219041321,-0.423257575,18.39199483
-6.523889178,-1.22652197,-2.130241492,-1.557911659,-8.579215615,-7.300536178,-3.443146868,-1.292173982,0.16950406,-3.309172004,-5.919875854,-0.439779442,-3.85663037,-0.483189619,40.14426715
-6.470559966,-1.543727543,-2.025997216,-1.488819292,-8.524768702,-7.485088486,-3.631973452,-1.481769533,0.237378894,-3.307650329,-5.888601324,-0.193456279,-3.453036085,-0.397636817,41.43412659
-7.46713404,-2.033647396,-2.456591632,-2.109177458,-8.946985582,-8.070127521,-4.111727113,-2.074166158,-0.393271885,-4.003786134,-6.46510325,0.172926887,-1.850203687,-0.112774217,82.44872026
-3.875113872,0.000173745,-0.846535878,-0.304794477,-5.214501967,-6.137397139,-2.17749395,-0.10623187,1.496979224,-2.089163582,-4.64684234,0.118462401,-0.61255818,-0.314407535,5.654940188
-5.353428746,-0.697776139,-1.66479877,-1.074434056,-6.882116324,-6.971772005,-2.933050734,-0.908740921,0.629570937,-2.915069734,-5.431310234,-0.309833764,-2.660150403,-0.302592739,5.458421289
-6.000928957,-0.969373156,-1.721076697,-1.352377631,-7.619719585,-7.23461465,-3.301040284,-1.184001895,0.362268044,-3.100464615,-5.685292587,-0.319665358,-3.174898507,-0.370994352,6.857596507
-4.422720411,-0.52736784,-1.196072151,-0.645291953,-5.656616187,-6.578840587,-2.685431443,-0.605353987,1.037437017,-2.500527325,-4.978365815,-0.299728451,-1.7855725,-0.479994298,6.87128981
-6.122668226,-1.433806108,-1.972584134,-1.437337192,-7.678132756,-7.474163328,-3.430849934,-1.404464478,0.222971609,-3.332341903,-5.80169571,-0.378313636,-3.091524609,-0.406198063,12.4482382
-6.387034666,-1.409639635,-1.902331505,-1.485257748,-8.234978555,-7.264658919,-3.311559842,-1.177536907,0.335098353,-3.271342604,-5.865320231,0.011174059,-1.954729813,-0.19488312,26.6223022
-7.694476326,-1.800790343,-2.808512961,-2.173322537,-9.152167022,-8.183644163,-4.199805264,-2.185572678,-0.498493936,-4.043658763,-6.555256539,-0.249378694,-3.302351091,-0.476636386,17.33928285
-5.33762772,-1.273693748,-1.551567754,-1.069516995,-6.729208106,-6.955598194,-3.072414508,-0.970159264,0.623230293,-2.861846004,-5.39463538,-0.133296886,-2.20776924,-0.225965442,11.36981122
-5.489061544,-0.965509383,-1.341984714,-1.05488143,-7.03593676,-7.046978938,-3.037598986,-1.024480788,0.76804491,-2.892866341,-5.431419439,0.006856056,-1.697159696,-0.333299219,10.76607468
-8.044918345,-2.086620276,-2.441578106,-2.276376915,-9.988048974,-8.071036181,-4.197699217,-2.051915789,-0.358652616,-3.956394684,-6.619718908,0.041441429,-3.228302199,-0.245094979,53.06297564
-6.488669166,-1.50552182,-2.088740576,-1.659407986,-7.870432031,-7.660146403,-3.671564901,-1.56220272,0.025404076,-3.564252587,-6.008912998,-0.358881429,-2.835383162,-0.353787252,17.36046539
-6.092595084,-1.243507869,-2.287995005,-1.47394356,-7.531789619,-7.413872412,-3.513739556,-1.51113033,0.093666753,-3.336824342,-5.785242181,-0.347896836,-2.772201261,-0.355487927,9.742951432
