log10(IA-C),log10(B),log10(C),log10(CAV-C),log10(IV2-C),log10(Pd),log10(Pv),log10(Pa),log10(AAS-C),log10(AVS-C),log10(ADS-C),log10(tc),log10(TP),log10(Tva),Epi/km
-7.310913621,-2.188155192,-2.688430689,-1.988038939,-8.748352504,-7.783165558,-3.668490913,-1.763653516,-0.135651522,-3.759989081,-6.351348229,-0.6381539,-3.947130182,-0.428105344,36.23420519
-6.362041626,-1.9455368,-1.872553978,-1.555923828,-7.813431477,-7.112474998,-3.101171298,-1.070108209,0.297061483,-3.245712826,-5.873655128,-0.68149934,-3.496251186,-0.428283321,34.89344879
-6.957860684,-1.916906566,-2.130235635,-1.762763664,-8.597535883,-7.538312101,-3.589700502,-1.590868706,0.139483962,-3.421757284,-6.095700805,-0.371256554,-3.569660155,-0.159935078,36.07129847
-6.785544396,-1.914377461,-2.140431616,-1.650836244,-8.473499789,-7.551350533,-3.54577058,-1.579718759,0.227587172,-3.42007297,-6.042594689,-0.567025637,-3.7855661,-0.376472923,34.79918184
-7.13061414,-1.765548745,-2.736227226,-1.910497484,-8.570718253,-7.689164989,-3.62744817,-1.632476541,-0.093131891,-3.705286713,-6.26559006,0.013786506,-2.46266264,-0.235386784,37.8510775
-6.904522207,-2.232438815,-2.239243983,-1.748049818,-8.441101073,-7.616366628,-3.515085828,-1.655797414,0.149773854,-3.543638545,-6.141081138,-0.639560634,-3.94799787,-0.423219108,36.8451017
-6.406890467,-1.833746316,-2.154412851,-1.52686163,-7.991958173,-7.404306901,-3.324743443,-1.426158773,0.278315207,-3.289149498,-5.887319337,-0.340042902,-3.040102663,-0.287508529,37.73729931
-7.02745226,-2.017280245,-2.62046364,-1.85604692,-8.300808507,-7.718140875,-3.60998928,-1.641472248,0.002389218,-3.641945333,-6.216045187,-0.823495437,-4.043879893,-0.350091034,39.66827749
-6.199446492,-1.543580945,-2.090654937,-1.433468942,-7.770090001,-7.196124015,-3.3432531,-1.266114763,0.409186537,-3.102206746,-5.746162101,-0.031194142,-2.333397516,-0.209158356,44.56509126
-7.134052973,-1.929091624,-2.543804372,-1.835761646,-8.836064601,-7.666278342,-3.784265592,-1.698500989,0.073812455,-3.50707509,-6.172799852,-0.343532499,-3.550474366,-0.317758323,45.0671116
-4.773038095,-0.395835913,-1.646439457,-0.682062265,-6.263430189,-6.380679208,-2.405431498,-0.377118694,1.186493991,-2.317969869,-4.99439895,-0.281415527,-1.826227258,-0.336208828,15.36047493
-5.368666855,-0.686345074,-2.123631926,-0.978505347,-6.952821529,-6.681139219,-2.796051696,-0.707835025,0.902925622,-2.663483318,-5.327716567,-0.614273048,-3.084435655,-0.330407181,15.29363847
-5.899805386,-1.537712744,-2.281313507,-1.421179409,-7.122648832,-7.141971715,-3.045615796,-1.07121667,0.339322539,-3.278182928,-5.746833087,-0.355239868,-2.813703392,-0.467056103,41.67194228
-9.619986005,-2.838220928,-3.770937074,-3.11211762,-10.45473408,-8.610025969,-4.675359881,-2.744162274,-1.218564371,-4.702095435,-7.425570829,0.597094384,-0.884080862,-0.017381703,369.5823975
-7.369138512,-1.82338789,-2.99988706,-2.060599215,-9.09138855,-7.799153278,-3.758527649,-1.746984132,-0.359311539,-3.938704362,-6.441167495,0.189539334,-2.37403047,-0.242761351,75.57765835
-6.147171547,-1.531064902,-1.910312908,-1.381507259,-7.87647589,-7.175345758,-3.206254618,-1.181852189,0.411435785,-3.249729074,-5.783546019,-0.331248078,-2.782852123,-0.155698651,24.23594576
-6.32376195,-1.150482922,-2.76288475,-1.457257481,-8.098671006,-7.150408614,-3.249129721,-1.127292415,0.296654103,-3.295478555,-5.863951019,-0.50826877,-3.315972964,-0.280519011,23.92752281
-7.495304088,-1.937450586,-3.152209525,-2.081980928,-9.016524037,-7.978393071,-3.964263025,-1.905412208,-0.384578845,-3.921827969,-6.456147717,-0.108993866,-2.291566022,-0.260665066,35.49103946
-5.78079855,-1.111972676,-2.356495427,-1.178274944,-7.663729989,-7.062767054,-3.07401661,-1.02361828,0.492984996,-3.105339743,-5.61051069,-0.248806897,-2.575769835,-0.17978186,26.60658388
-6.714611986,-1.025673735,-3.018209119,-1.681753491,-8.530837159,-7.214208458,-3.222207009,-1.091661631,0.059289924,-3.593544949,-6.097513368,-0.485728365,-3.376579081,-0.469506433,30.33273232
-5.73051279,-0.953091212,-2.403375571,-1.195217965,-7.398536272,-6.990192108,-2.942818943,-0.851501208,0.511722842,-3.128038587,-5.613618326,-0.149227145,-1.784734269,-0.262669258,29.88733731
-6.403089974,-1.332556906,-1.995335964,-1.486382159,-8.241452412,-7.307561772,-3.332866136,-1.328835342,0.245436726,-3.412058314,-5.922262375,-0.415443673,-2.986232373,-0.331391437,29.69294555
-7.429169035,-1.910809525,-2.88342298,-2.044329945,-8.928902224,-7.859529362,-3.872574771,-1.79340188,-0.278818601,-3.937572324,-6.442462553,-0.556258972,-3.747736565,-0.452752695,28.4625764
-5.700913188,-1.145079945,-2.434519626,-1.21208288,-7.154745269,-6.973934984,-2.871999955,-0.826215578,0.486279618,-3.123084469,-5.601021716,-0.455038476,-2.574540148,-0.309556671,29.01014122
-7.562764455,-1.826502106,-3.041260075,-2.189918506,-8.714094812,-7.805718702,-3.548242991,-1.758283353,-0.456506671,-4.077467917,-6.546004766,-0.272384101,-2.636997368,-0.4284506,80.47682345
-7.164411432,-2.064552147,-2.240814469,-1.946780761,-8.78095771,-7.712785489,-3.749437431,-1.611518941,-0.142054761,-3.774059438,-6.331298627,-0.098257749,-3.383581073,-0.358234162,35.59955141
-6.602645188,-1.757369532,-2.036050453,-1.593217073,-8.104109024,-7.41956359,-3.507800606,-1.493176875,0.285363224,-3.383927615,-5.976494057,-0.219641358,-2.784482029,-0.327210107,35.30640475
-6.887935968,-1.526717932,-2.703524921,-1.787011842,-8.585074358,-7.448161899,-3.512350378,-1.477784419,0.06419979,-3.548613988,-6.141847936,-0.199714354,-3.249404158,-0.343135262,34.89791922
-6.640749184,-1.808090735,-2.681952296,-1.669186593,-8.129879926,-7.410225506,-3.580163592,-1.394074642,0.115354707,-3.470243395,-6.033880263,-0.450235063,-3.417441824,-0.461253526,34.77094176
-6.405568931,-1.577096702,-1.96867867,-1.494416457,-7.99303623,-7.346689819,-3.395681183,-1.321208249,0.36267967,-3.354454383,-5.904749134,-0.290351069,-2.90063624,-0.360304687,35.72405568
-6.766199063,-1.302072618,-2.575625105,-1.710104946,-8.525308142,-7.328771466,-3.313845639,-1.270063242,0.047864222,-3.57738455,-6.105752882,-0.184117213,-3.138148345,-0.404084017,41.16624909
-6.198729298,-1.275635986,-2.278483927,-1.472492646,-7.476847131,-7.127122155,-3.231036577,-1.089426043,0.328736375,-3.349021745,-5.876280325,-0.226535794,-2.283361623,-0.295931691,55.48235705
-7.044362482,-1.833588115,-2.853634636,-1.896388194,-8.229593022,-7.626385763,-3.69573121,-1.627689875,-0.127480134,-3.726070724,-6.277808099,-0.35738235,-3.248628815,-0.377620287,55.30707541
-6.249091188,-1.56344813,-2.033755454,-1.411065886,-8.037852727,-7.184242183,-3.2731899,-1.161902896,0.37873074,-3.245744761,-5.822217259,-0.09928797,-2.664778397,-0.268627247,33.72625037
-8.314347798,-2.278986324,-3.175474194,-2.446748177,-9.53701067,-8.251633231,-4.189586967,-2.18912747,-0.663057317,-4.338377962,-6.860688083,0.001868946,-2.546288137,-0.512076636,83.47806214
-7.846604522,-2.060973981,-3.068619285,-2.216003138,-9.316712713,-7.987990217,-3.972426635,-1.943924166,-0.42953158,-4.130166581,-6.631615472,0.099495452,-2.319837727,-0.294849505,75.99824077
-6.626485917,-1.247432575,-2.556219974,-1.644445367,-8.168556147,-7.312238013,-3.302899706,-1.275273034,0.170281753,-3.397950535,-5.994728772,-0.156854093,-2.68237751,-0.167895237,28.75328173
-7.230418153,-1.947129624,-3.219211249,-2.002589095,-8.363043034,-7.804453978,-3.797246756,-1.803951676,-0.310007155,-3.767074518,-6.315678141,-0.053885887,-2.190520545,-0.123280013,25.32242522
-7.223052547,-1.887733193,-2.525673528,-1.886335648,-8.818770957,-7.704452449,-3.838498062,-1.747179929,-0.031977204,-3.595046992,-6.239690919,-0.055960017,-2.702325911,-0.147681352,29.04487148
-6.403396696,-1.582472596,-2.0843405,-1.510154074,-7.962610636,-7.287117754,-3.324587941,-1.236033404,0.298990393,-3.256072164,-5.865738176,-0.059298439,-2.303031882,-0.187560511,30.04508492
-7.094682113,-2.022619002,-2.590469553,-1.942212847,-8.224378592,-7.817334721,-3.732716247,-1.792893985,-0.144712292,-3.768562562,-6.275966835,-0.608952321,-3.501270347,-0.410136968,30.42262508
-6.737445109,-1.699436182,-3.010003471,-1.772579395,-8.012780691,-7.598244806,-3.471982132,-1.481132023,-0.080228629,-3.588877454,-6.100114073,-0.014937159,-2.119520961,-0.251006404,44.63548713
-7.587644771,-1.91810068,-2.931188074,-2.169881166,-8.78763344,-8.085495656,-3.921292016,-1.957185183,-0.406402622,-3.981670998,-6.51381089,-0.197867735,-3.100499935,-0.27627065,45.2564321
-7.359502631,-2.564852097,-2.197629059,-1.96585401,-8.881752046,-7.698009534,-3.809871439,-1.739812204,-0.077669986,-3.634940255,-6.301510173,-0.074329312,-2.745956509,-0.369164132,32.76097267
-5.003019279,-0.301584896,-1.892042895,-0.863886443,-6.35293844,-6.437898945,-2.258635863,-0.326861862,0.957770484,-2.637252985,-5.220966717,-0.038160747,-1.133738937,-0.18765918,13.79604256
-5.768322304,-0.761659549,-2.137683137,-1.242691506,-7.317803222,-6.867916619,-2.849246578,-0.843475864,0.510511519,-2.94990622,-5.559898465,-0.278799956,-2.225154192,-0.308743397,13.46070606
-6.444983174,-1.217025844,-2.839911519,-1.635831775,-7.57866165,-7.390865457,-3.288220786,-1.244640571,0.068889102,-3.438111785,-5.942001278,-0.231500942,-2.602903009,-0.420786807,34.96642821
-6.437424379,-2.163600205,-1.881311076,-1.387992175,-8.644732704,-7.196375312,-3.329475928,-1.259483407,0.606484597,-3.126411384,-5.822316012,-0.75013435,-3.888712409,-0.634533062,110.1878695
-7.733169385,-2.063354188,-2.955577697,-2.169230952,-9.471185441,-7.702669613,-4.095746936,-1.979659343,-0.2618539,-3.60257478,-6.345320811,0.011111786,-2.600375787,-0.400594939,67.3817756
-6.556050988,-1.57442368,-3.0315284,-1.532327782,-8.134608938,-7.504678559,-3.663552759,-1.560885424,0.396135525,-3.140000744,-5.824812718,0.095234048,-1.604351519,-0.185025609,27.96855904
-6.966402946,-2.045752895,-2.859147525,-1.770803742,-8.562564285,-7.649352577,-3.836816496,-1.845261098,0.167544352,-3.243519863,-5.971620226,-0.131814147,-2.428825837,-0.367635565,47.14796269
-7.144244202,-1.688992608,-2.779951237,-1.801228246,-8.962085834,-7.627984115,-3.764922932,-1.675927164,0.139763273,-3.41209577,-6.111977814,-0.069728305,-2.303302802,-0.208541415,33.27733833
-7.571786384,-2.112654593,-2.861147931,-2.044384242,-9.127757737,-7.96383001,-3.971927138,-1.920500839,-0.136895169,-3.78084788,-6.412412891,-0.41194322,-3.491370598,-0.348417897,89.06929065
-8.420572181,-2.403219995,-3.225947596,-2.518000643,-9.833405472,-8.318391316,-4.307716953,-2.355185472,-0.671491209,-4.268933833,-6.875544519,-0.156414669,-3.338133123,-0.426534923,86.5269825
-7.21934882,-1.60166032,-2.720838714,-1.867044767,-8.830035615,-7.738781297,-3.764917391,-1.657321562,-0.08731896,-3.652138167,-6.26534823,-0.421315173,-3.139335091,-0.374365039,27.29979667
-9.568211351,-2.881533295,-5.111446513,-3.206604561,-10.2247393,-8.985767811,-4.528889474,-2.796015873,-1.327810161,-4.821070497,-7.4802056,0.625301526,-0.83593903,-0.066840235,318.9850031
-7.480482096,-1.988507559,-2.722381309,-2.055563063,-8.962949756,-7.818454859,-3.889609678,-1.865831899,-0.250440773,-3.679844313,-6.352370711,-0.378073706,-3.486104645,-0.465012435,23.3014594
-5.529822764,-1.072969785,-1.989757613,-1.084922668,-7.102074158,-6.943420979,-2.925994358,-0.924682011,0.621427615,-2.810679837,-5.419948787,-0.104345984,-1.785568567,-0.293323817,28.6854814
-7.664568887,-1.747025042,-3.297527428,-2.128628181,-9.268944298,-7.823945572,-3.852935463,-1.789334045,-0.381298461,-3.853446912,-6.482950646,-0.321847342,-3.42983443,-0.395929339,30.67920347
-6.544480045,-1.542661296,-2.345606403,-1.586959346,-8.02630511,-7.344501697,-3.311513094,-1.338564059,0.257538329,-3.26774327,-5.914776845,-0.298948604,-2.503708885,-0.359065226,21.48601195
-6.615661673,-1.480977305,-2.76462998,-1.64483702,-8.041515069,-7.397900878,-3.534132468,-1.421848171,0.088443479,-3.337821841,-5.969609611,-0.387933804,-2.979750161,-0.354299818,26.06123964
-7.30262055,-2.048282467,-2.514381004,-1.984738897,-8.633870009,-7.798872722,-3.82332057,-1.706578421,-0.121129817,-3.664103049,-6.314473038,-0.614873192,-3.775764199,-0.548290212,24.00575542
-6.692240812,-1.324000569,-2.607802709,-1.5734127,-8.278441421,-7.308160556,-3.389290856,-1.307176106,0.293444156,-3.333255975,-5.97806521,-0.498693376,-3.284301168,-0.435405605,30.7582407
-5.24275397,-0.853559721,-1.817555561,-0.868973203,-6.568832523,-6.718830707,-2.756705417,-0.751034522,1.049520161,-2.565262897,-5.231991832,-0.170367703,-1.568740951,-0.341112059,22.76167904
-6.516943395,-1.618306979,-2.004229654,-1.457418872,-8.365875156,-7.187658073,-3.46544863,-1.293995194,0.447081489,-3.219757597,-5.870023019,-0.311426455,-2.637722561,-0.361299087,22.99649896
-6.077350978,-1.618444674,-1.653634469,-1.262484819,-7.743257365,-7.140288406,-3.212622372,-1.213373506,0.631116624,-2.983867885,-5.641148698,-0.397915098,-2.627635554,-0.371169806,24.63432275
-6.206793257,-1.453604843,-2.075751815,-1.33329311,-7.783168034,-7.160889625,-3.335818773,-1.224794926,0.558509961,-3.023106824,-5.69454748,-0.203691239,-2.561689507,-0.316136176,27.98049897
-6.155891765,-1.136098781,-2.343068444,-1.30796934,-7.787784303,-7.049243501,-3.063453696,-1.078915841,0.560440309,-3.054872838,-5.700990758,-0.335442459,-2.611479063,-0.337735346,28.46235339
-8.446798362,-2.323764892,-3.127814609,-2.54704593,-9.771583467,-8.232977126,-4.283275432,-2.272401071,-0.701311836,-4.342411346,-6.913578495,-0.528938078,-3.968549278,-0.387900824,97.33867845
-6.21249998,-1.614887556,-1.990887635,-1.379219571,-7.520919597,-7.128360679,-3.325088324,-1.317254479,0.479076661,-3.093248829,-5.739467759,-0.51820892,-2.842323641,-0.45278398,25.03643431
-6.907997698,-1.880742612,-2.329012103,-1.712111774,-8.780201171,-7.493310224,-3.618672972,-1.496457254,0.179479804,-3.339514268,-6.039096189,-0.230232577,-3.227806059,-0.299979002,21.64614888
-7.257583947,-1.902013472,-2.263387026,-1.875105749,-8.963736822,-7.54642848,-3.640618426,-1.572901461,0.066242624,-3.554981121,-6.243287504,-0.418024481,-3.703803915,-0.383568814,26.87807967
-7.047352763,-1.899204046,-2.439901974,-1.786155454,-8.546599491,-7.527214924,-3.654485646,-1.607548549,0.073055735,-3.435061551,-6.110714971,-0.029805102,-2.077775965,-0.229207246,25.1628828
-6.132966062,-1.806878121,-1.328842485,-1.351336574,-8.052410545,-6.843682951,-2.964605053,-0.981856025,0.58475829,-2.989486489,-5.698016956,-0.548428518,-3.298446941,-0.410540858,24.94537251
-5.424450869,-1.433317442,-1.192769874,-1.074010886,-7.006438212,-6.542570255,-2.480999443,-0.542914632,0.813136789,-2.740100483,-5.411509892,-0.646787015,-3.092925084,-0.399330407,24.52950918
-6.471105125,-1.448562236,-2.034524944,-1.514191523,-7.811296923,-7.346036419,-3.404663238,-1.377220575,0.373924005,-3.208548445,-5.864241491,-0.350827017,-2.881434402,-0.447800159,17.84431322
-7.040945714,-1.783018571,-2.402929743,-1.786206722,-8.678044825,-7.494167437,-3.580893443,-1.591417582,0.111253132,-3.453538312,-6.134529549,-0.276912442,-2.584062792,-0.32914692,60.30671989
-7.224957126,-1.736334424,-2.83314997,-1.85144366,-8.676425964,-7.685948424,-3.714667354,-1.752607666,0.030010486,-3.670627419,-6.27087693,-0.22862185,-3.193050865,-0.476606701,36.9865294
-5.263670253,-1.001983477,-1.502268609,-1.019534508,-6.642558148,-6.67857421,-2.591818704,-0.638907385,0.760745891,-2.757971169,-5.369015117,-0.60781943,-2.737994704,-0.497450365,24.77893595
-6.824512097,-1.98013844,-2.545014768,-1.712312121,-8.677081486,-7.666043501,-3.721754079,-1.63778778,0.063987859,-3.498690668,-6.075299758,0.13616095,-2.24093573,-0.254075741,77.00485034
-5.561407958,-1.415970256,-1.814289122,-1.035906744,-7.37162918,-6.926487237,-3.015264936,-0.94698189,0.826355984,-2.855915373,-5.441165994,0.164745131,-1.757654999,-0.311822944,30.33359755
-5.708623088,-1.211324281,-1.955618564,-1.103628754,-7.48583895,-7.071903857,-3.196605895,-1.117910415,0.793177044,-2.901650146,-5.502895234,-0.184431871,-2.825241486,-0.358677841,12.00074599
-6.71796792,-1.87632743,-2.329439182,-1.64097509,-8.331843877,-7.568974605,-3.623188223,-1.609928937,0.202687209,-3.499665411,-6.039530338,-0.323977583,-3.196918961,-0.400908049,28.61270023
-4.339496868,-0.404690557,-1.189559326,-0.509161205,-5.986195074,-6.311500406,-2.304970782,-0.246549493,1.362107319,-2.297951578,-4.887167656,-0.256374988,-1.823153383,-0.40066005,12.17089683
-5.596866151,-1.005864628,-1.620747746,-1.070532835,-7.603977073,-6.781016691,-2.994009101,-0.863403642,0.837405972,-2.680619057,-5.363332476,-0.379042952,-3.255723886,-0.407506843,12.29775423
-6.142017179,-0.842397355,-2.188617699,-1.363655028,-8.20117657,-6.729715795,-3.096633123,-0.880450238,0.536071092,-2.942608758,-5.638955826,-0.274738302,-3.021300877,-0.435388887,12.17089683
-5.202570987,-1.069436172,-1.566561174,-0.886381853,-7.025130406,-6.77624384,-2.716001483,-0.728858432,0.964561927,-2.686818231,-5.271112016,-0.344245834,-2.584697583,-0.41958346,13.67764816
-6.948741353,-1.84966547,-3.124817579,-1.940223225,-8.617112506,-7.632963714,-3.616623403,-1.555300563,-0.247116514,-3.745925889,-6.257823431,-0.216865166,-3.268673975,-0.316061354,41.3849862
-6.240419478,-1.408521486,-2.341320972,-1.445266278,-8.013008512,-7.2532025,-3.395795227,-1.350488875,0.297133213,-3.190195761,-5.780116148,-0.187419454,-3.367847994,-0.428389783,20.96780305
-5.885576542,-1.452252523,-2.009270467,-1.236661382,-7.776938305,-7.21166479,-3.204634679,-1.140240876,0.562337303,-3.04491318,-5.617028931,0.142672935,-2.119930345,-0.356133546,26.39222083
-5.72439688,-1.045868655,-2.251567812,-1.166837545,-7.600245015,-7.027188542,-3.076447314,-0.973400458,0.583156411,-2.986891927,-5.542131663,-0.155059399,-2.668427107,-0.425585552,27.09846529
-6.261834232,-1.944509868,-2.177756166,-1.511458446,-8.088653195,-7.288426846,-3.354804025,-1.322665714,0.112462894,-3.318136327,-5.867379228,-0.049777506,-2.880515182,-0.391831591,41.51313474
-5.908872861,-1.271806924,-2.16181751,-1.22483139,-7.822035686,-7.109370169,-3.27727782,-1.086432245,0.60923726,-2.970906761,-5.584317666,-0.296686682,-3.074653213,-0.394952116,20.51506514
-6.661880304,-1.714366101,-2.79740926,-1.70282533,-8.304756069,-7.5573097,-3.524050161,-1.451652938,0.054866963,-3.44555772,-6.02368795,-0.012921545,-3.208039268,-0.321195408,18.39199483
-6.051250541,-1.354000393,-1.897909461,-1.403764645,-7.792150041,-7.300536178,-3.349812255,-1.288348609,0.323580059,-3.108004929,-5.725299721,-0.463436935,-3.367272033,-0.436059067,40.14426715
-5.462261755,-1.851774001,-1.669087566,-1.135694636,-7.258006399,-6.874240184,-2.938348043,-0.80352472,0.580227458,-2.932244941,-5.497327531,-0.512769641,-3.398241803,-0.509975238,41.43412659
-7.559384616,-2.147734295,-2.984886412,-2.143368448,-9.047417216,-8.070127521,-4.111727113,-2.074166158,-0.399767465,-4.000982055,-6.49731765,0.313504982,-1.644873276,-0.112774217,82.44872026
-4.318729536,-0.147248093,-1.46057002,-0.61802009,-5.649121776,-6.137397139,-2.17749395,-0.10623187,1.174024719,-2.410619893,-4.960769785,0.045982025,-0.685038556,-0.314407535,5.654940188
-5.882568832,-0.905802433,-2.287628792,-1.47513894,-7.394528288,-6.971772005,-2.933050734,-0.908740921,0.26268782,-3.314310976,-5.832885627,-0.28958416,-2.639900798,-0.302592739,5.458421289
-6.450798122,-1.174890095,-2.347846376,-1.664658409,-8.024676976,-7.23461465,-3.301040284,-1.184001895,0.05807942,-3.446683449,-6.005350972,-0.267318056,-2.865523558,-0.286503634,6.857596507
-4.872465919,-0.665281685,-1.868372599,-0.94043652,-6.106143495,-6.578840587,-2.685431443,-0.605353987,0.764057975,-2.794821594,-5.268306336,-0.3205275,-1.806371548,-0.417387114,6.87128981
-6.388716157,-1.528717448,-2.416857095,-1.591281182,-7.89934849,-7.474163328,-3.430849934,-1.404464478,0.132321929,-3.441293431,-5.946460364,-0.367551873,-3.06458688,-0.338980932,12.4482382
-5.937208642,-1.53353077,-2.090670515,-1.323400609,-7.421718839,-7.242245771,-3.233661899,-1.177536907,0.4615858,-3.172214919,-5.692599448,0.068184295,-1.691692698,-0.189799027,26.6223022
-7.699266673,-2.066537966,-3.484335654,-2.230826325,-9.03314819,-8.183644163,-4.199805264,-2.185572678,-0.559768347,-4.087509032,-6.580208219,-0.231152226,-3.134583551,-0.356453513,17.33928285
-5.64660357,-1.229051404,-2.137371141,-1.281320807,-6.99011777,-6.955598194,-3.072414508,-0.970159264,0.397565279,-3.0714829,-5.593452284,-0.057597626,-1.85775205,-0.230149302,11.36981122
-5.75093576,-1.095354188,-1.931557718,-1.23762003,-7.256957282,-7.046978938,-3.037598986,-1.024480788,0.518487778,-3.064259285,-5.597707515,-0.091023712,-1.722094048,-0.317814384,10.76607468
-7.256941076,-2.227881901,-2.674931796,-2.137353057,-8.521191001,-7.735992788,-3.801156623,-1.739232581,-0.298334787,-3.856754989,-6.445216578,-0.494909496,-3.496601332,-0.472184499,53.06297564
-6.550132752,-1.662531536,-2.598736213,-1.691397297,-7.913582398,-7.660146403,-3.671564901,-1.56220272,-0.02625483,-3.535004187,-6.019124987,-0.272304408,-2.58163797,-0.333040196,17.36046539
-6.489676077,-1.471577884,-2.964757567,-1.736792579,-7.919158972,-7.413872412,-3.513739556,-1.51113033,-0.14995,-3.575544315,-6.048730104,-0.311133127,-2.735437552,-0.391880345,9.742951432
