log10(IA-C),log10(B),log10(C),log10(CAV-C),log10(IV2-C),log10(Pd),log10(Pv),log10(Pa),log10(AAS-C),log10(AVS-C),log10(ADS-C),log10(tc),log10(TP),log10(Tva),Epi/km
-6.575613295,-1.469704347,-3.148767123,-1.535367089,-8.303712502,-7.504678559,-3.663552759,-1.560885424,0.38877877,-3.113799758,-5.809976514,0.180250498,-1.519335069,-0.25154763,27.96855904
-7.129934188,-1.907174051,-2.625864062,-1.801897223,-9.098705439,-7.785916239,-4.001861468,-1.94368832,0.152543715,-3.291115846,-6.022388073,-0.217786722,-2.514798412,-0.367635565,47.14796269
-7.063683577,-1.590796207,-2.44677119,-1.758172334,-9.072917904,-7.627984115,-3.764922932,-1.675927164,0.188318118,-3.370786973,-6.074119215,-0.073273211,-2.461904272,-0.433302668,33.27733833
-7.543804147,-2.0934283,-2.549316963,-2.047090184,-9.104289737,-7.973430571,-3.971927138,-1.920500839,-0.1526219,-3.775070905,-6.407012697,-0.386323116,-3.465750494,-0.348417897,89.06929065
-8.331527765,-2.334941211,-2.936699013,-2.48843278,-9.74705162,-8.318391316,-4.307716953,-2.355185472,-0.652481371,-4.202840098,-6.821831247,-0.163872652,-3.345591106,-0.350177061,86.5269825
-7.199462685,-1.471594656,-2.562935162,-1.867419001,-8.808612188,-7.738781297,-3.764917391,-1.657321562,-0.098021066,-3.659367163,-6.26259759,-0.438469695,-3.156489614,-0.374365039,27.29979667
-9.994711643,-2.677127727,-5.068157275,-3.303068827,-10.84898016,-9.114555145,-4.59834765,-3.013325964,-1.343480115,-4.830629639,-7.576846866,0.645856996,-0.815644025,0.143954478,318.9850031
-7.443034049,-1.901643285,-2.49948606,-2.044901915,-8.871160407,-7.818454859,-3.889609678,-1.865831899,-0.228145933,-3.66289699,-6.336919362,-0.447783924,-3.555814862,-0.465012435,23.3014594
-5.48410299,-1.027847912,-1.678797206,-1.05007874,-7.230349145,-6.943420979,-2.925994358,-0.924682011,0.646765587,-2.781744968,-5.388878808,-0.207411457,-1.88863404,-0.293323817,28.6854814
-7.594705383,-1.626097373,-2.96712128,-2.086053374,-9.284013904,-7.823945572,-3.852935463,-1.789334045,-0.324580247,-3.792427285,-6.433496645,-0.373796812,-3.4817839,-0.395929339,30.67920347
-6.521256061,-1.477044191,-2.117429389,-1.598608123,-7.942914631,-7.344501697,-3.311513094,-1.338564059,0.223032975,-3.314325941,-5.93794051,-0.334121981,-2.538882262,-0.359065226,21.48601195
-6.618591277,-1.384397708,-2.431241719,-1.639466237,-8.151781951,-7.397900878,-3.534132468,-1.421848171,0.091292003,-3.340833638,-5.976709708,-0.416691772,-3.00850813,-0.354299818,26.06123964
-7.216846006,-2.012045542,-2.26180988,-1.962471553,-8.535095385,-7.798872722,-3.82332057,-1.706578421,-0.096022258,-3.639046381,-6.284560958,-0.65629572,-3.817186727,-0.548290212,24.00575542
-6.655804658,-1.223773881,-2.265008496,-1.547637697,-8.293954308,-7.308160556,-3.389290856,-1.307176106,0.326960847,-3.295612318,-5.948653959,-0.499910293,-3.285518086,-0.435405605,30.7582407
-5.174352501,-0.789792705,-1.478903768,-0.829066591,-6.493534618,-6.718830707,-2.756705417,-0.751034522,1.086284089,-2.521131631,-5.190154099,-0.231177914,-1.629551163,-0.341112059,22.76167904
-6.456577507,-1.588741382,-1.761464939,-1.429012819,-8.318885658,-7.187658073,-3.46544863,-1.293995194,0.472555963,-3.189519936,-5.840464554,-0.311127395,-2.6374235,-0.361299087,22.99649896
-6.14332108,-1.584780989,-1.552605284,-1.312624703,-7.7685984,-7.140288406,-3.212622372,-1.213373506,0.597170361,-2.984747157,-5.658181096,-0.416983184,-2.64670364,-0.371169806,24.63432275
-6.215577914,-1.383658612,-1.885376389,-1.329305879,-7.844856256,-7.195729649,-3.335818773,-1.224794926,0.559423534,-3.030939123,-5.700524489,-0.364239098,-2.875765737,-0.339904046,27.98049897
-6.119029464,-1.052921758,-2.003652222,-1.292033628,-7.790268284,-7.049243501,-3.063453696,-1.078915841,0.548502429,-3.046865657,-5.686105031,-0.3734973,-2.673290274,-0.337735346,28.46235339
-8.331561236,-2.252882809,-2.832982149,-2.496583088,-9.664142526,-8.232977126,-4.283275432,-2.272401071,-0.640921331,-4.307711375,-6.86349999,-0.525499122,-3.965110323,-0.387900824,97.33867845
-6.189314904,-1.558693383,-1.823286186,-1.379889558,-7.449900334,-7.128360679,-3.325088324,-1.34686856,0.477234573,-3.120956972,-5.74750165,-0.550375273,-2.874489995,-0.45278398,25.03643431
-6.79503471,-1.868380256,-2.061237157,-1.64810132,-8.689782812,-7.493310224,-3.618672972,-1.496457254,0.224326346,-3.286628948,-5.979795701,-0.198141211,-3.195714693,-0.299979002,21.64614888
-7.164021094,-1.849335059,-2.062431254,-1.819086345,-8.917948438,-7.54642848,-3.640618426,-1.572901461,0.120805841,-3.488103288,-6.183488719,-0.473480038,-3.759259472,-0.431697663,26.87807967
-7.028064868,-1.845105337,-2.235616539,-1.780497681,-8.561714093,-7.527214924,-3.654485646,-1.607548549,0.079485725,-3.382337947,-6.076767732,-0.057192371,-2.105163233,-0.229207246,25.1628828
-6.013990399,-1.896008363,-1.135325859,-1.287606496,-7.981804443,-6.843682951,-2.964605053,-0.981856025,0.650208739,-2.927072883,-5.636843432,-0.637454836,-3.387473259,-0.453735308,24.94537251
-5.283453656,-1.515386124,-0.989081018,-0.998280058,-6.894713416,-6.542570255,-2.480999443,-0.542914632,0.870508775,-2.656151642,-5.327181911,-0.737896317,-3.184034385,-0.391017703,24.52950918
-6.404339268,-1.333829967,-1.819082837,-1.479052455,-7.745490892,-7.346036419,-3.404663238,-1.377220575,0.391788859,-3.19049398,-5.835536434,-0.353823745,-2.884431131,-0.447800159,17.84431322
-7.054751637,-1.729481857,-2.094071595,-1.754828261,-8.868675658,-7.494167437,-3.666612952,-1.634281144,0.161134529,-3.432302393,-6.11967002,-0.183788242,-2.799865684,-0.293548848,60.30671989
-7.247963491,-1.626739199,-2.498582362,-1.832148517,-8.90671806,-7.685948424,-3.714667354,-1.752607666,0.070128972,-3.669942534,-6.278037433,-0.238880285,-3.2033093,-0.476606701,36.9865294
-5.180399373,-0.951951258,-1.323513448,-0.998184886,-6.583413342,-6.67857421,-2.591818704,-0.638907385,0.753354394,-2.72965988,-5.339195422,-0.662130271,-2.792305545,-0.497450365,24.77893595
-6.805841048,-1.993532244,-2.259146175,-1.711901214,-8.659537071,-7.666043501,-3.721754079,-1.63778778,0.062463782,-3.513884437,-6.080796859,0.134074789,-2.243021891,-0.254075741,77.00485034
-5.671748196,-1.365032324,-1.536378938,-1.077960628,-7.575267711,-6.926487237,-3.080799475,-0.94698189,0.772631005,-2.902726282,-5.491343651,0.081580511,-1.908139085,-0.315361369,30.33359755
-5.629578969,-1.136292682,-1.670567257,-1.053778214,-7.390806105,-7.071903857,-3.196605895,-1.117910415,0.846517283,-2.867179341,-5.465210313,-0.223777343,-2.864586957,-0.358677841,12.00074599
-6.807609406,-1.813232463,-2.277417293,-1.692347209,-8.460940516,-7.649624347,-3.623188223,-1.617832301,0.141670439,-3.538915611,-6.085398722,-0.345865402,-3.218806779,-0.400908049,28.61270023
-4.129501416,-0.353388826,-0.89330629,-0.406420351,-5.759203491,-6.311500406,-2.304970782,-0.246549493,1.433676307,-2.20254499,-4.777668484,-0.25948269,-1.826261084,-0.40066005,12.17089683
-5.467837886,-0.936338834,-1.335310107,-0.997460414,-7.498013767,-6.781016691,-2.994009101,-0.863403642,0.917181579,-2.58400417,-5.276554353,-0.452549,-3.329229934,-0.407506843,12.29775423
-5.964727274,-0.713194656,-1.844342866,-1.260555212,-8.041566052,-6.729715795,-3.096633123,-0.880450238,0.647175058,-2.834119476,-5.533301282,-0.268431569,-3.014994144,-0.435388887,12.17089683
-5.144884861,-1.081259109,-1.276009543,-0.8405881,-6.971487027,-6.77624384,-2.716001483,-0.728858432,1.02020581,-2.635803827,-5.235433136,-0.334842791,-2.57529454,-0.41958346,13.67764816
-7.137290963,-1.674019913,-2.785635072,-1.990529884,-8.853862372,-7.632963714,-3.616623403,-1.555300563,-0.21019073,-3.758576473,-6.318823812,-0.236442008,-3.370456771,-0.424538695,41.3849862
-6.17579455,-1.326130987,-2.08142214,-1.41137815,-7.942315918,-7.2532025,-3.395795227,-1.350488875,0.324978666,-3.153405125,-5.745471025,-0.271902972,-3.452331512,-0.428389783,20.96780305
-5.934841707,-1.403094552,-1.789328795,-1.255489077,-7.863557363,-7.228743954,-3.204634679,-1.140240876,0.540994669,-3.070823212,-5.643752381,0.012810861,-2.303537781,-0.356133546,26.39222083
-5.757927509,-0.969869957,-2.108435676,-1.178404899,-7.688968908,-7.027188542,-3.076447314,-0.973400458,0.569847955,-3.005747289,-5.563101118,-0.201124065,-2.714491773,-0.425585552,27.09846529
-6.5531415,-1.881318799,-2.222094462,-1.659494834,-8.456647311,-7.288426846,-3.354804025,-1.322665714,-0.0995533,-3.463146159,-6.021965518,-0.354548548,-3.439703885,-0.391831591,41.51313474
-5.911261433,-1.166970305,-1.933338807,-1.211936507,-7.85289702,-7.109370169,-3.27727782,-1.086432245,0.639136154,-2.935544649,-5.566795382,-0.327791917,-3.105758448,-0.394952116,20.51506514
-6.5559056,-1.657084721,-2.518647969,-1.656197889,-8.181005377,-7.5573097,-3.524050161,-1.451652938,0.083565469,-3.429361336,-5.981381459,-0.025125304,-3.220243027,-0.321195408,18.39199483
-6.272891981,-1.271306419,-2.010747525,-1.501202721,-8.070990288,-7.300536178,-3.349812255,-1.288348609,0.212127135,-3.246784545,-5.850657352,-0.504020814,-3.407855911,-0.436059067,40.14426715
-5.819020642,-1.74910349,-1.870970799,-1.322163013,-7.686465725,-6.874240184,-2.938348043,-0.80352472,0.362093137,-3.14333935,-5.708405275,-0.534288955,-3.442995866,-0.509975238,41.43412659
-7.463325294,-2.077326145,-2.694845338,-2.097376072,-8.95085022,-8.070127521,-4.111727113,-2.074166158,-0.374117137,-3.972146496,-6.450126185,0.214467619,-1.808662955,-0.112774217,82.44872026
-4.062044497,-0.054488751,-1.142300059,-0.426740386,-5.395711025,-6.137397139,-2.17749395,-0.10623187,1.372074662,-2.219636936,-4.772374331,0.076096423,-0.654924158,-0.314407535,5.654940188
-5.594716749,-0.790050096,-1.96624877,-1.250450196,-7.112670295,-6.971772005,-2.933050734,-0.908740921,0.474199075,-3.094578897,-5.60830599,-0.307209132,-2.657525771,-0.302592739,5.458421289
-6.195277377,-1.05928967,-2.025060137,-1.48138728,-7.785246373,-7.23461465,-3.301040284,-1.184001895,0.234526036,-3.257442452,-5.821870021,-0.299301199,-3.102418819,-0.411372957,6.857596507
-4.642028675,-0.578411963,-1.528733449,-0.806421162,-5.868555985,-6.578840587,-2.685431443,-0.605353987,0.877327899,-2.656519233,-5.132553216,-0.327796202,-1.813640251,-0.417387114,6.87128981
-6.196485172,-1.465569689,-2.150982601,-1.474871768,-7.717698761,-7.474163328,-3.430849934,-1.404464478,0.231365814,-3.35341017,-5.833746586,-0.389201996,-3.102412969,-0.406198063,12.4482382
-5.978808177,-1.500615466,-1.893750266,-1.34934362,-7.507774287,-7.242245771,-3.233661899,-1.177536907,0.44540886,-3.196217958,-5.725783788,0.040836153,-1.911451396,-0.193559849,26.6223022
-7.606165715,-1.925780823,-3.143346161,-2.17490066,-8.947964977,-8.183644163,-4.199805264,-2.185572678,-0.522450297,-4.06326739,-6.53256201,-0.260210279,-3.167688651,-0.493794796,17.33928285
-5.435902764,-1.224420911,-1.828810059,-1.140503896,-6.788393988,-6.955598194,-3.072414508,-0.970159264,0.536283031,-2.950278411,-5.458507134,-0.051014159,-1.851168583,-0.230149302,11.36981122
-5.569787981,-1.012933157,-1.621724114,-1.122520612,-7.081428681,-7.046978938,-3.037598986,-1.024480788,0.649702801,-2.963056455,-5.486034517,-0.055080253,-1.686150589,-0.268227878,10.76607468
-8.043116155,-2.098546524,-2.746208273,-2.281250274,-9.824170484,-8.071036181,-4.197699217,-2.051915789,-0.369038608,-3.952970369,-6.613913976,-0.011779373,-3.281523,-0.247631915,53.06297564
-6.433063795,-1.579625646,-2.314244137,-1.634709843,-7.784597634,-7.660146403,-3.671564901,-1.56220272,0.014105642,-3.51081808,-5.964888186,-0.279172667,-2.588506229,-0.333040196,17.36046539
-6.251633324,-1.346102169,-2.623406609,-1.576686686,-7.684630905,-7.413872412,-3.513739556,-1.51113033,-0.005201965,-3.428505526,-5.887020107,-0.31832906,-2.742633485,-0.391880345,9.742951432
