log10(Pd),log10(Pv),log10(Pa),log10(IV2),log10(CAV),log10(Ia),log10(AAS),log10(AVS),log10(ADS),log10(Epi),log10(PGV)
-3.253537643,-1.875271372,-1.436734004,-4.221957255,-1.217268676,-5.811968464,0.784030335,0.181909154,-0.636705139,1.542799533,-1.27699169
-3.242854549,-1.791369316,-1.574557081,-3.719957688,-1.208732219,-5.799068742,0.791994965,0.432125805,-0.648115688,1.541216454,-1.008653199
-2.891473897,-1.708347001,-1.201914824,-3.545007781,-0.831059294,-5.03036905,1.16904092,0.513325168,-0.65282493,1.552960758,-1.013808535
-3.110539162,-1.761243293,-1.334661011,-3.536505558,-0.985355856,-5.350458446,1.015380766,0.521820498,-0.592586772,1.614541298,-1.159076031
-2.268964453,-1.221276814,-0.282782094,-2.514999996,0.000810321,-3.382543305,2.001544593,1.043042176,0.135185107,1.744154903,-0.019374483
-2.960756707,-1.891963501,-0.931705294,-3.715306425,-0.643396674,-4.683697601,1.357092046,0.452627273,-0.60199666,1.742780694,-0.476912113
-2.868981889,-1.74561939,-1.04082076,-3.221911209,-0.84049569,-4.761078885,1.161720873,0.564218299,-0.551345172,1.52796806,-1.146901522
-2.749095967,-1.530179393,-0.752786841,-3.01995733,-0.490414769,-4.308003732,1.510788885,0.777319735,-0.340590137,1.921572359,-0.94158862
-2.571864656,-1.558923276,-0.663724891,-3.103509972,-0.367638239,-4.081434448,1.632775107,0.743893606,-0.096300881,1.880803539,-0.482563015
-2.525523417,-1.454933211,-0.851063983,-2.606400699,-0.303241264,-3.715145058,1.69752719,0.947174289,-0.224221723,1.45868742,-1.023078395
-2.355338901,-1.381176405,-0.434102264,-1.964237464,0.047026348,-3.099869222,2.048344308,1.240108223,0.250719422,1.403505297,-0.647570071
-2.686346595,-1.720382641,-0.977516009,-2.901168118,-0.404648051,-3.968858906,1.595914718,0.785771868,-0.409380457,1.463069459,-1.261625484
-2.358258846,-1.231475926,-0.392763432,-2.024491499,0.067018924,-2.9551578,2.067769717,1.20084524,0.088822248,1.477773436,-0.714103652
-2.892318026,-1.539037659,-0.767541183,-2.493241824,-0.40510808,-3.699848626,1.595774081,0.940803662,-0.474422379,1.483196685,-0.997285313
-2.421930672,-1.498654137,-0.739622268,-2.751559744,-0.348962306,-4.078741355,1.651752112,0.925690906,0.048373871,1.649680279,-0.789186636
-3.127389455,-2.047173041,-1.299527839,-3.687488979,-0.835187053,-5.053869019,1.165467343,0.461668322,-0.642374026,1.655680312,-1.10199539
-3.341186654,-2.248790977,-1.576957158,-4.393765344,-1.413824245,-5.90968691,0.587534589,-0.00675071,-0.468085884,1.515356787,-1.012909089
-1.437185681,-0.23934705,0.465805138,0.039692555,1.149790122,-1.04890536,3.150173309,2.280967384,1.313643629,1.139754525,0.230363944
-2.197247369,-0.737403302,-0.135757751,-1.051436568,0.537313301,-2.236326473,2.537769656,1.723878764,0.469798614,1.129067841,-0.392486634
-2.390416127,-0.95462583,-0.194204423,-1.767559965,0.234781294,-2.859106698,2.235678466,1.395597158,0.160649597,1.543651272,-0.685529489
-3.668603629,-2.192969786,-2.011979743,-4.112531162,-1.226070891,-5.840939044,0.774657671,0.233870223,-0.946920025,2.042133786,-1.559151226
-2.71574387,-1.566041491,-0.771170472,-2.951771128,-0.189953331,-3.760726675,1.810306454,0.824277734,-0.172545365,1.828542451,-0.603485331
-1.969242399,-1.162292975,-0.194792916,-2.21591983,0.034998088,-3.255984436,2.035821972,1.164111513,0.478989859,1.446670092,-0.337190289
-2.29701169,-1.244958745,-0.263460346,-2.562420661,-0.010440058,-3.365685211,1.990071322,0.999623651,-0.03726063,1.673462931,-0.8760217
-2.422550989,-1.366161158,-0.385391702,-2.910107362,-0.206330287,-3.770623812,1.793947102,0.835914287,-0.102196838,1.522148582,-0.94422211
-3.079427378,-1.739531847,-1.115729555,-3.456136796,-0.649726227,-4.65276561,1.350959577,0.55272252,-0.624708215,1.949727994,-0.924761312
-3.261213472,-2.167817589,-1.46522415,-3.95848023,-1.038764629,-5.465518241,0.962112411,0.308067,-0.723917407,1.937151559,-1.274167121
-2.718019919,-1.432268535,-0.534342788,-2.635836028,-0.370853032,-3.868972067,1.629599796,0.846688146,-0.490198896,1.436159412,-0.919015724
-1.671547687,-1.179430925,-0.661600992,-2.38541756,-0.523679025,-4.232889263,1.477529929,1.025302166,0.919984119,2.503770265,-0.160185562
-3.188084966,-1.680244923,-1.137920462,-2.991416917,-0.689651744,-4.445526702,1.310750801,0.663573524,-0.639456461,1.367383122,-1.245620533
-1.937625206,-0.808498199,0.231128827,-1.198886827,0.511921595,-2.076696053,2.512994725,1.618694673,0.701870411,1.457662143,-0.127678402
-3.107987088,-1.619057309,-0.861547755,-3.055339815,-0.65971955,-4.207132663,1.341967021,0.572434685,-0.675754863,1.48684408,-1.165287054
-2.204760281,-0.985186792,-0.020745162,-1.759449767,0.14020262,-2.852782516,2.140679894,1.299991211,0.015636424,1.332155813,-0.630871718
-2.597706398,-1.252579073,-0.421897285,-1.68608599,0.141695243,-2.843261259,2.142785872,1.319722615,0.037231539,1.41599507,-0.581828485
-3.160891007,-1.530804175,-0.997008728,-2.566538658,-0.607459874,-4.221135589,1.393909109,0.846083484,-0.610341685,1.380315377,-1.003390271
-2.785607792,-1.306807869,-0.535572123,-2.217342733,-0.398521305,-3.638149982,1.602415732,0.939524388,-0.416283576,1.487961491,-0.668742576
-1.398373248,-0.286552151,0.654869694,-0.217302907,0.856476729,-1.387475252,2.857046313,2.079434538,0.87503856,1.357204295,0.134346658
-2.326296105,-1.062491484,-0.045607305,-1.994529243,0.041228396,-2.998723081,2.042038507,1.141830954,-0.112066049,1.361661723,-0.682497639
-2.229720456,-1.013071976,-0.107180809,-1.441750435,0.173079183,-2.695959154,2.173446537,1.407166781,0.068534266,1.391540627,-0.403044121
-2.530309921,-1.296975626,-0.541186357,-1.801839876,-0.082267682,-3.299337677,1.920011818,1.25395157,0.030569276,1.446855455,-0.644007786
-2.299792974,-1.001783633,-0.066070504,-1.771857103,0.199378106,-2.902192568,2.199960995,1.336310693,0.156976267,1.454270807,-0.68823009
-3.439611201,-2.041588897,-1.361386928,-3.627271665,-0.758182137,-4.906409821,1.241977367,0.481437459,-0.879129295,1.988285446,-1.211435998
-2.324114721,-0.867994732,-0.135798168,-1.281032973,-0.003587533,-2.944234172,1.996926716,1.447933655,-0.032414742,1.398572477,-0.331580312
-3.039270409,-1.879771075,-1.115452775,-3.009300881,-0.726970075,-4.566236354,1.273301466,0.682722115,-0.565562607,1.335380641,-1.293609659
-3.285779434,-1.774095936,-1.428573261,-3.406730871,-1.086518578,-5.230769286,0.914676495,0.480631266,-0.70849246,1.429398237,-1.491845087
-2.172262146,-1.240045298,-0.236068452,-1.881277201,0.273755248,-2.834961707,2.274159892,1.350888795,0.438491998,1.400760395,-0.877667945
-2.799381683,-1.302834343,-0.663654061,-2.395625268,-0.443073862,-3.908154014,1.557777721,0.986263661,-0.486860812,1.396989994,-0.93725579
-2.446138068,-0.763156807,-0.372479908,-1.136292443,0.039525777,-2.968599633,2.040866383,1.582737606,0.011391545,1.389688858,-0.26163246
-2.58240318,-1.263726814,-0.434796165,-1.628634357,0.043950686,-3.249703602,2.044424089,1.422607048,0.064080025,1.251499838,-0.746412656
-2.773795623,-1.605901645,-0.699651478,-2.862651522,-0.214359094,-3.829567325,1.786251916,0.879178022,-0.111810585,1.780365708,-0.84570271
-2.964429015,-1.783475724,-1.539148451,-3.224493748,-1.153700224,-5.114629251,0.855480185,0.410046571,-0.317352611,1.568043582,-1.102306177
-2.130175274,-0.619721174,0.120788096,-0.731375584,0.39976911,-2.290334585,2.400355305,1.806856496,0.323551315,1.394082653,-0.08409419
-2.377096681,-1.657043933,-0.725920628,-2.975826535,-0.373395406,-4.091482373,1.626880536,0.805257689,0.211527449,1.886518081,-0.928826005
-1.989719596,-1.296714627,-0.302887666,-1.861877443,0.089975685,-2.910805494,2.091192047,1.251218527,0.634144211,1.48192392,-0.689510388
-2.640809614,-1.562826079,-0.944267186,-2.375672845,-0.24393456,-3.724549845,1.756756555,1.049479293,-0.124432064,1.079208243,-0.953979385
-2.872941378,-1.57129633,-0.777113451,-2.743804567,-0.610623779,-4.041867732,1.392794883,0.707913511,-0.346464574,1.456558845,-0.970779627
-1.566778395,-0.469371249,0.362870057,-0.250043356,0.967160999,-1.388665451,2.967560005,2.122489144,1.044133251,1.085322581,0.171113681
-2.876680934,-1.587514361,-0.829301799,-2.615709697,-0.336903929,-3.980366285,1.663774368,0.95636034,-0.321424128,1.089825809,-1.249379921
-2.746562575,-1.598142108,-0.687777991,-2.863346411,-0.21244673,-3.727295027,1.787691104,0.841423058,-0.240513651,1.085322581,-1.243729679
-2.240451749,-0.987772624,-0.11465859,-1.578517804,0.331193391,-2.524191351,2.332034434,1.43411062,0.318178655,1.136011428,-0.546705572
-3.200486062,-1.99810873,-1.693626121,-4.297938521,-1.268301947,-5.93316832,0.732691636,0.14688035,-0.640943803,1.616842815,-1.368213285
-3.298236311,-1.650118257,-1.169537993,-2.879740365,-0.871500747,-4.808015506,1.12906611,0.718501196,-0.633136773,1.321552929,-1.20042518
-2.316348643,-1.561798137,-0.542153185,-2.679422898,-0.322685985,-3.679594052,1.67803752,0.851503632,0.005305456,1.421475936,-1.062009908
-2.576492792,-1.351191454,-0.400730094,-2.403209089,-0.098449995,-3.208579435,1.902504134,0.942238965,-0.024753533,1.432944695,-0.857949741
-3.283255293,-1.795810959,-1.384777706,-4.347217195,-1.112245308,-5.624972535,0.888852679,0.103013809,-0.807462961,1.618185529,-1.075114451
-2.777966531,-1.619275944,-0.790150237,-2.688470974,-0.355772622,-4.028682294,1.644617353,0.91657904,-0.38005216,1.3120729,-1.188372057
-3.195117723,-1.976467263,-1.526813161,-3.274812471,-1.030430189,-5.293730863,0.97009529,0.585800505,-0.620723235,1.264628836,-1.425376852
-2.998789906,-1.499855796,-1.47373566,-3.59886461,-1.121660454,-5.587006392,0.879657819,0.275109345,-0.920474618,1.603623534,-0.767980674
-3.07222002,-1.990565063,-1.423901939,-3.92967702,-0.972785481,-5.340505406,1.028101747,0.322972381,-0.570807281,1.617358189,-0.682114007
-2.023130574,-1.438222186,-0.560647958,-2.648321997,-0.252329268,-3.865010003,1.748091818,0.972491078,0.416956397,1.916183919,-0.86198663
-0.731020581,0.165125876,1.063534648,0.927808057,1.652518508,0.025605796,3.652893536,2.700887432,1.902571001,0.752428016,0.655269344
-2.350316639,-1.116435307,-0.290325306,-1.509227091,0.387409064,-2.536469692,2.387661906,1.482731996,0.383082069,0.737067052,-0.402206319
-2.80311762,-1.468067624,-0.667996194,-2.391075992,-0.017866917,-3.364322777,1.982764763,1.071665105,-0.041324266,0.836171928,-0.887871911
-1.485844048,-0.397141234,0.51723257,-0.135517566,0.982427756,-1.285156003,2.983110112,2.138360386,1.000320055,0.837038266,0.307552726
-2.713210973,-1.350571287,-0.636571711,-2.116483684,0.033920914,-3.226725116,2.034455843,1.188108248,-0.010052777,1.09510789,-0.700504839
-1.952287549,-0.946816464,-0.083147138,-1.497985522,0.31771788,-2.572380402,2.318217034,1.442858014,0.528807334,1.425245609,-0.481988642
-2.907478372,-1.760078503,-0.988595257,-3.038675192,-0.520043682,-4.330727692,1.480883263,0.706331699,-0.433505597,1.239031131,-1.315030228
-1.800154424,-0.991464773,-0.104950952,-1.128322321,0.408389201,-2.415181195,2.409168241,1.664225924,0.756677823,1.055753254,-0.308601769
-1.631070336,-0.583790004,0.382619482,-0.923374199,0.796228472,-1.794969654,2.796794194,1.838878607,1.009007886,1.032057388,-0.45554206
-3.269743627,-2.270467699,-1.539482187,-4.368791625,-1.108999958,-5.582741137,0.891687873,0.099079027,-0.705650665,1.7247916,-0.937022028
-2.309333562,-1.190670494,-0.446360979,-1.709654199,0.253156454,-2.668675434,2.253569923,1.345740186,0.217449756,1.239561363,-0.661943983
-2.424304425,-1.3898435,-0.388152529,-2.104201974,0.045143901,-3.204446302,2.045428453,1.230970095,0.027420751,0.988690538,-0.958625423
-3.017632677,-1.804487599,-0.838110299,-3.374954197,-0.448960961,-4.307883539,1.551419292,0.616804952,-0.548402061,1.675557893,-1.073395972
-2.239917617,-1.439807209,-0.526120281,-2.711457751,-0.163301419,-3.684884612,1.837532451,0.935130608,0.342763522,1.848905464,-0.879465297
-2.104130396,-0.902193115,-0.104202553,-0.990393574,0.608411551,-2.159418343,2.608876958,1.786521117,0.446847606,0.528695553,-0.356282073
-2.525246608,-1.023066085,-0.438222556,-1.434190376,0.289699322,-2.528719214,2.289869414,1.469834825,0.066296057,0.858712227,-0.348716412
-1.462022498,-0.350142122,0.550801035,-0.191056164,0.942742336,-1.257442612,2.94343838,2.08860916,1.195490418,1.159847753,0.078960517
-2.873707432,-1.653440515,-0.867282405,-2.792276441,-0.353026931,-3.873391639,1.647336995,0.786381353,-0.409749714,1.150123755,-1.03259784
-2.159824085,-0.83462961,0.000881242,-1.039362712,0.473907358,-2.195498684,2.474453425,1.626984048,0.387225728,1.142707197,-0.116856421
-2.551780775,-1.083165748,-0.208653567,-1.376196907,0.373601673,-2.472164685,2.37373566,1.517319458,0.142765671,1.002996429,-0.282612897
-0.923779894,0.179945825,1.027179887,1.15959108,1.71479478,0.32059865,3.715023765,2.724201062,1.642699111,0.834380408,0.916369351
-1.801840059,-0.420686147,0.339336899,-0.41553478,0.876285618,-1.34546031,2.876503528,1.962421614,0.693442254,0.835965787,0.158129331
-1.950884451,-0.482511056,0.192167138,-0.431424711,0.858136707,-1.384897917,2.858347201,1.944202008,0.607615128,0.834380408,0.125566901
-1.675210213,-0.259713798,0.415459217,-0.225221765,0.979203768,-1.183279532,2.979386967,2.050315047,0.955689786,0.822758344,0.224689546
-2.577333203,-0.980045228,-0.423489611,-1.401739642,0.255355622,-2.830946995,2.255780524,1.52921695,0.081727674,0.568026016,-0.397171592
-3.39253739,-1.829180582,-1.362886266,-2.911527499,-0.820517962,-4.679480343,1.180705097,0.636871427,-0.702393851,1.350980365,-0.9934817
-1.708069036,-0.565772864,0.338052376,-0.498912246,0.879759689,-1.39885454,2.880124774,1.930605844,0.89609853,0.961270231,0.113519729
-2.858374288,-1.488082316,-0.826686608,-2.167144254,-0.226148764,-3.60800215,1.773951595,1.07949541,-0.220625522,1.149026567,-0.735500686
-3.370343646,-2.14847835,-1.489646495,-4.269047118,-1.169256038,-5.710838875,0.831178556,0.165068977,-0.845508893,1.704103639,-1.287320616
-1.641982321,-0.187352514,0.624950633,0.159148608,1.14896739,-0.989536443,3.149217486,2.275086179,0.94117822,0.446563828,0.464774881
-2.006295665,-0.455703074,0.162287559,-0.630402637,0.679551886,-1.871955005,2.679687438,1.863486574,0.441760481,0.419312027,0.047816737
-3.119342508,-2.137065568,-1.302319706,-3.959597515,-0.872984393,-5.154276773,1.128035792,0.322578554,-0.576811704,1.677951263,-0.728009227
-1.851288149,-1.121906527,-0.231271508,-1.946767402,0.289167838,-2.789710362,2.28964444,1.32376738,0.595817734,1.577629609,-0.301213481
-1.994028165,-1.258406988,-0.47813911,-2.366361332,0.002174435,-3.398087351,2.002810383,1.119159242,0.632099912,1.784745893,-0.373288482
-3.138483864,-2.034221658,-1.172644014,-3.973757005,-0.661332065,-4.729759727,1.339207596,0.320853223,-0.682657293,1.570161648,-1.091349044
-2.552586317,-1.215460142,-0.458291844,-1.443951824,0.483764473,-2.200977992,2.486027973,1.48134466,0.293938236,1.138390336,-0.569389555
-1.411050685,-0.377668613,0.541094896,0.040650118,1.151328527,-0.804528501,3.151533791,2.182951427,1.356722896,1.257692665,0.451170424
-2.522567749,-1.00321851,-0.268000085,-1.374324252,0.297568116,-2.285098982,2.299136638,1.388878385,0.063028869,1.349396517,-0.253279384
-2.602652629,-1.257343809,-0.364839856,-1.712323909,0.289905966,-2.380778145,2.290384935,1.234064893,0.086925348,1.303509359,-0.43755321
-2.388198532,-1.034152247,-0.087624587,-1.384429323,0.54252537,-2.093783876,2.543612334,1.50681295,0.291449119,1.057150724,-0.446322041
-1.916601683,-0.832541322,0.123334507,-0.469790339,0.934504162,-1.100273326,2.935192904,1.878772992,0.807403451,1.343356798,0.092985502
-2.528621779,-1.496479268,-0.802841979,-2.324586052,0.014751771,-3.113114287,2.015339661,1.058320881,0.141848331,1.314579039,-0.844015643
-2.895705604,-1.550299906,-0.663106521,-2.357624214,-0.005717232,-3.182278705,1.995069084,1.039658095,-0.218140794,1.131764343,-1.024653236
-2.431420578,-1.049794278,-0.139272302,-1.644514036,0.377588081,-2.418025231,2.378021231,1.401357521,0.243940376,0.971211564,-0.56109456
-1.907961877,-0.795685999,0.089648168,-0.778405522,0.782181568,-1.512347994,2.783392088,1.761196185,0.739673306,1.157235731,-0.168962823
-1.725038648,-0.609628905,0.407478511,-0.160454164,1.130701705,-0.846758592,3.13147975,2.073623403,0.960225199,1.15434362,0.175029852
-2.462497183,-1.302352769,-0.408295844,-1.608027851,0.4239752,-2.350923211,2.42515179,1.414997696,0.345171059,1.013767638,-0.623946576
-2.154195538,-0.805903899,0.040374609,-1.016623389,0.630352843,-1.812811788,2.630907082,1.647951263,0.427812431,1.19927754,-0.261492138
-2.665777506,-1.247397279,-0.622372484,-1.804746009,0.208094868,-2.706394455,2.208921404,1.273482348,0.027383802,1.200499255,-0.634772426
-2.787093477,-1.560009934,-0.619404155,-2.740528509,-0.219951848,-3.587939078,1.78118485,0.830209349,-0.357340073,1.233279407,-1.170168446
-3.300597994,-1.763298493,-1.512436607,-3.452844554,-0.660589317,-4.431751014,1.340106871,0.466394387,-0.630525043,1.393768829,-1.394443216
-3.195588027,-2.136248637,-1.405195408,-4.055792334,-0.70843486,-4.786848145,1.292559016,0.27668645,-0.672029757,1.807332902,-1.080455127
-2.117358427,-0.739143472,-0.096619348,-0.963435032,0.75991854,-1.721196386,2.760766044,1.774302089,0.599944814,0.849032505,-0.359328275
-3.205888207,-2.010131928,-1.080580264,-3.513557072,-0.420611094,-4.237640015,1.579843929,0.550839624,-0.654204063,1.797088816,-0.723396298
-2.417411974,-1.454514614,-0.540675518,-2.835454463,-0.295482887,-3.948536909,1.705123496,0.876916679,0.029870396,1.58631338,-0.567931433
-1.463414635,-0.982978284,-0.253890024,-1.662618255,0.159341262,-3.079920767,2.159759176,1.482024946,1.076297978,1.632124815,-0.105235716
-2.748679764,-1.597793637,-0.850688932,-2.71267958,-0.293051854,-3.831777812,1.707191571,0.864629208,-0.370792149,1.306880104,-1.028780896
-2.770959002,-1.610534134,-1.186259321,-2.647054387,-0.409467203,-3.934925481,1.59134032,0.864998919,-0.207864441,1.323678682,-1.082693285
-2.755413565,-1.628289085,-0.999351962,-2.905425888,-0.46104034,-4.110666951,1.539631095,0.752000188,-0.122744878,1.317131055,-1.175222306
-2.666047281,-1.728656596,-1.014370518,-3.438470667,-0.77219304,-4.916412158,1.22856559,0.567024707,-0.287927322,1.564930514,-0.63691901
-1.200309996,-0.827777079,-0.519079596,-1.669102009,-0.301002676,-3.874851058,1.699389683,1.411862915,1.235097603,2.417903462,0.253287421
-2.188251078,-1.309241849,-0.358209576,-2.653623836,-0.058301004,-3.491973431,1.94251884,0.960139952,0.399398255,1.569077038,-0.715394379
-2.185950586,-1.364724554,-0.504657798,-2.68664383,-0.117443218,-3.630520126,1.883348747,0.946786466,0.101012594,1.549866968,-0.912468322
-2.840675175,-1.485576744,-0.92855758,-2.754021739,-0.423670885,-3.741783761,1.580110162,0.698614779,-0.323063802,1.519661297,-0.971026553
-2.724982574,-1.494172998,-0.602718028,-2.454766251,-0.130010942,-3.254998039,1.87103975,0.881759254,-0.122821363,1.519616705,-0.821202457
-2.537137586,-1.505674677,-0.624662168,-3.028843616,-0.317296236,-4.040632613,1.683267299,0.79864971,-0.070028541,1.578635992,-0.962843742
-3.162200828,-1.817930771,-1.237754395,-4.114769386,-1.054346231,-5.466424797,0.946562261,0.215089802,-0.745028487,1.574114147,-1.111560665
