log10(Pd),log10(Pv),log10(Pa),log10(IV2),log10(CAV),log10(Ia),log10(AAS),log10(AVS),log10(ADS),log10(Epi),log10(PGA)
-2.525523417,-1.454933211,0.44584507,-2.404063511,0.836459235,-1.74692396,2.837178852,1.091512191,-0.07183765,1.45868742,0.611325014
-2.355338901,-1.381176405,0.337815226,-1.734112787,0.908843153,-1.550358256,2.909795068,1.405554047,0.444248292,1.403505297,0.711507314
-2.646365894,-1.690356181,0.023805066,-2.732158857,0.558613149,-2.286759993,2.559033115,0.920488898,-0.249184983,1.463069459,0.352579288
-2.243733443,-1.231475926,0.341998739,-1.852905544,0.967974703,-1.47854669,2.968907221,1.343168228,0.242121996,1.477773436,0.70255522
-2.892318026,-1.539037659,0.369967921,-2.27003544,0.834355703,-1.678505361,2.835103152,1.114319193,-0.297080302,1.483196685,0.646317703
-2.225900636,-1.422003791,0.423291534,-2.559769524,0.748636066,-1.962876201,2.74909796,1.05355453,0.255939916,1.649680279,0.833526604
-3.127389455,-2.047173041,-0.200234072,-3.483180582,0.316173709,-2.858316834,2.316758513,0.584043053,-0.475377636,1.655680312,0.576108562
-2.958468811,-2.04117327,-0.295562287,-4.097995141,-0.006105612,-3.329491192,1.995008814,0.191711529,-0.357623334,1.515356787,0.643916739
-1.394112001,-0.23934705,1.644050424,0.128897154,1.946881514,0.475035031,3.946992765,2.375431271,1.411126241,1.139754525,1.810532611
-2.124661009,-0.737403302,1.073775504,-0.980046224,1.422665609,-0.580980949,3.422737149,1.808212072,0.572648023,1.129067841,1.204087812
-2.390416127,-0.95462583,0.66235754,-1.533934357,1.201502874,-1.017242016,3.202347921,1.544686602,0.273067384,1.543651272,1.02283119
-3.668603629,-1.976420608,-0.196660927,-3.941463328,0.147141961,-3.12884254,2.148096483,0.353465164,-0.832974711,2.042133786,0.350673084
-2.71574387,-1.566041491,-0.139746423,-2.876073649,0.372047601,-2.714252109,2.372355254,0.903952706,-0.069391364,1.828542451,0.787794928
-1.699585567,-1.035703714,0.363686063,-1.920916832,0.801163232,-1.743847462,2.802022913,1.340097965,0.651088525,1.446670092,0.733801838
-2.29701169,-1.244958745,0.228493296,-2.481416713,0.500548032,-2.471112111,2.500810289,1.079008638,0.064918925,1.673462931,0.753983357
-2.388631061,-1.366161158,0.076872814,-2.516745428,0.443133741,-2.514407471,2.443618081,1.023024106,0.081491155,1.522148582,0.334629393
-3.079427378,-1.739531847,-0.012960935,-3.359906727,0.356242628,-2.725771842,2.356352343,0.646921447,-0.550849354,1.949727994,0.756576299
-3.181718454,-2.167817589,-0.383266169,-3.896033908,0.089970768,-3.275338873,2.090292747,0.383742346,-0.597040138,1.937151559,0.349090236
-2.718019919,-1.432268535,0.244810427,-2.536730637,0.559478884,-2.173064376,2.559587302,0.965537753,-0.36893808,1.436159412,0.717514533
-1.461501021,-1.179430925,-0.237579974,-2.013108104,-0.036652823,-3.21462839,1.964687194,1.247421529,1.08886613,2.503770265,0.753317201
-3.108030938,-1.680244923,0.097455363,-2.944661904,0.453069455,-2.378797324,2.453193651,0.747492434,-0.525713815,1.367383122,0.447562611
-1.681222583,-0.622419751,0.82493455,-0.72989492,1.412806757,-0.505826988,3.414253854,1.862001851,0.838447188,1.457662143,1.31938302
-3.107987088,-1.619057309,0.00288766,-2.984021953,0.327439911,-2.641572532,2.327789787,0.68955738,-0.578452947,1.48684408,0.331788355
-2.204760281,-0.985186792,0.583225368,-1.709596612,0.977085182,-1.348395767,2.97726852,1.380743881,0.12780806,1.332155813,0.961490841
-2.591816358,-1.252579073,0.350771095,-1.60851187,0.991276237,-1.323173731,2.99142618,1.425818525,0.138462707,1.41599507,0.953764612
-3.160891007,-1.530804175,0.185725485,-2.522384231,0.620029058,-1.990304765,2.620251277,0.929337157,-0.503780229,1.380315377,0.750900059
-2.785607792,-1.306807869,0.445030144,-2.11006914,0.779928759,-1.623707165,2.780539038,1.0973581,-0.30110633,1.487961491,0.873430584
-1.398373248,-0.286552151,1.389025336,-0.136571695,1.757959333,0.22439781,3.758081856,2.17994385,1.039910705,1.357204295,1.715518602
-2.326296105,-1.062491484,0.225192489,-1.950568522,0.782544034,-1.687859847,2.782951667,1.229685668,-0.003055698,1.361661723,0.798072251
-2.229720456,-1.013071976,0.631164278,-1.38406372,1.099756618,-1.023956648,3.100061541,1.506998435,0.207328524,1.391540627,1.070527584
-2.511526639,-1.296975626,0.446846037,-1.658698426,1.07384061,-1.121468998,3.074041423,1.399355547,0.169067016,1.446855455,0.966258239
-2.299792974,-1.001783633,0.639726586,-1.615694348,1.09696515,-1.172811722,3.097301422,1.471362194,0.290693151,1.454270807,0.977937174
-3.439611201,-2.041588897,-0.363846748,-3.543885723,0.200765531,-3.066766105,2.20119337,0.565178444,-0.805891433,1.988285446,0.421515599
-2.324114721,-0.867994732,0.719515581,-1.233302671,1.196886076,-0.748274278,3.197023437,1.544386728,0.128138599,1.398572477,1.339193253
-2.997573482,-1.879771075,0.068621337,-2.941553125,0.492005506,-2.354662932,2.492507196,0.778961305,-0.458451804,1.335380641,0.321318589
-3.285779434,-1.774095936,0.19356346,-3.255601485,0.391474049,-2.519910622,2.39211409,0.623693402,-0.604543818,1.429398237,0.331452762
-2.047970862,-1.240045298,0.09817279,-1.756982236,0.785555481,-1.775496514,2.786025901,1.458603434,0.575254625,1.400760395,0.649836538
-2.750018423,-1.302834343,0.631417793,-2.187958073,0.857275625,-1.618819304,2.857754238,1.151689801,-0.288516597,1.396989994,0.645731576
-2.446138068,-0.763156807,1.207483862,-1.092726122,1.396847329,-0.416345795,3.397145252,1.664890978,0.102612235,1.389688858,1.490285203
-2.530607386,-1.263726814,0.506839515,-1.575038145,1.139272948,-1.078310866,3.139456709,1.497614924,0.191990977,1.251499838,0.953644646
-2.616077442,-1.605901645,0.016379325,-2.777490257,0.511595165,-2.451471204,2.512250938,0.960925387,-0.024598744,1.780365708,0.615728419
-2.964429015,-1.432930843,0.280234085,-2.592377043,0.539896542,-2.033924294,2.54030315,0.824531677,-0.217920039,1.568043582,0.617759058
-2.130175274,-0.619721174,1.233367455,-0.601573057,1.631043626,-0.044276609,3.63129881,1.939769982,0.461345132,1.394082653,1.585357542
-2.377096681,-1.657043933,-0.096938461,-2.852130433,0.397055915,-2.652915215,2.397437154,0.907081975,0.329456931,1.886518081,0.423757814
-1.989719596,-1.107542164,0.614759259,-1.666885651,0.996427878,-1.319038866,2.997189929,1.416241007,0.722697587,1.48192392,0.976126891
-2.640809614,-1.562826079,0.2949928,-2.331730604,0.993910431,-1.386014719,2.994147153,1.115860068,-0.055641551,1.079208243,0.84832444
-2.872941378,-1.57129633,0.22188948,-2.621201665,0.593513394,-2.037169282,2.594159139,0.866493937,-0.228411875,1.456558845,0.680951621
-1.566778395,-0.469371249,1.338817693,-0.21738129,1.825470582,0.366609962,3.825581331,2.179977486,1.111619045,1.085322581,1.875679839
-2.876680934,-1.587514361,0.277360068,-2.567645014,0.832571971,-1.762194654,2.833041558,1.023169834,-0.241380253,1.089825809,0.63136113
-2.746562575,-1.598142108,0.221741867,-2.828563827,0.551203786,-2.321549311,2.551613704,0.898771317,-0.188912929,1.085322581,0.440722092
-2.240451749,-0.987772624,0.754511048,-1.548104549,1.192850302,-0.98564079,3.193267505,1.492401474,0.374516526,1.136011428,1.062182716
-3.134014763,-1.839232853,0.082515165,-3.341911297,0.31813386,-2.56500895,2.319427092,0.508599833,-0.529182408,1.616842815,0.394398294
-3.18042854,-1.650118257,0.19890712,-2.856164203,0.685801271,-1.908746254,2.686057245,0.779356834,-0.538884943,1.321552929,0.657350585
-2.316348643,-1.501821292,0.27723016,-2.569175626,0.691763663,-1.991987108,2.692055919,0.971666534,0.132651984,1.421475936,0.54885271
-2.513367708,-1.351191454,0.308931348,-2.255652225,0.797968367,-1.796564091,2.798296951,1.092529024,0.143674924,1.432944695,0.676550358
-3.085155337,-1.637447352,0.246974187,-2.851384989,0.45670019,-2.160753622,2.457536799,0.648442737,-0.550109057,1.618185529,0.620100483
-2.777966531,-1.619275944,0.208347197,-2.610318312,0.777256296,-1.878299269,2.777776791,1.003339072,-0.27951927,1.3120729,0.57955696
-3.195117723,-1.976467263,0.093307845,-3.239503694,0.594155376,-2.174908227,2.594532018,0.64922957,-0.550004048,1.264628836,0.546337576
-2.903835098,-1.493755969,0.392810065,-2.481943308,0.65471811,-1.689987496,2.656188885,0.799871312,-0.583761926,1.603623534,0.99902555
-2.908706911,-1.332845088,0.706817025,-2.286366176,0.770631422,-1.399133333,2.771546349,0.896143299,-0.366121534,1.617358189,1.159254995
-2.023130574,-1.438222186,-0.119572748,-2.540259183,0.406229775,-2.636668001,2.406522722,1.068686698,0.543396035,1.916183919,0.399032092
-0.731020581,0.165125876,1.603501947,0.949222951,2.213645158,1.115818721,4.21374743,2.750119804,1.963577469,0.752428016,2.262747713
-2.350316639,-1.116435307,0.636207455,-1.497885593,1.217067076,-0.820632306,3.217181186,1.519520218,0.436455796,0.737067052,1.432298164
-2.80311762,-1.468067624,0.324666016,-2.3399906,0.882550247,-1.634277597,2.882646932,1.140853367,0.039815498,0.836171928,0.87746586
-1.485844048,-0.397141234,1.167393027,-0.104883738,1.87605724,0.531370452,3.876121686,2.202166113,1.057084586,0.837038266,2.044020429
-2.713210973,-1.350571287,0.343798532,-2.071455366,0.948749705,-1.477733405,2.949078752,1.256586471,0.0534987,1.09510789,1.007037828
-1.952287549,-0.946816464,0.635707886,-1.363628997,1.121600584,-0.994411452,3.12197873,1.575149067,0.68639159,1.425245609,1.16057643
-2.907478372,-1.760078503,-0.252696288,-2.929356351,0.463075658,-2.42752071,2.463144898,0.818641962,-0.330768192,1.239031131,0.378841628
-1.800154424,-0.991464773,0.84700595,-1.093620801,1.427359378,-0.468850408,3.427578369,1.729986065,0.847833422,1.055753254,1.391666769
-1.631070336,-0.583790004,0.688917086,-0.832131808,1.355906667,-0.740788455,3.356062796,1.928451575,1.086830732,1.032057388,1.176084068
-3.269743627,-2.270467699,-0.471077256,-4.241144563,-0.075418873,-3.566462695,1.92494635,0.205799576,-0.605461463,1.7247916,0.901011259
-2.309333562,-1.190670494,0.294243629,-1.646255426,0.989029477,-1.32729628,2.989245432,1.431646947,0.316902614,1.239561363,1.052783414
-2.424304425,-1.3898435,0.402692539,-2.058614022,0.985695591,-1.434937303,2.985958468,1.296455426,0.128095658,0.988690538,0.823702466
-3.017632677,-1.804487599,-0.132208279,-3.318900863,0.269947472,-2.935599373,2.270607308,0.685359325,-0.455715519,1.675557893,0.523623357
-2.239917617,-1.439807209,0.111565165,-2.629597547,0.441089353,-2.577708811,2.441663186,1.019942893,0.41337498,1.848905464,0.779573093
-2.104130396,-0.902193115,1.14222815,-0.97926455,1.421415443,-0.471007031,3.421506149,1.818851129,0.489787131,0.528695553,1.374185638
-2.525246608,-1.023066085,0.826388767,-1.431676579,1.132217629,-0.98757304,3.132311889,1.489173965,0.096328761,0.858712227,1.247931642
-1.462022498,-0.350142122,1.130744321,-0.128917565,1.660713873,0.026634582,3.660919785,2.178981021,1.409968459,1.159847753,1.621121586
-2.873707432,-1.653440515,0.03789985,-2.742192358,0.502404216,-2.32278423,2.502749842,0.867737813,-0.298960267,1.150123755,0.555644271
-2.159824085,-0.83462961,0.798789122,-1.017555832,1.270355168,-0.5931305,3.270455586,1.685037233,0.488429591,1.142707197,1.518858726
-2.551780775,-1.083165748,0.616821496,-1.360926558,1.186866244,-0.938556337,3.187095268,1.562394206,0.207910892,1.002996429,1.293930044
-0.923779894,0.179945825,1.741216891,1.164006868,2.188515817,1.218229762,4.188619678,2.751696456,1.671036606,0.834380408,2.31655691
-1.801840059,-0.420686147,1.252353514,-0.411457193,1.527460196,-0.184961076,3.527581563,1.987273853,0.727137039,0.835965787,1.59754983
-1.950884451,-0.482511056,1.073503741,-0.428325581,1.525344358,-0.156864183,3.525381238,1.966856074,0.638281334,0.834380408,1.694111173
-1.675210213,-0.259713798,1.272164658,-0.220734327,1.634174294,0.082946866,3.634311127,2.076749559,0.987768401,0.822758344,1.782909216
-2.577333203,-0.980045228,1.002686309,-1.395128592,1.3311505,-0.58923972,3.331211126,1.557459753,0.12195235,0.568026016,1.339904495
-3.390868349,-1.829180582,-0.048607758,-2.884208991,0.43648249,-2.287260861,2.436668882,0.711828732,-0.604865968,1.350980365,0.707304936
-1.708069036,-0.565772864,1.005215032,-0.478919324,1.471135205,-0.352399104,3.471392303,1.982157617,0.956613691,0.961270231,1.524774409
-2.821155778,-1.488082316,0.385725128,-2.129090146,0.807675774,-1.596077472,2.807794053,1.151850037,-0.106304809,1.149026567,0.891854634
-3.339115924,-2.14847835,-0.343322076,-4.129964909,0.053996947,-3.367888967,2.055037508,0.273405236,-0.708959256,1.704103639,0.428834992
-1.641982321,-0.187352514,1.643207565,0.16677056,1.886071441,0.658182269,3.886143459,2.30789851,0.995791771,0.446563828,2.113944609
-2.006295665,-0.455703074,1.309880699,-0.626366651,1.51497717,-0.109855844,3.515044871,1.887999263,0.482120904,0.419312027,1.84393766
-2.991645834,-1.711493371,0.033725519,-3.776880579,0.298765532,-2.852335485,2.300919607,0.440064497,-0.441008283,1.677951263,0.806763945
-1.624115874,-0.966499047,0.385886955,-1.514137706,0.771782599,-1.908347974,2.773489948,1.5285785,0.768883211,1.577629609,0.992760421
-1.953320211,-1.258406988,0.275304219,-2.214127067,0.546399314,-2.377459934,2.546684318,1.23457258,0.736007003,1.784745893,0.83446643
-2.993595145,-1.861594718,-0.245714475,-2.801509811,0.161290271,-2.776622522,2.163065622,0.718033897,-0.423313232,1.570161648,0.311451199
-2.552586317,-1.215460142,0.502244276,-1.366757903,1.007476233,-1.387373003,3.007907583,1.577992396,0.394686769,1.138390336,0.764925568
-1.241176936,-0.377668613,0.995148707,0.152354595,1.544832283,-0.183652645,3.545349347,2.307058971,1.491693997,1.257692665,1.47599734
-2.522567749,-1.00321851,0.680621071,-1.291329759,1.078624233,-1.043727414,3.079193252,1.520840825,0.193522072,1.349396517,1.180372512
-2.417070171,-1.257343809,0.195029317,-1.602247914,0.747783725,-1.747389725,2.748150301,1.382119668,0.272701855,1.303509359,0.812629812
-2.388198532,-1.034152247,0.40554702,-1.199873313,1.03076693,-1.322753764,3.030976784,1.664125729,0.453536666,1.057150724,0.830609465
-1.916601683,-0.832541322,0.704816326,-0.395478274,1.344064573,-0.594418004,3.344403219,1.991828005,0.957906535,1.343356798,1.280953207
-2.528621779,-1.496479268,0.164146845,-2.033696399,0.68617088,-2.040162776,2.686675181,1.241903318,0.315540703,1.314579039,0.49919296
-2.895705604,-1.550299906,0.181577477,-2.316565255,0.627708842,-2.133017341,2.628071854,1.109638434,-0.118416926,1.131764343,0.470286528
-2.431420578,-1.049794278,0.474253548,-1.526158096,0.976400715,-1.443064519,2.976738149,1.518671394,0.374758479,0.971211564,0.79707472
-1.907961877,-0.795685999,0.627590898,-0.64632317,1.206669618,-0.889714233,3.207139634,1.906678061,0.883116871,1.157235731,1.118775583
-1.725038648,-0.609628905,0.79530719,-0.015683467,1.460828204,-0.347330801,3.462086572,2.223935803,1.158773569,1.15434362,1.423379643
-2.462497183,-1.302352769,0.37638807,-1.511821255,0.958450467,-1.470945045,2.958743382,1.519844254,0.455870338,1.013767638,0.797934513
-2.154195538,-0.805903899,0.753056243,-0.910461907,1.239781013,-0.837035822,3.240008903,1.773274874,0.573249392,1.19927754,1.187032757
-2.665777506,-1.247397279,0.408648733,-1.694541759,0.918172003,-1.44028811,2.918561538,1.38930298,0.154369082,1.200499255,0.867806957
-2.775170736,-1.560009934,0.020476361,-2.50169283,0.463037385,-2.433311282,2.463685693,1.006743161,-0.159466561,1.233279407,0.244735928
-3.245600439,-1.763298493,0.091180146,-3.373832933,0.236207331,-2.893052128,2.23683957,0.569149774,-0.559158374,1.393768829,0.248950979
-3.180023275,-2.136248637,-0.410567965,-3.967272592,-0.159985931,-3.797406668,1.840409305,0.362356548,-0.55723825,1.807332902,0.367572251
-2.117358427,-0.739143472,1.074081587,-0.845484725,1.340962622,-0.781984645,3.34111812,1.886135038,0.699041516,0.849032505,1.025904984
-3.205888207,-2.010131928,-0.307205386,-3.396713516,0.072697969,-3.328663103,2.072977509,0.641691313,-0.561618903,1.797088816,0.648483208
-2.231252183,-1.238352533,0.541027588,-2.033453091,0.875888096,-1.494461049,2.876337442,1.140809956,0.294715764,1.58631338,1.051197043
-1.462349501,-0.818594708,0.807933662,-1.120697046,1.18260479,-0.912130173,3.184511244,1.688849642,1.278324555,1.632124815,1.409033471
-2.748679764,-1.597793637,0.274513842,-2.653961742,0.716001666,-1.953694851,2.716375539,0.946180381,-0.175872087,1.306880104,0.727390079
-2.72802715,-1.610534134,0.425535966,-2.601091662,0.73487668,-1.945371194,2.735127371,0.944051359,-0.104251177,1.323678682,0.534748385
-2.542249567,-1.628289085,0.314740535,-2.847495391,0.668959607,-2.04948476,2.669110281,0.835653829,0.001372298,1.317131055,0.642518047
-2.214553211,-1.452023022,0.426662309,-2.298118264,0.730067048,-1.812241582,2.734212018,0.927801655,0.029371664,1.564930514,1.024669327
-0.960535535,-0.827777079,0.062895736,-1.284481054,-0.002924855,-3.246860492,1.99852309,1.635679281,1.461837516,2.417903462,0.727893565
-1.872285096,-1.274541802,0.41012378,-1.999554386,0.709251565,-1.957271183,2.710061782,1.238647686,0.646394378,1.569077038,0.690374753
-2.185950586,-1.364724554,0.481207497,-2.206277119,0.704210181,-1.958532744,2.704970053,1.166338113,0.349049378,1.549866968,0.734019429
-2.833330314,-1.485576744,0.204307909,-2.59530884,0.540266614,-2.286270942,2.540981452,0.87663518,-0.188162753,1.519661297,0.497485702
-2.64082862,-1.476671629,0.217566028,-2.324768194,0.553800393,-2.198356965,2.554368543,1.027091677,-0.012746909,1.519616705,0.620162483
-2.537137586,-1.505674677,0.361928849,-2.498867329,0.651887573,-2.097863925,2.652481132,1.005764463,0.083511195,1.578635992,0.524280525
-3.162200828,-1.802906323,0.103432541,-3.069227558,0.429569957,-2.429670317,2.430863227,0.590428239,-0.527525508,1.574114147,0.42654684
-3.131305653,-1.729327474,0.235030423,-3.118887528,0.610361801,-2.120249671,2.610882164,0.712720266,-0.545041757,1.411947604,0.591926414
-2.540657104,-1.703643348,-0.200372818,-3.122446855,0.408029963,-2.606133895,2.408797971,0.774894031,0.023180755,1.783549579,0.663132196
-1.536563275,-1.177865587,0.279127781,-1.890439242,0.813578191,-1.837099691,2.814049614,1.396498911,1.034998837,1.813667395,0.810647057
-2.555907401,-1.943302974,-0.386940793,-3.544459483,0.221252373,-2.97000141,2.221747273,0.552033041,-0.058938799,1.767320532,0.467153506
-1.086910157,-0.782004744,-0.076593161,-1.395828151,0.243253786,-2.8638318,2.243797372,1.572409051,1.399719126,2.404143956,0.806837863
-2.13437938,-1.30299685,0.126697717,-2.462300584,0.675152407,-2.094496016,2.675406338,1.106347558,0.443943064,1.685088036,0.847695602
