log10(Pd),log10(Pv),log10(Pa),log10(IV2),log10(CAV),log10(Ia),log10(AAS),log10(AVS),log10(ADS),log10(Epi),log10(PGA)
-3.441429425,-2.216709746,-0.366631356,-4.703849702,-0.613833674,-3.818656914,1.387363293,-0.437738648,-1.055307661,2.006798037,0.554009673
-3.785060593,-2.326808432,-0.295283829,-4.978922014,-0.556371608,-3.761333773,1.447189753,-0.547390908,-1.684794299,1.901416294,0.680308317
-3.901641511,-2.504026272,-0.713756619,-5.330301487,-0.784641645,-4.214320113,1.216721603,-0.717246993,-1.574214227,1.949732545,0.556770845
-3.240868866,-2.763682205,-0.770531103,-5.413209897,-0.865412835,-4.404906911,1.138313203,-0.76017411,-1.199401485,1.968385573,0.664527078
-2.694641903,-1.972126261,-0.972524341,-4.070331168,-1.258664474,-5.177207468,0.746716136,-0.082410554,-0.768181477,2.290895729,0.899775015
-1.29147931,-0.813579024,0.030978238,-1.649689878,-0.137358962,-3.008862821,1.867288879,1.132120072,0.737691466,2.334622343,0.610157668
-2.798977916,-1.453896926,-0.178743133,-2.576620115,-0.020038023,-2.742017416,1.983112499,0.678024114,-0.454797901,2.119784057,0.391612276
-3.697969864,-2.598944208,-0.685812383,-5.262558064,-0.950456335,-4.624527963,1.052908159,-0.662820474,-1.327947985,1.559118739,0.399317383
-3.568434877,-1.757397101,0.202207143,-4.223533297,-0.334745099,-3.289438942,1.666916374,-0.178838151,-1.507494057,1.542743896,0.723250167
-3.36205795,-1.962940025,-0.025054498,-4.694799414,-0.451306102,-3.541959473,1.551819429,-0.398068749,-1.581732774,1.557161776,0.447321575
-3.471979441,-2.110664474,-0.203069024,-4.949050204,-0.708239301,-4.080285149,1.294714948,-0.535359244,-1.536372377,1.541569033,0.440039164
-3.102729483,-1.869475499,0.094671963,-4.423078516,-0.547216668,-3.685538624,1.457565151,-0.2444731,-1.24435885,1.578078247,0.565906204
-3.465142721,-2.341878635,-0.338950157,-5.012589019,-0.844350408,-4.26882854,1.159228415,-0.547810169,-1.447493528,1.56637976,0.61226822
-3.176652998,-1.954866067,-0.17424584,-4.098656583,-0.399522651,-3.481784039,1.601934337,-0.086802607,-1.283062361,1.576770816,0.71926314
-3.802084526,-2.246398122,-0.293806452,-5.005248162,-0.683696086,-4.034503834,1.32251153,-0.54472608,-1.625918506,1.598443343,0.801938693
-2.919188885,-1.626009681,0.380580019,-4.112520186,-0.305377216,-3.075021944,1.699716868,-0.113492073,-0.998034356,1.6489948,0.966541666
-3.825619747,-2.218227137,-0.190946346,-5.320785725,-0.837215614,-4.152144503,1.164024198,-0.729379721,-1.721786555,1.653859725,0.362845783
-2.027356317,-0.677109771,1.357588339,-1.764899893,0.948441151,-0.794425437,2.950607401,1.079035846,-0.181077246,1.186404644,1.957002158
-2.710644143,-1.145490201,0.937890626,-3.026725794,0.416683381,-1.805205839,2.417897896,0.439056585,-0.932778892,1.18451082,1.463635398
-2.823695602,-1.52433719,0.354377471,-3.474215851,-0.005717523,-2.707101151,1.995310281,0.235640348,-1.040805357,1.619843743,1.261020931
-2.357698894,-1.794031645,-1.253584561,-3.782185768,-1.419378112,-5.587630564,0.585100454,0.073494914,-0.18193376,2.567711278,0.596361087
-3.286356115,-2.234870292,-0.409053606,-5.177655165,-0.895304059,-4.433087511,1.107423903,-0.658812361,-1.374843655,1.878393432,0.348754755
-3.419542725,-2.081300194,-0.135109319,-4.868044899,-0.492301473,-3.662167408,1.511001795,-0.487901344,-1.516017265,1.384459972,0.582683685
-3.510355507,-1.65952086,0.40291841,-4.461891311,-0.304576587,-3.136669911,1.696790366,-0.341161784,-1.518562901,1.378897739,0.513105277
-2.862107788,-1.738868725,-0.027910892,-3.994392221,-0.468399896,-3.569081856,1.532684545,-0.062585126,-0.983955985,1.550118719,0.718887369
-3.181832885,-1.767641303,0.313420705,-4.094907192,-0.062963055,-2.808563575,1.938922346,-0.089880503,-1.493274889,1.424989117,0.880593302
-2.919756344,-1.294446779,0.658592598,-3.575409525,0.04097995,-2.572422924,2.042176778,0.143725491,-1.321833118,1.481911533,0.241454089
-1.958928283,-0.833610212,0.673830137,-2.11072524,0.311312919,-2.074743433,2.312858186,0.878287482,-0.246835583,1.475487225,1.262515335
-2.722596237,-1.376041122,0.27708426,-3.336093238,-0.130933138,-2.945143492,1.86952882,0.271245641,-0.938219134,1.472653282,0.663775371
-3.469189505,-1.956896902,-0.080729215,-4.876981813,-0.630092951,-3.929751919,1.371731525,-0.502451459,-1.62834738,1.454274209,0.367388579
-2.67523756,-1.308044619,0.554008478,-3.283146339,0.117931665,-2.433099506,2.120343151,0.318569575,-0.9393364,1.462549843,1.330007438
-2.364613267,-0.915332498,0.752293775,-2.864565918,0.020973232,-2.419922837,2.025099908,0.398952871,-0.91745469,1.905670826,0.660125845
-3.336406272,-2.127851162,-0.395088514,-4.887496932,-0.736334343,-4.161113123,1.265606455,-0.504590918,-1.314977715,1.551444525,0.584679122
-3.156097,-1.78970466,0.040148144,-4.381462084,-0.505385051,-3.624657978,1.496636622,-0.278411538,-1.28056682,1.547853496,0.909779113
-3.542250903,-2.156247348,-0.044196581,-5.103520633,-0.66391836,-3.95207803,1.338212597,-0.62992129,-1.495217513,1.542799533,0.498591261
-3.306581141,-1.908139196,-0.132131341,-4.687856061,-0.606524955,-3.820068401,1.395581092,-0.424890626,-1.288714947,1.541216454,0.85718482
-3.311017664,-1.935771526,-0.187507771,-4.61636845,-0.506503701,-3.706254529,1.495245283,-0.354927247,-1.569617642,1.552960758,0.815429053
-3.12712055,-1.761243293,0.354895043,-4.488991968,-0.300667415,-3.165797641,1.700541552,-0.319046274,-1.251578512,1.614541298,0.546997307
-2.353793473,-1.221276814,0.346260071,-3.21998149,-0.157175436,-2.942903835,1.84497691,0.300913195,-0.638685559,1.744154903,1.633652586
-3.021324234,-1.891963501,-0.069123299,-4.478278959,-0.591880291,-3.819714124,1.410595608,-0.307955383,-1.293674338,1.742780694,1.225873268
-3.326769826,-2.05326919,-0.028225293,-4.807776433,-0.540101831,-3.725313677,1.462756711,-0.452979013,-1.462585196,1.52796806,0.666392629
-2.969165401,-1.678958468,-0.089925244,-4.102710744,-0.522854232,-3.649204232,1.481428692,-0.141670907,-1.232955533,1.921572359,0.640869978
-2.846553121,-1.558923276,-0.076170473,-4.112744891,-0.608765421,-3.805919247,1.394039237,-0.166935713,-0.968537476,1.880803539,0.904161516
-2.853438912,-1.647803862,0.404381727,-3.751037072,-0.094191224,-2.853971605,1.909330378,0.082914004,-1.118838503,1.45868742,0.611325014
-2.722538929,-1.756789347,-0.049158671,-3.878159103,-0.471331392,-3.585881401,1.536063815,-0.004124588,-0.992330687,1.403505297,0.711507314
-2.931434651,-1.800230237,0.003250161,-4.163063155,-0.465514188,-3.598211779,1.537411595,-0.12433505,-1.229406183,1.463069459,0.352579288
-2.639591389,-1.332299447,0.226137232,-3.329264775,-0.080337797,-2.848284774,1.922810615,0.280440144,-0.801389376,1.477773436,0.70255522
-3.704784227,-2.012514908,-0.033031748,-4.587488233,-0.47930104,-3.646364112,1.528190124,-0.346378722,-1.580879831,1.483196685,0.646317703
-2.662568054,-1.510404576,0.200070795,-3.911738127,-0.278766764,-3.139027973,1.72692277,-0.0380472,-0.889948238,1.649680279,0.833526604
-3.176958954,-2.115427365,-0.22515832,-4.888267213,-0.634290374,-3.952066925,1.369248153,-0.498004686,-1.309628634,1.655680312,0.576108562
-3.560561683,-2.981222889,-1.033990936,-6.142627945,-1.292765779,-5.259903589,0.710867748,-1.112300597,-1.566216319,1.515356787,0.643916739
-1.437185681,-0.23934705,1.644050424,-1.181256861,1.097801363,-0.41187148,3.099941582,1.364348655,0.364711283,1.139754525,1.810532611
-2.197247369,-0.737403302,1.073775504,-2.36656404,0.520884411,-1.615144213,2.522006604,0.7552199,-0.557755976,1.129067841,1.204087812
-2.390416127,-0.95462583,0.66235754,-2.560557096,0.30872346,-2.075582472,2.312913203,0.675308218,-0.577129751,1.543651272,1.02283119
-3.668603629,-2.675795008,-0.81881549,-5.036138575,-0.874629757,-4.417347425,1.131366191,-0.598057929,-1.571195302,2.042133786,0.350673084
-2.71574387,-1.566041491,-0.139746423,-4.070966703,-0.651256035,-3.867099871,1.351577679,-0.173491192,-1.227421064,1.828542451,0.787794928
-2.319869461,-1.404093219,-0.006187631,-3.581756871,-0.37916288,-3.441931372,1.62534483,0.136416704,-0.577167128,1.446670092,0.733801838
-2.30747625,-1.377789566,0.228493296,-3.534871167,-0.487159513,-3.501290052,1.516790926,0.074103052,-0.829553381,1.673462931,0.753983357
-2.422550989,-1.366161158,0.076872814,-3.583406307,-0.35763085,-3.383488248,1.643736089,0.101564367,-0.932372705,1.522148582,0.334629393
-3.504517168,-2.084324885,-0.547957051,-5.289696871,-1.246066919,-4.926644788,0.758071846,-0.820951553,-1.629341431,1.949727994,0.756576299
-3.784483373,-2.574082737,-0.822201315,-5.753164308,-1.225467141,-5.117279531,0.778088177,-0.920958772,-1.464611773,1.937151559,0.349090236
-3.279535473,-1.769597908,0.023955833,-4.212945125,-0.410731803,-3.494938912,1.590550267,-0.154453762,-1.331753857,1.436159412,0.717514533
-2.637237606,-2.302062791,-1.837526393,-4.811087531,-2.00439335,-6.730115907,-0.001547863,-0.516008089,-0.922250526,2.503770265,0.753317201
-3.7927914,-2.389113503,-0.506718396,-5.314058532,-0.83622861,-4.354237083,1.166725207,-0.704929744,-1.556888418,1.367383122,0.447562611
-2.310102904,-1.131872368,0.694735319,-2.628720962,0.327477427,-1.989905782,2.331271565,0.621856421,-0.437199353,1.457662143,1.31938302
-3.455995898,-2.235170527,-0.217640156,-5.0628565,-0.689351861,-4.02462247,1.312549644,-0.606479697,-1.617988406,1.48684408,0.331788355
-2.988301872,-1.730969422,0.072397724,-3.979787682,-0.391756766,-3.397776496,1.611550778,-0.054096079,-1.142158874,1.332155813,0.961490841
-2.878715511,-1.593151593,0.207845631,-3.483565426,-0.066508447,-2.83854654,1.936638485,0.206033718,-1.05404,1.41599507,0.953764612
-3.718358394,-2.357574109,-0.34918809,-5.132111574,-0.710104452,-4.121847519,1.292639342,-0.597874229,-1.691963735,1.380315377,0.750900059
-3.32800677,-2.101052496,-0.052180831,-4.82225282,-0.597509249,-3.824402798,1.403336545,-0.47983687,-1.352781884,1.487961491,0.873430584
-2.314606373,-0.911045289,0.781048745,-2.168984481,0.459216388,-1.694238432,2.463998829,0.816243745,-0.47968692,1.357204295,1.715518602
-3.376829686,-1.955058915,-0.015683775,-4.51320116,-0.528826681,-3.674560168,1.47454699,-0.324543948,-1.372954941,1.361661723,0.798072251
-3.041728945,-1.879357873,-0.012980615,-3.992478806,-0.391877606,-3.446824203,1.609170148,-0.044069203,-1.226005044,1.391540627,1.070527584
-2.872545789,-1.693479649,0.175647267,-3.670281185,-0.147518657,-2.978921596,1.853796886,0.110697357,-0.975345517,1.446855455,0.966258239
-2.565620686,-1.267194963,0.471072376,-3.042902455,0.112159196,-2.426114722,2.115035529,0.417910162,-0.710255918,1.454270807,0.977937174
-3.533246243,-2.041588897,-0.363846748,-4.989364757,-0.903111279,-4.323170813,1.103399402,-0.5992602,-1.698257823,1.988285446,0.421515599
-3.355317662,-2.057824659,-0.105911147,-4.71001182,-0.540458319,-3.755152044,1.464322706,-0.426960299,-1.414044534,1.398572477,1.339193253
-3.459740257,-2.424046682,-0.539828688,-5.272685721,-0.851997666,-4.419245143,1.149736877,-0.667188593,-1.323301562,1.335380641,0.321318589
-3.592391042,-2.42288246,-0.524191369,-5.313391525,-0.85245083,-4.374610732,1.151206353,-0.704726482,-1.287015264,1.429398237,0.331452762
-2.354625688,-1.434656927,-0.235534873,-3.411432651,-0.649974452,-3.936328083,1.354707667,0.219061494,-0.715910837,1.400760395,0.649836538
-3.58039961,-1.912933588,-0.111851987,-4.362621993,-0.422245243,-3.488823329,1.581955565,-0.256292264,-1.800634607,1.396989994,0.645731576
-3.030039873,-1.429732016,0.387678704,-3.378499948,0.050927467,-2.569641742,2.05310334,0.258664375,-1.250362886,1.389688858,1.490285203
-2.782322773,-1.607504623,0.043374205,-3.416762951,-0.172637128,-3.030003877,1.830356907,0.242792594,-0.935177632,1.251499838,0.953644646
-2.807807363,-1.605901645,-0.026880246,-3.744256943,-0.460722757,-3.503165071,1.544685339,0.073335047,-0.824962631,1.780365708,0.615728419
-3.469799505,-2.108950031,-0.14144136,-4.835178478,-0.600056811,-3.813432544,1.402058737,-0.485995351,-1.202654014,1.568043582,0.617759058
-2.617104638,-0.80517624,1.140293325,-2.308679947,0.645141077,-1.30941409,2.645941638,0.775890761,-0.864826598,1.394082653,1.585357542
-3.155484996,-2.142624632,-0.327369119,-4.684680946,-0.87806965,-4.410976564,1.12967433,-0.384844131,-1.197305408,1.886518081,0.423757814
-2.720797839,-1.722249396,-0.136287944,-3.879819174,-0.418971116,-3.493158462,1.584147675,0.011908459,-0.750666716,1.48192392,0.976126891
-3.190123389,-2.050607355,0.039294358,-4.487472621,-0.250765789,-3.185502874,1.752031712,-0.28728634,-1.396056662,1.079208243,0.84832444
-3.119033543,-2.28914826,-0.306324454,-5.296175397,-0.786876945,-4.167626098,1.214390055,-0.734475383,-1.162033124,1.456558845,0.680951621
-1.652986625,-0.469371249,1.272509044,-1.672645871,0.777306913,-1.084695371,2.779260022,1.098014658,0.109262185,1.085322581,1.875679839
-3.223684678,-1.97555313,0.140607901,-4.478766464,-0.321911068,-3.312686765,1.680547434,-0.278794522,-1.414302519,1.089825809,0.63136113
-2.776099681,-1.598142108,0.062859608,-3.891479614,-0.382124719,-3.448583801,1.620758526,0.003450025,-1.16296617,1.085322581,0.440722092
-2.560658181,-1.401833457,0.196128762,-3.568271628,-0.102357585,-2.893503036,1.90015101,0.166333213,-0.751473065,1.136011428,1.062182716
-3.531115611,-2.162419612,-0.12623444,-4.836249012,-0.497844091,-3.680212203,1.505843378,-0.459326485,-1.459324618,1.616842815,0.394398294
-3.396778623,-2.316659375,-0.143198117,-5.121384918,-0.514742764,-3.672142092,1.490179018,-0.616665196,-1.464485227,1.321552929,0.657350585
-3.159937433,-1.978780715,-0.08803203,-4.621318948,-0.499885839,-3.650006779,1.505544559,-0.36357244,-1.148399207,1.421475936,0.54885271
-2.914694285,-1.921953244,0.269595725,-4.465308379,-0.214461114,-3.045156229,1.788163062,-0.286324363,-1.207807047,1.432944695,0.676550358
-3.293726838,-2.457313786,-0.474878544,-5.515024104,-0.990912302,-4.613771033,1.013476285,-0.800671387,-1.325129254,1.618185529,0.620100483
-2.81553646,-1.619275944,0.074184983,-3.925207484,-0.242706884,-3.188399194,1.75919584,-0.003513042,-1.248809437,1.3120729,0.57955696
-3.195117723,-2.319764355,-0.291737542,-4.996546895,-0.491245047,-3.697233325,1.512964999,-0.529145028,-1.264848714,1.264628836,0.546337576
-3.749025305,-2.310869364,-0.142186679,-5.144628822,-0.474325745,-3.619992535,1.528612505,-0.633453769,-1.766386002,1.603623534,0.99902555
-3.710275197,-2.43678215,-0.39539541,-5.186802141,-0.714333759,-4.106615959,1.290301286,-0.64968108,-1.741955084,1.617358189,1.159254995
-2.540287009,-1.905728874,-0.534557294,-4.205652717,-0.822842585,-4.2244274,1.183212815,-0.139079281,-0.678880774,1.916183919,0.399032092
-1.319783753,-0.047439389,1.387293959,-1.008914009,1.011305331,-0.561344965,3.014306791,1.415900745,0.646733309,0.752428016,2.262747713
-2.645872045,-1.298302103,0.599066465,-2.862710748,0.346174344,-1.970112141,2.349090063,0.499470738,-0.467649868,0.737067052,1.432298164
-2.99087365,-1.628426737,0.324666016,-3.794119617,0.022168665,-2.651918981,2.025502366,0.052084433,-1.136424077,0.836171928,0.87746586
-2.086453671,-0.76823271,0.913168619,-2.233731185,0.728995066,-1.223292072,2.731997022,0.816410531,-0.363876787,0.837038266,2.044020429
-2.88529299,-1.583821874,-0.043361259,-3.900914584,-0.255727816,-3.215601934,1.74746696,-0.004718915,-1.035789497,1.09510789,1.007037828
-2.258928052,-1.379636878,0.195938599,-3.408748896,-0.383720142,-3.329878312,1.618583279,0.189814003,-0.670871246,1.425245609,1.16057643
-3.15021627,-2.162438685,-0.600752942,-4.843346683,-0.724277813,-4.136179917,1.279330981,-0.469393649,-1.392221956,1.239031131,0.378841628
-2.863848927,-1.665084704,0.251491524,-3.603520604,-0.102030612,-2.788564718,1.902528376,0.109869053,-1.095132306,1.055753254,1.391666769
-1.704015752,-0.675570938,0.688917086,-1.953955644,0.421257526,-1.841310234,2.423719438,0.972141014,0.086054683,1.032057388,1.176084068
-3.308527531,-2.423668534,-0.978629782,-5.667973097,-1.405274022,-5.382042224,0.601747704,-0.940029599,-1.445811264,1.7247916,0.901011259
-3.08932311,-1.897799062,-0.239273759,-4.284023901,-0.422409873,-3.541649919,1.579857256,-0.192731245,-1.238888365,1.239561363,1.052783414
-2.849462902,-1.578071018,0.233601415,-3.45929212,0.061707369,-2.508997164,2.064892332,0.208083042,-1.170498589,0.988690538,0.823702466
-3.017632677,-1.804487599,-0.135431805,-4.198660167,-0.584291704,-3.839062439,1.418097744,-0.15382313,-1.326058571,1.675557893,0.523623357
-2.677391603,-1.819062611,-0.342586857,-4.226901118,-0.756590582,-4.181486243,1.248672399,-0.16778858,-0.741760346,1.848905464,0.779573093
-2.104130396,-0.902193115,0.916379413,-2.102800747,0.616163028,-1.457792712,2.618924923,0.911457365,-0.352905285,0.528695553,1.374185638
-3.085819547,-1.346605009,0.757831804,-3.380043458,0.232558249,-2.229181117,2.234909294,0.262950251,-1.247135729,0.858712227,1.247931642
-2.499391476,-1.230610613,0.539483662,-3.374922677,0.030836013,-2.510809658,2.036920625,0.228314401,-0.606060288,1.159847753,1.621121586
-3.244899957,-2.374893784,-0.417429191,-5.403184575,-0.815715526,-4.283613073,1.189816449,-0.749641582,-1.392355581,1.150123755,0.555644271
-2.70967689,-1.277159941,0.480203055,-3.39762991,0.07074065,-2.539916494,2.072802177,0.244192555,-1.009824664,1.142707197,1.518858726
-2.700733056,-1.275319307,0.616821496,-3.179377097,0.167761374,-2.35415616,2.17173388,0.365292712,-0.971076332,1.002996429,1.293930044
-1.972347669,-0.501772332,1.515420452,-1.595674209,0.9751067,-0.613398937,2.980540475,1.125857174,0.301373055,0.834380408,2.31655691
-2.328126981,-0.93947688,0.929305398,-2.5498545,0.527002215,-1.612763432,2.530513317,0.672736827,-0.334242083,0.835965787,1.59754983
-2.465245316,-0.958638227,1.013808278,-2.605208429,0.545040388,-1.578361785,2.546688362,0.639919584,-0.56239733,0.834380408,1.694111173
-2.607884854,-1.025671808,0.980438488,-2.622578081,0.543803646,-1.558974976,2.547228992,0.638173981,-0.222741199,0.822758344,1.782909216
-2.625450994,-1.012343734,0.876501616,-2.758987052,0.538751302,-1.607754244,2.543489218,0.571981434,-0.874824207,0.568026016,1.339904495
-3.895758025,-2.283976426,-0.183343145,-5.057258166,-0.573733536,-3.851821079,1.429186567,-0.571634375,-1.637662906,1.350980365,0.707304936
-2.335847511,-1.209367119,0.643841831,-3.19973892,0.097863429,-2.387850133,2.100036371,0.330049767,-0.453637132,0.961270231,1.524774409
-3.256968531,-2.180795831,-0.070637607,-4.780766514,-0.517296388,-3.708768695,1.487138048,-0.42800852,-1.376643181,1.149026567,0.891854634
-3.370343646,-2.450856431,-0.601010464,-5.465609535,-0.938820719,-4.578557048,1.063410128,-0.766346538,-1.444104579,1.704103639,0.428834992
-1.652898887,-0.203825495,1.643207565,-0.734048441,1.254145794,-0.111960951,3.264176525,1.526615066,0.28408364,0.446563828,2.113944609
-2.006295665,-0.455703074,1.309880699,-0.995924274,0.958994574,-0.433725498,2.961003112,1.233778816,-0.226766779,0.419312027,1.84393766
-3.687922767,-2.202793906,-0.284715135,-4.928749905,-0.619004076,-3.91654613,1.385310596,-0.522820209,-1.351671951,1.677951263,0.806763945
-2.155628142,-1.334810773,0.240377547,-3.354172657,-0.338949757,-3.259779529,1.665211061,0.246497579,-0.407688633,1.577629609,0.992760421
-2.214876757,-1.340938117,0.031955952,-3.332195191,-0.516548679,-3.651250496,1.48569119,0.26672327,-0.431971621,1.784745893,0.83446643
-3.339934808,-2.034221658,-0.345353422,-4.756842768,-0.949840264,-4.515035794,1.051532095,-0.454047587,-1.372897139,1.570161648,0.311451199
-2.753009649,-1.422592292,0.185530514,-3.574512292,-0.234895096,-3.120647429,1.768105214,0.129523559,-1.099013378,1.138390336,0.764925568
-2.175554348,-1.161115948,0.269925757,-2.817456761,-0.101963149,-2.839750282,1.901169749,0.501905949,-0.320634085,1.257692665,1.47599734
-3.325175014,-1.994257197,-0.272540003,-4.858469134,-0.739683674,-4.116377651,1.266454787,-0.500927253,-1.373235327,1.349396517,1.180372512
-2.86495196,-1.428662544,0.195029317,-3.961268962,-0.495359427,-3.520119031,1.506937007,-0.091084422,-0.974290802,1.303509359,0.812629812
-2.655167254,-1.406594549,0.202494862,-3.454812304,-0.296147383,-3.235629822,1.706805506,0.196467627,-1.039904739,1.057150724,0.830609465
-1.947502802,-0.832541322,0.704816326,-2.594955856,-0.002502232,-2.478881595,1.999539787,0.559228905,-0.459756702,1.343356798,1.280953207
-2.77351543,-1.674798644,-0.014701911,-3.986727009,-0.374765241,-3.436972328,1.627075644,-0.051766587,-0.912444333,1.314579039,0.49919296
-3.17658613,-1.550299906,0.181577477,-3.996781789,-0.377148038,-3.368106749,1.62413961,-0.078824946,-1.484451089,1.131764343,0.470286528
-3.067591767,-1.637357233,0.082323412,-3.978415079,-0.288250838,-3.271303147,1.712982485,-0.048672335,-1.115294624,0.971211564,0.79707472
-2.802122286,-1.80832699,-0.116636444,-4.142834363,-0.58917846,-3.810267602,1.416120667,-0.135703996,-1.061160617,1.157235731,1.118775583
-2.357037119,-1.318562507,0.115864281,-3.013005857,-0.270009345,-3.169820001,1.734320816,0.432060516,-0.592514805,1.15434362,1.423379643
-2.941530098,-1.526233107,0.192944669,-4.130635155,-0.400125613,-3.431536442,1.603262611,-0.135283691,-1.178578982,1.013767638,0.797934513
-3.094751283,-1.695977788,0.021233897,-4.230607974,-0.463169143,-3.552998957,1.543307134,-0.192526903,-1.372078879,1.19927754,1.187032757
-3.093780379,-1.81923465,-0.180026835,-4.599860817,-0.733235395,-4.096473613,1.268981022,-0.403507429,-1.387726925,1.200499255,0.867806957
-3.434386583,-2.341696082,-0.609990245,-5.164129131,-1.039610848,-4.75128163,0.96249785,-0.644503672,-1.424678857,1.233279407,0.244735928
-3.560577393,-1.763298493,0.091180146,-4.708653092,-0.606696785,-3.798577674,1.395754824,-0.439680524,-1.434086349,1.393768829,0.248950979
-3.446629336,-2.17326426,-0.410567965,-5.06265943,-1.03808979,-4.634043394,0.965985111,-0.609709061,-1.595337397,1.807332902,0.367572251
-2.117358427,-0.739143472,1.074081587,-2.502741881,0.4326114,-1.745318944,2.434150647,0.657512726,-0.522784942,0.849032505,1.025904984
-3.205888207,-2.117337912,-0.440212134,-4.642028651,-0.94414322,-4.511720835,1.058059506,-0.370216786,-1.475512009,1.797088816,0.648483208
-2.557171307,-1.454514614,0.228737141,-3.819272959,-0.329138892,-3.161397298,1.674270822,-0.058505775,-0.987478649,1.58631338,1.051197043
-1.86511234,-1.03724028,0.636450474,-2.613286161,0.345847168,-1.968294781,2.34832939,0.641844843,-0.051516107,1.632124815,1.409033471
-2.748679764,-1.597793637,0.219948168,-4.078073099,-0.247337957,-3.152720688,1.755322186,-0.118598452,-1.182556566,1.306880104,0.727390079
-3.031866091,-1.626813394,0.425535966,-4.156375519,-0.12395756,-2.860772845,1.876934856,-0.163056194,-1.237805922,1.323678682,0.534748385
-2.871351062,-1.628289085,0.314740535,-4.163572101,-0.12212069,-2.861109779,1.880934566,-0.166980531,-1.121943603,1.317131055,0.642518047
-3.289860327,-2.128348464,-0.249810185,-4.929773238,-0.645214814,-3.869671981,1.35711215,-0.537100257,-1.426659758,1.564930514,1.024669327
-2.177396833,-1.814921946,-1.392156243,-4.08115809,-1.712232104,-6.108284308,0.292239564,-0.145378188,-0.686779031,2.417903462,0.727893565
-2.726751931,-1.892575784,0.077233563,-4.230017793,-0.415355094,-3.451576043,1.589621747,-0.159144242,-0.793646173,1.569077038,0.690374753
-2.633462498,-1.472503044,-0.0188112,-3.666066249,-0.507922128,-3.581236372,1.49789159,0.061578363,-0.856537685,1.549866968,0.734019429
-3.121238143,-2.081573555,-0.012657065,-4.482609211,-0.408352016,-3.483480642,1.593530584,-0.284720594,-1.376872096,1.519661297,0.497485702
-3.170510894,-2.016484573,-0.212835844,-4.507052314,-0.587691322,-3.822759341,1.414406171,-0.284746729,-1.428244621,1.519616705,0.620162483
-2.537137586,-1.505674677,0.361928849,-3.690275456,-0.13204239,-2.881583027,1.870549303,0.096669227,-0.923658087,1.578635992,0.524280525
-3.555984998,-2.319821096,-0.193515729,-5.213391869,-0.670709688,-3.967347004,1.336342583,-0.660420846,-1.699489584,1.574114147,0.42654684
-3.439560457,-2.240702822,-0.267945868,-5.010953855,-0.58722093,-3.87252165,1.413729976,-0.538063203,-1.560671155,1.411947604,0.591926414
